rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PIK3R4	63	86	92	130	72	124	0.304872517132329	0.543919732607123	7225	0.33202204696466	0.323595474674949	94.0816462632867	1.02604045157979
PIK3R5	8	8	2	3	5	0	0.354234853877079	1	7849	-1.28520294337149	1.38729939209408	4.32478744245081	-0.92640633355394
PIK3R6	0	0	0	7	7	0	0.0542513959859788	1	3636	4.53169583871055	2.35434311486528	2.18436354530609	1.92482387554197
PIKFYVE	303	291	305	370	298	357	0.560189942530476	0.761531784475976	10256	0.0935618908921488	0.160604893998701	318.856861722068	0.582559401290135
PILRA	0	3	0	1	0	2	0.963682432650536	1	14763	-0.130729961764502	2.87110052335616	1.0345333220165	-0.0455330493310927
PILRB	196	177	151	193	233	191	0.483234212003687	0.703617915458149	9313	0.141999507382575	0.20253520285179	188.621059604486	0.701110253344383
PIM1	274	168	250	340	215	267	0.452076517949633	0.679093562348968	8961	0.158493042250866	0.2107738899797	249.369554114277	0.75195766546858
PIM2	815	606	621	1178	934	889	8.01210666605251e-05	0.00115509605324479	772	0.46191602449719	0.117117549078839	827.843799816957	3.94403766241938
PIM3	3558	2838	2972	4552	4118	3841	1.91695476209206e-07	6.27732000412506e-06	339	0.323646738298779	0.0621535140107695	3603.37216207209	5.20721544791015
PIMREG	365	343	402	316	377	295	0.0891895953550573	0.24951958115839	4261	-0.266607504720926	0.156856715913021	348.824074294917	-1.6996881719031
PIN1	2145	1811	1593	1909	1918	1731	0.281242680945419	0.519480033473394	6924	-0.0903574610707844	0.0838559453405835	1838.77892126365	-1.07753195916872
PIN4	1195	1055	1050	737	842	801	2.09999382139736e-08	8.29609658766267e-07	281	-0.563405245234204	0.100544251027577	947.39686964858	-5.60355504642102
PINK1	967	773	874	781	856	635	0.00755367919580199	0.0420528549411223	2028	-0.298376367907664	0.111693109118103	810.113897903453	-2.67139459420154
PINLYP	3	0	0	4	6	2	0.304829613837183	1	7224	1.95801651079051	1.90815363325504	2.38330849278302	1.02613147949225
PINX1	25	20	29	20	36	29	0.833974616172026	1	13520	0.11044208061757	0.526901371978842	26.3698835329134	0.209606743293895
PIP	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIP4K2A	485	431	427	405	548	336	0.329001990346587	0.566416112722931	7548	-0.157879819693183	0.161741217090333	435.968114048053	-0.976126076787256
PIP4K2B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PIP4K2C	695	659	652	706	566	529	0.0320212904798514	0.122189679219444	3037	-0.256156586357021	0.119467954054662	631.82139054191	-2.14414474897442
PIP4P1	161	167	154	243	214	204	0.0695946060548969	0.209085175051532	3938	0.355378302506095	0.195850337616725	188.623342837247	1.81454015770738
PIP4P2	192	130	205	179	129	140	0.162983019658261	0.372662101179477	5391	-0.328337327238917	0.235348896732501	161.655240391629	-1.3951088439225
PIP5K1A	1378	1004	1279	1695	1595	1532	0.000840651579658501	0.00769338267583596	1218	0.305866102632971	0.0916027072976077	1397.87715917637	3.33905090424068
PIP5K1B	9	28	41	25	20	27	0.702647492554003	1	11966	-0.234300880096689	0.613756242545754	25.2516880679324	-0.38174907863234
PIP5K1C	132	102	84	69	53	65	0.00496539443466442	0.0304366889117668	1833	-0.853550706941576	0.303833603822643	84.2026178368224	-2.80927025912453
PIP5KL1	8	11	4	15	7	5	0.907016550255696	1	14248	0.110332043569721	0.944603316315807	8.2239542542509	0.116802515578755
PIPOX	15	7	2	1	2	7	0.295145635867821	1	7106	-1.29040542056348	1.23259646973253	5.6662132981971	-1.04690014311293
PIR	298	246	175	228	201	201	0.169734128274912	0.38214084280408	5480	-0.281024827929861	0.204670672316878	223.56062666656	-1.37305860555717
PIRT	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PISD	429	365	555	769	753	720	1.09820434440856e-05	0.000212020285691816	575	0.635657374553876	0.144570255564315	591.005093010897	4.39687522217246
PITHD1	754	840	869	963	870	909	0.633763834077549	0.810251332730032	11125	0.0538598967805057	0.113047509819196	863.97180338413	0.476435941549239
PITPNA	1783	1455	1499	1473	1519	1527	0.0542246431660642	0.17539270506599	3635	-0.158134547398475	0.082146208454546	1535.47127132976	-1.92503769040023
PITPNB	1550	1424	1713	1909	1707	1907	0.125588812915092	0.313868755924083	4851	0.141571158221206	0.0924255969926738	1691.29669322442	1.53173106615073
PITPNC1	150	159	131	169	172	187	0.440747734169737	0.669959698178407	8817	0.168370001334155	0.218398229636778	160.497197392823	0.770931163746949
PITPNM1	4	8	8	1	2	1	0.0784903055616918	1	4082	-2.4393384144096	1.38637084654939	4.12255859659339	-1.75951363986121
PITPNM2	4	4	9	28	3	14	0.179486529882721	1	5610	1.28849493312525	0.95988881787855	10.084212802976	1.3423376844549
PITPNM3	8	1	14	18	0	0	0.735093252751715	1	12299	-0.493111459515342	1.45736508308996	6.67003514369976	-0.338358222820756
PITRM1	626	540	682	760	608	649	0.816906982443399	0.914529647003431	13238	0.0291230286325303	0.1257878472292	639.862540900185	0.231524978557466
PITX1	1135	790	740	976	794	760	0.197982623532905	0.417302549793492	5896	-0.164453546899815	0.127748726991389	857.88314470856	-1.28732043577154
PITX2	275	232	263	256	255	257	0.56474684843978	0.76581820320141	10297	-0.0965976513495197	0.167760987377728	255.106570221679	-0.575805214665444
PITX3	5	10	3	7	3	2	0.548823480727296	1	10122	-0.71787790212373	1.1974130284024	5.01835904930387	-0.599524044833158
PIWIL1	0	0	0	2	0	0	0.672877139662776	1	11635	1.70687919259077	4.04279644203747	0.307103627539851	0.422202605810781
PIWIL2	7	4	5	7	11	8	0.529599614083605	1	9861	0.617360148507883	0.982092160391035	6.88940682938144	0.628617326771116
PIWIL3	0	0	0	8	6	0	0.0547062848788323	1	3646	4.52864655931159	2.35719475829599	2.17941523780221	1.92120169255141
PIWIL4	0	1	0	0	0	0	0.795414167036932	1	12926.5	-1.05801167206444	4.0804728567969	0.180596245034369	-0.259286535946954
PJA1	180	196	239	227	233	193	0.929874132246753	0.968911995527424	14443	-0.0176750788716778	0.200845863978071	210.44823009084	-0.0880032006713745
PJA2	703	638	787	1158	1273	866	2.46478638601676e-05	0.000420947594941109	650	0.528859844205762	0.125381655633291	891.534698717375	4.21800016545116
PJVK	5	17	11	17	43	16	0.134003554392228	1	4968	1.07602157221174	0.718066079162907	17.9315017094065	1.49849937691824
PKD1	70	56	117	52	89	60	0.314752452965596	0.553910428086728	7340	-0.371489820446717	0.369531333440397	74.0166788460501	-1.00529992135737
PKD1L1	3	4	5	0	2	10	0.971160128195137	1	14838	-0.0524584688510454	1.45100111534302	4.08869216544848	-0.0361532932651426
PKD1L2	3	6	16	9	2	7	0.578840013448666	1	10478	-0.591936821217295	1.06639931648208	7.24681956801521	-0.555079895559221
PKD2	141	97	111	132	183	163	0.133611731600729	0.328219480526597	4959	0.369600485023281	0.24639862957564	136.357536576228	1.50001031117675
PKD2L1	5	0	0	2	0	0	0.653549207414119	1	11395	-1.37479313874493	3.06301168735353	1.10528318906827	-0.448837052898338
PKD2L2	5	9	12	16	17	16	0.290776052887037	1	7048	0.80365004534268	0.760729172851364	12.3870638502686	1.05642070006391
PKDCC	142	107	139	170	167	168	0.193464186208665	0.411741934643864	5829	0.288997698429044	0.222237678914544	147.366921759335	1.30039919351466
PKDREJ	0	0	2	0	0	0	0.623891280296335	1	10993.5	-1.97886067473923	4.03566709473024	0.34977413605161	-0.490342892089195
PKHD1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PKHD1L1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PKIA	223	147	154	139	246	182	0.896437178069982	0.953916925401257	14143	0.0320167493770115	0.245973582982972	180.280339243624	0.130163365466884
PKIB	136	105	102	148	138	77	0.942557309203281	0.974337918559281	14555	-0.0200474816839351	0.278220692141774	116.169177680571	-0.0720560413016276
PKIG	214	124	136	152	164	131	0.47915948065192	0.701179725114285	9263	-0.169098381264201	0.238955935777155	151.891683092017	-0.707655077553286
PKLR	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PKM	5870	5300	6250	5194	5800	4587	0.000297516236867134	0.00340838776621471	973	-0.25974124563087	0.0718022430618118	5482.05452839138	-3.61745308440113
PKMYT1	531	533	549	686	670	590	0.143307665938756	0.343820704470743	5088	0.170598941856404	0.116562458995597	588.630961960742	1.46358393025019
PKN1	134	75	62	116	117	95	0.525561669991176	0.736717938628059	9812	0.194026086263215	0.305651231000687	98.2471101547999	0.634795697134879
PKN2	868	773	870	1200	1138	1003	0.000831481678726886	0.0076220298229126	1216	0.313924195477111	0.0939303223830777	965.057108740295	3.34209643395909
PKN3	247	195	293	320	271	313	0.273110204119695	0.510145780907409	6828	0.205250021366461	0.187284189256697	271.062031321295	1.09592818369275
PKNOX1	680	634	646	649	760	641	0.785079494874741	0.897453143095922	12802	-0.0311495929450128	0.114224232210751	664.853988761576	-0.272705645221933
PKNOX2	34	14	15	26	65	38	0.0776453621355822	0.226381764927498	4066	0.964791222490223	0.546774260838714	31.3187921998025	1.76451470303357
PKP1	0	0	0	0	0	4	0.474895105152785	1	9202.5	2.83637243409588	3.9695242074299	0.678385546286932	0.714537129862299
PKP2	451	307	382	402	432	330	0.689715693362266	0.845563888117269	11830	-0.0618973731063269	0.155037647052381	380.412392755736	-0.399240921693132
PKP3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PKP4	1032	928	954	1266	1144	1024	0.122079942356136	0.308002145476242	4796	0.13876095505507	0.0897489023799864	1048.56727460739	1.54610197312021
PLA1A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G10	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G12A	1293	1129	1101	1422	1098	1101	0.557415611212794	0.759076655428774	10212	-0.0577221128756808	0.0983869722869711	1181.96249110641	-0.586684512531997
PLA2G12B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G15	252	257	265	173	280	254	0.287818680181262	0.526689892398319	6999	-0.22257099441887	0.20939600459465	247.008537829785	-1.06291901246981
PLA2G1B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G2A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G2C	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G2D	0	2	0	0	0	0	0.616513628781626	1	10890	-2.01929614146388	4.03216079767499	0.361192490068739	-0.500797523409344
PLA2G2E	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G2F	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G3	1	6	2	0	6	3	0.941049866828176	1	14544	-0.120902830366625	1.63491827524693	3.05277740592151	-0.0739503816166985
PLA2G4A	26	52	21	36	71	42	0.330233506364113	0.567806867679473	7557	0.477261695117385	0.490181080369985	41.1185890324468	0.973643647684549
PLA2G4B	31	15	16	17	24	19	0.838510694605188	1	13562	-0.122346867598419	0.600331503075782	20.0925651349275	-0.203798846090165
PLA2G4C	13	22	18	44	30	13	0.337480212066628	1	7650	0.583808922932918	0.608669478826201	22.9123879447178	0.959155901917037
PLA2G4D	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G4E	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G4F	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLA2G6	92	36	39	85	34	76	0.721908396664844	0.863449160086427	12166	0.157459750386992	0.442415229785696	59.3387980795711	0.355909425774662
PLA2G7	7	3	1	10	2	8	0.51991764078952	1	9745	0.797905247637835	1.23999924629547	5.04341666208942	0.643472365020862
PLA2R1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLAA	245	180	164	297	266	298	0.0143191150558221	0.0676986781237996	2404	0.46156774163048	0.188459867794159	238.605245924186	2.44915666679028
PLAAT1	77	63	74	54	69	74	0.529518553849399	0.739051181840016	9859	-0.206303005034972	0.328120746169616	68.3896106363889	-0.628741118759761
PLAAT2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLAAT3	274	211	201	188	190	246	0.287401526370809	0.52638910150839	6995	-0.218766424290692	0.205638609300793	217.70182347461	-1.06383925195048
PLAAT4	6	0	0	0	0	0	0.32529981641205	1	7486	-3.44236409929305	3.49967040564169	0.957815473834098	-0.98362522760536
PLAAT5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLAC1	167	165	180	165	158	149	0.298175267671521	0.537257530664105	7150	-0.216364450656743	0.207971865773687	163.586180062851	-1.04035442415172
PLAC8	31	10	9	14	20	17	0.966202413400311	1	14789	-0.0296122392095363	0.698868851000203	16.5315257340266	-0.0423716683998092
PLAC8L1	42	26	32	44	39	28	0.900024991297409	0.955346391080357	14180	0.0568497904968818	0.452518439442324	34.6830802241215	0.125629776693614
PLAC9	3	0	0	6	3	0	0.503790445146165	1	9545	1.52301138408609	2.27812351491694	1.87571898335801	0.668537668881233
PLAG1	300	184	204	347	348	302	0.0132700408881903	0.0643505845787604	2342	0.448939318486742	0.181284244060138	276.456074981403	2.47643870439073
PLAGL1	14	2	3	0	0	2	0.0702360229849604	1	3945	-3.24761461177131	1.79388012847095	3.45994923956918	-1.81038552143363
PLAGL2	343	307	423	379	339	268	0.188786211451401	0.40668770169678	5748	-0.225554010334764	0.171631209754592	341.554905053161	-1.31417829343086
PLAT	126	117	109	85	113	101	0.211413344534122	0.433630207014711	6086	-0.327398561122143	0.261984126547477	108.398228952478	-1.24968854196138
PLAU	7	9	12	24	9	7	0.641461106778619	1	11189	0.386510344385999	0.830032462822346	11.1403817357033	0.465656901022586
PLAUR	124	170	137	144	182	199	0.449466180493189	0.677075431676217	8915	0.186783352265336	0.246968196706079	159.163907283759	0.756305284472032
PLB1	0	0	1	0	2	7	0.220819202526407	1	6206	3.02337050646859	2.46936237723039	1.67906201657554	1.22435270511393
PLBD1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLBD2	349	321	312	248	313	220	0.012019630773364	0.0599954681722633	2275	-0.428129185732304	0.170462944439864	293.25168609419	-2.51156746786889
PLCB1	504	470	556	642	587	482	0.651485780949097	0.821927907070795	11371	0.0592393841434196	0.131147896329121	535.939238746154	0.451699080210606
PLCB2	3	7	8	6	0	1	0.291246438762304	1	7056	-1.51200316534166	1.43264710086513	4.23308526555536	-1.05539121562359
PLCB3	107	104	86	93	120	121	0.770733786992831	0.889111064055639	12672	0.0793627946076737	0.272335805511618	104.724835959141	0.291415205057523
PLCB4	256	214	289	365	285	224	0.606308074303082	0.793799496737647	10757	0.0993996498420254	0.192877737285456	269.265289828192	0.515350559587472
PLCD1	21	7	6	4	11	8	0.49880974278813	1	9498	-0.617379994821048	0.912792884081187	9.38032996348014	-0.676363724551271
PLCD3	201	163	161	159	203	193	0.971996748601532	0.987751189295596	14842	-0.00739761222650371	0.210733691707627	179.003189882543	-0.0351040793076752
PLCD4	0	0	0	0	0	4	0.474895105152785	1	9202.5	2.83637243409588	3.9695242074299	0.678385546286932	0.714537129862299
PLCE1	150	120	152	120	129	136	0.344214360245148	0.580982760085357	7725	-0.222477012367307	0.235208606944192	134.137612460366	-0.945871051479397
PLCG1	267	209	185	231	178	172	0.16398106882188	0.37391310304651	5404	-0.279911870694283	0.201114102887691	205.575580440502	-1.39180627651257
PLCG2	65	78	99	85	109	91	0.663787571734607	0.829902673029156	11497	0.133057717174983	0.306098058768719	87.5383497144206	0.434689843216284
PLCH1	27	36	53	11	17	32	0.0653654293819138	0.200116280079599	3852	-1.03757866836841	0.563059730681753	29.8913054422777	-1.84275062099027
PLCH2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLCL1	42	33	42	45	30	37	0.713860606586755	0.859497461357871	12078	-0.157750515897672	0.430217564966703	37.9495428210715	-0.366676139571105
PLCL2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLCXD1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLCXD2	54	35	15	50	61	28	0.51122939670786	0.725630678027612	9622	0.329546460736127	0.501650354507363	39.6593107713036	0.656924604508159
PLCXD3	0	0	0	0	0	7	0.260801631763013	1	6687.5	3.64426138032203	3.24078829222041	1.18717470600213	1.12449844041654
PLCZ1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLD1	99	112	134	121	103	104	0.501492348856519	0.718794908283567	9520	-0.176840798239903	0.263099768849832	112.008908038393	-0.6721434952717
PLD2	56	50	25	62	31	42	0.908622483434914	0.959056222711385	14264	-0.0516321447244361	0.44985046873591	43.8983644907178	-0.114776238578841
PLD3	865	719	550	738	653	655	0.257479216072315	0.49140588026248	6653	-0.151657584588097	0.133929441358846	692.029102696802	-1.13236927630983
PLD4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLD5	16	19	20	21	4	30	0.905201956189681	1	14230	-0.0858535828119829	0.720897427589499	18.4297247844757	-0.11909264692351
PLD5P1	50	42	23	96	45	48	0.159771801386455	0.368020394677309	5342	0.615881791342505	0.438088279971688	49.6033466059983	1.40583946090114
PLD6	587	554	556	837	666	727	0.0113856070786926	0.0573970191516908	2251	0.296818339689862	0.117290036292677	648.374332026253	2.53063558569632
PLEC	41	19	42	22	39	33	0.696642745898979	0.849640861593558	11905	-0.196124592060467	0.503068819709292	32.4779833067536	-0.389856386197423
PLEK	0	0	0	0	2	5	0.21985179560588	1	6187	3.61782953180573	2.94870304966869	1.16498217540627	1.22692230138678
PLEK2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLEKHA1	631	503	484	745	552	601	0.302403732705374	0.541536350502074	7198	0.137001156983261	0.132844148016913	580.031109373008	1.03129237552729
PLEKHA2	82	106	84	88	47	66	0.101435789890655	0.272055738965007	4475	-0.543306833604608	0.331702836752441	79.0792873222333	-1.6379324304968
PLEKHA3	511	529	510	599	635	576	0.30118126382354	0.54016336731744	7182	0.125226970803655	0.121120556191434	556.614401626913	1.03390353166584
PLEKHA4	23	3	21	19	13	14	0.890677077539743	1	14081	-0.105072406769054	0.764454769452212	15.238378596868	-0.13744751287816
PLEKHA5	1069	1096	1171	1360	1224	1144	0.533973751994013	0.741511461206597	9916	0.0588048850288874	0.0945489864089385	1170.22991287496	0.621951511722691
PLEKHA6	55	52	40	65	61	39	0.867668483422521	0.94218799124263	13837	0.063343722840771	0.380167124179654	51.4300970086766	0.16662072760094
PLEKHA7	129	73	75	133	84	101	0.70427585617114	0.853795295370538	11985	0.115067997974164	0.303165636472951	97.7587251390219	0.379554883966643
PLEKHA8	256	250	231	209	265	202	0.229997413197754	0.457367910218067	6318	-0.222011470722992	0.184953221944744	234.76809882577	-1.20036552155507
PLEKHB1	34	37	48	40	42	32	0.696052864390382	0.849249088238563	11898	-0.167556563507177	0.42891275151799	38.7304233644956	-0.390654189958607
PLEKHB2	816	673	647	658	587	703	0.0707981661607077	0.211784004998657	3957	-0.221296742032286	0.122481974017353	678.259034770524	-1.80676988436628
PLEKHD1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
PLEKHF1	200	147	152	252	203	174	0.251526084395425	0.485152821609072	6576	0.238717649496791	0.20818692668143	185.438017773196	1.14665052845551
PLEKHF2	96	66	99	165	117	149	0.0192710860225107	0.0847576568684198	2599	0.632870178314569	0.270429010502097	113.708644548429	2.34024514285483
PLEKHG1	43	34	73	85	42	63	0.564860773607166	0.76581820320141	10301	0.238973384473044	0.415146197436015	56.1648541441592	0.575636693649052
PLEKHG2	174	160	188	159	130	133	0.0604313727655248	0.188806985926062	3768	-0.405507023708046	0.215967124318346	157.126890304592	-1.87763311192822
PLEKHG3	205	207	194	198	172	189	0.272122103165633	0.508800889382353	6816	-0.213352464320358	0.194276690298144	193.755872989382	-1.09818869156634
PLEKHG4	141	119	86	68	87	74	0.0186882487843021	0.0829832999018149	2571	-0.684047323150621	0.290874554111161	95.8210711378944	-2.35169186675987
PLEKHG4B	24	16	24	41	26	16	0.634658869927238	1	11133	0.268170597289421	0.56435613199841	24.0482611513391	0.475179735072279
