rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
SMARCC2,253,296,292,294,262,139,0.901418089356408,0.971146689764339,12382.0,-0.0288633195735174,0.233012715734563,244.886242504356,-0.123870147955346,0,7.935967916603328,ns
SMARCD1,172,250,153,180,185,75,0.691139972569401,0.891191614498203,10233.0,-0.116509756479818,0.293247573363799,158.746704374882,-0.397308510155265,0,7.310582831225719,ns
SMARCD2,149,161,119,123,56,108,0.47061923379462,0.77377136361557,7899.0,-0.258392324700381,0.358146077154926,114.907432988675,-0.721471883073582,0,6.844328314034274,ns
SMARCE1,554,812,579,637,468,464,0.974043986221769,0.992529613004254,13053.0,-0.0048434404730107,0.148860478387667,562.510832072994,-0.0325367789051257,0,9.135737067842221,ns
SMC1A,1763,1967,1415,1707,1499,1414,0.125180186874419,0.414407406424069,3635.0,0.152303071565496,0.0993245235566751,1580.89130792814,1.53338839303459,0,10.626522465196102,ns
SMC2,96,85,83,59,117,59,0.777680802068857,0.927272179822741,11137.0,0.115219369098055,0.408083504278258,81.2088921664116,0.282342628138899,0,6.343565802371768,ns
SMC3,200,355,316,304,275,242,0.349360438384116,0.679889192340559,6500.0,0.213499937394759,0.228139524733372,274.639722204928,0.935830552133733,0,8.101396492913032,ns
SMC4,1342,1784,1289,1241,1469,870,0.926305503685014,0.978928581232257,12614.0,-0.010693685877262,0.115614828632495,1275.97841874947,-0.0924940684836716,0,10.317388212960468,ns
SMC5,92,61,11,120,89,79,0.0369239724719528,0.207431609122423,2140.0,1.12656277976452,0.539902607875477,74.6227671326922,2.08660370098518,0,6.221543953495477,ns
SMC6,160,198,129,239,104,62,0.918274868121648,0.976978177792587,12525.0,-0.0364275832995009,0.355020367697174,138.782101322294,-0.102607023748488,0,7.116677705827485,ns
SMCHD1,107,137,115,106,155,58,0.792642294478953,0.934160595364857,11259.0,0.0923325730656636,0.351233333709917,108.205190966448,0.262881008731139,0,6.757625901526452,ns
SMCO4,81,148,164,154,70,231,0.180559157882698,0.498641789174559,4386.0,0.576571352205824,0.430587095865473,144.783974439715,1.33903537226754,0,7.177758114876551,ns
SMG1,112,118,116,179,121,153,0.0230901067963862,0.156453360247964,1775.0,0.686221267213782,0.30204192391329,133.167921303804,2.27194045887081,0,7.05710278457415,ns
SMG5,101,89,65,41,91,123,0.407106996715926,0.725454671761346,7188.0,0.390812245888924,0.471428713201497,86.3626525862474,0.828995423793553,0,6.432335650594397,ns
SMG6,49,63,42,20,139,42,0.249073583074151,0.578344234119055,5317.0,0.700699934613469,0.607928530564287,58.499560526431,1.15260248431353,0,5.870353881485625,ns
SMG7,117,213,174,92,84,15,0.0078656233486792,0.0778599605058152,1215.0,-1.18679295997741,0.446534728564601,105.136592588045,-2.65778423056229,0,6.7161210737006245,ns
SMG8,302,493,534,320,356,331,0.675544544973314,0.882753743543176,10078.0,-0.0972238673108004,0.232286968669867,379.664267387472,-0.41855067405429,0,8.568580413939195,ns
SMG9,199,173,138,212,242,216,0.0058153952693162,0.0642951568800263,1087.0,0.703456836059962,0.255059324557193,196.681940869767,2.75801262032364,0,7.619720686721567,ns
SMIM10,477,569,436,315,498,107,0.37216615383887,0.694445668864614,6803.0,-0.452134618560679,0.506637020594052,373.541868613192,-0.892423175137366,0,8.545126146993546,ns
SMIM12,629,750,554,527,394,465,0.316558738197279,0.650373850327095,6113.0,-0.163961263143606,0.163706758153321,532.665836507388,-1.0015546394856,0,9.057086943769509,ns
SMIM13,283,314,346,235,263,150,0.218781535709845,0.544484338081189,4918.0,-0.283449853134474,0.230489279416863,254.208281427693,-1.22977456414286,0,7.989867220039123,ns
SMIM14,40,12,16,9,13,9,0.377287730368512,0.698747509817385,6878.0,-0.87065117144213,0.986121276799448,15.8570451865053,-0.882904762249844,0,3.987052058115485,ns
SMIM15,412,602,383,363,262,382,0.564884121735367,0.830850107877126,8911.0,-0.124494434266069,0.216285558390055,386.488808741474,-0.575602158520229,0,8.5942828295214,ns
SMIM19,92,81,59,69,17,75,0.7462723837658,0.915111945304983,10790.0,-0.177143437940069,0.547485200807383,64.0037466890659,-0.323558404279848,0,6.0000844558050295,ns
SMIM20,82,103,165,84,135,96,0.758072022759835,0.918733118223976,10963.0,0.120736730506882,0.39198512848689,110.093917062679,0.308013548812275,0,6.782590948722923,ns
SMIM26,1093,1104,785,861,693,829,0.994158339257717,0.998994165708995,13219.0,-0.0011321553331682,0.154634312104228,868.926892145952,-0.0073215014039388,0,9.763090989627564,ns
SMIM27,43,47,45,101,7,84,0.225339617269984,0.552980937952682,4999.0,0.827207060186755,0.682259946722789,55.1893933393594,1.21245144780991,0,5.786319121908037,ns
SMIM29,49,62,19,42,13,18,0.451826726918377,0.758849328955079,7682.0,-0.530234392558709,0.704749282113078,30.9914291274528,-0.752373086452654,0,4.95379737925808,ns
SMIM3,70,88,36,43,28,30,0.242560839291054,0.571119658213294,5237.0,-0.614575798428419,0.525903297993754,45.62725593209,-1.16860989610245,0,5.511823986185548,ns
SMIM30,592,617,463,372,317,223,0.0002901710882579,0.0066221777580239,527.0,-0.596553930759072,0.16461563343398,404.835106357052,-3.6239202699926,0,8.661190592383852,down
SMIM32,8,7,1,16,4,15,0.272224564916323,0.605401013455366,5581.0,1.50968212225989,1.37499575253197,8.71697088385085,1.0979540260251,0,3.123826890729934,ns
SMIM4,390,546,399,224,312,222,0.0134734840699967,0.11167856161947,1451.0,-0.500817425074638,0.202677822318331,330.708625242051,-2.47100259587377,0,8.3694168628564,ns
SMIM7,530,711,616,652,565,470,0.289379219468203,0.624783934154756,5769.0,0.150079259862067,0.141653106500891,572.807632525643,1.05948442338695,0,9.161906906073703,ns
SMIM8,45,159,68,39,150,72,0.525341879260134,0.8121191236326,8444.0,0.325817384444283,0.512991049584733,85.556258838045,0.63513268839297,0,6.41880149331126,ns
SMKR1,9,17,4,6,19,4,0.823238305058223,0.946114390342594,11531.0,0.288002340858442,1.28928246002376,9.21419539109569,0.223381880843344,0,3.203858191254037,ns
SMNDC1,505,818,647,742,776,628,0.0041355416189315,0.0512764526297836,970.0,0.43124322782428,0.150382959734161,672.40824481656,2.86763359749408,0,9.393193604240297,ns
SMO,152,128,67,40,43,54,0.0241643227664112,0.160564436475634,1810.0,-0.988943375149962,0.43865181980048,75.6628797170384,-2.25450649127543,0,6.241513781060914,ns
SMOC1,81,128,83,91,45,18,0.147204354813557,0.449606057269835,3943.0,-0.697792793959797,0.481409972982684,67.7577592977064,-1.44947722963956,0,6.082314261417904,ns
SMOX,36,55,17,53,30,26,0.60093536850733,0.850568237194875,9261.0,0.329757802981394,0.630444693950523,34.1898922430774,0.523055878089876,0,5.095497970696902,ns
SMPD4,279,282,267,293,278,145,0.862091578268725,0.959366078100954,11884.0,0.0396155441284911,0.228052627153866,246.863933657567,0.173712290109961,0,7.947572266700431,ns
SMS,156,218,200,151,183,142,0.906437848521902,0.972386581282007,12427.0,0.031105986639791,0.264657908015552,170.172190588498,0.11753280630467,0,7.410851481921301,ns
SMU1,44,71,47,88,72,47,0.138411710892105,0.43679586127338,3817.0,0.638253236156599,0.430748195350386,59.634762841326,1.48173165447024,0,5.898081659775532,ns
SMUG1,143,253,220,211,96,24,0.106200264540089,0.381074962009924,3350.0,-0.717455894714912,0.444104851742722,144.101019719753,-1.61551014788406,0,7.170936734443703,ns
SMURF2,136,265,212,149,43,50,0.0052951631939815,0.0600801205037884,1060.0,-1.09704437675398,0.393416421825051,130.278773719439,-2.78850682354543,0,7.025458234968045,ns
SMYD2,184,279,198,139,228,148,0.885264667874358,0.966354358425228,12230.0,-0.0391354014081966,0.271211196409091,188.864432806544,-0.144298620139433,0,7.561207226890405,ns
SMYD3,98,208,97,52,178,97,0.865661574806149,0.959651580894037,11923.0,0.0721443224023619,0.42645616657045,116.870517623648,0.169171718121805,0,6.8687672236422275,ns
SMYD4,169,210,178,261,181,161,0.0984793212521583,0.368058047451743,3218.0,0.393304185277347,0.238038547353811,188.288072146504,1.65227098572718,0,7.55679779939156,ns
SMYD5,7,43,40,43,67,20,0.275712910195616,0.609110795540534,5619.0,0.790623865499192,0.725342642572914,35.6081357996394,1.09000053091421,0,5.154135002842888,ns
SNAP23,204,187,160,186,142,201,0.351618354234707,0.68115328611432,6533.0,0.263608487216299,0.283007277074616,178.358389604284,0.931454801944182,0,7.478635268522125,ns
SNAP29,204,317,253,151,180,152,0.144088055522357,0.446290765842746,3889.0,-0.363060265920081,0.2485462135452,200.281126525757,-1.4607354533448,0,7.645882665091097,ns
SNAP47,537,689,477,519,574,436,0.294130585240083,0.629469449284504,5822.0,0.153223882433716,0.146052238038919,521.518902243207,1.04910328312042,0,9.026575733369876,ns
SNAP91,36,25,14,30,36,33,0.290535964304681,0.625593776401184,5786.0,0.724868890686889,0.685814116285722,29.0082508613929,1.05694658869474,0,4.8583914014652265,ns
SNAPC1,222,192,174,169,180,221,0.315407833196671,0.649556508537048,6100.0,0.283581153366796,0.28246840271761,192.379998924167,1.00393938096608,0,7.58781500472018,ns
SNAPC2,124,119,126,93,138,135,0.364362512211269,0.689999674754359,6695.0,0.308616489906845,0.340229323841076,122.486764015143,0.90708374699355,0,6.936482049031863,ns
SNAPC3,148,200,153,179,215,100,0.361243337859696,0.688597315365217,6653.0,0.252358952378847,0.276406758911126,159.415838227177,0.912998485901673,0,7.31665116036213,ns
SNAPC4,96,74,60,103,130,64,0.0957378840413072,0.361460439307191,3185.0,0.633848612828943,0.380489407503786,86.1238145162628,1.66587715801953,0,6.428340314320783,ns
SNAPC5,215,264,148,266,175,156,0.358776276410732,0.686895077692908,6625.0,0.225912696492958,0.246172878963374,195.618121081153,0.917699372263383,0,7.611896210284659,ns
SNAPIN,426,549,346,379,378,263,0.665481641010975,0.879146275970891,9953.0,-0.072580861947018,0.167872353179857,371.987910799887,-0.432357446429881,0,8.539111925859496,ns
SNCA,91,154,158,80,67,48,0.0327115779107289,0.193138020388972,2037.0,-0.780693984783854,0.365560944236945,93.7200188926942,-2.13560555932319,0,6.550285339916339,ns
SND1,307,262,192,312,212,220,0.2742256943135,0.607051799283722,5606.0,0.257722363740047,0.235710976331333,244.303590954728,1.09338295463073,0,7.932531259333653,ns
SNF8,193,232,183,171,163,195,0.618911562716023,0.857951498755636,9460.0,0.130093308276903,0.261550057966359,186.061457667159,0.497393536397672,0,7.539635424154689,ns
SNIP1,226,182,110,222,173,100,0.523286981125007,0.81084201834781,8423.0,0.194254081439098,0.304336657445884,161.3132133463,0.638286833631403,0,7.333720805877892,ns
SNN,17,20,31,1,2,22,0.429610683970529,0.742752385477407,7440.0,-0.957826203254414,1.21265615555385,15.5945132190558,-0.78985803095763,0,3.962966614741792,ns
SNRK,62,46,70,45,62,10,0.4841767840049,0.782894837421229,8026.0,-0.427147643781136,0.610559310078139,46.6063111020128,-0.699600573982682,0,5.542453422708571,ns
SNRNP200,234,192,203,219,63,119,0.266577632270271,0.599724875292658,5502.0,-0.395611158075996,0.35609256308864,164.127823407105,-1.11097843393466,0,7.358676019052174,ns
SNRNP25,134,205,148,199,76,157,0.662446537221846,0.877836547285935,9925.0,0.149731199091758,0.342997052832246,148.868905935692,0.43653785901475,0,7.217898641230665,ns
SNRNP27,239,285,130,103,109,78,0.0040843260778189,0.0508047547797077,966.0,-0.852936360381882,0.297027427240032,145.209539651765,-2.87157441421264,0,7.18199242517591,ns
SNRNP35,91,90,95,88,63,76,0.980060410503459,0.994951173894243,13097.0,0.0093811548452038,0.375348721095922,82.0161188433942,0.024993171197742,0,6.357835569131969,ns
SNRNP40,139,145,161,79,98,58,0.0473881422312507,0.242733043703259,2348.0,-0.655553612182935,0.330617704319415,107.798959085412,-1.98281460314537,0,6.752199437164174,ns
SNRNP48,613,669,400,495,408,476,0.806998636510159,0.940088627610447,11384.0,0.045261654158161,0.185270940522806,494.416261512879,0.244299802389083,0,8.949582384510082,ns
SNRNP70,269,359,250,297,323,224,0.205957657707794,0.530986655788132,4725.0,0.24389765849646,0.192841180080321,277.831799491678,1.26475920959866,0,8.11806792351952,ns
SNRPA,542,633,437,774,830,524,6.66508611599924e-07,3.71115697764457e-05,216.0,0.690904256168351,0.138990425892692,611.342681516845,4.97087660341272,0,9.255837483628882,up
SNRPA1,676,878,607,950,704,582,0.0071520598290165,0.0732724334435115,1173.0,0.338775476170034,0.125953829491709,708.740663285938,2.68967984171004,0,9.469114014369556,ns
SNRPB,2742,3689,2621,3528,3281,2654,1.22504735469773e-07,8.09540908513712e-06,182.0,0.366832178952451,0.0693481471328084,3004.81976105341,5.28971853061816,0,11.553062740612528,ns
SNRPB2,529,526,405,344,386,308,0.280281483835741,0.61356851221195,5670.0,-0.189576590166456,0.175584729981262,400.599627057937,-1.07968722671207,0,8.646017267835193,ns
SNRPC,622,607,694,655,482,442,0.903396910353694,0.972100623092428,12395.0,-0.0205371512580277,0.169209221599257,566.984191103122,-0.121371347636516,0,9.147164699659887,ns
SNRPD1,1499,1821,1347,1265,1370,1149,0.932611009339346,0.981368969514825,12661.0,0.0089343265858924,0.105656352671159,1362.47953583541,0.0845602404400547,0,10.412018845729275,ns
SNRPD2,1965,2248,1686,1576,1272,920,8.11433311700552e-05,0.0023919383430937,408.0,-0.368789909920233,0.0935777987594415,1523.4139373346,-3.9409979162715,0,10.573092284399202,ns
SNRPD3,966,1220,959,1179,1009,873,0.0125876630723637,0.107272631268295,1410.0,0.256548834551744,0.102815836329167,1005.91375408921,2.49522684161609,0,9.97429090006225,ns
SNRPE,2961,3072,2045,2039,1765,1890,0.126329720210897,0.416408823237484,3648.0,-0.182676997458404,0.119495392892383,2207.33265380291,-1.52873674069528,0,11.108088350540239,ns
SNRPF,899,1117,679,746,599,546,0.123574794068558,0.411695598131228,3609.0,-0.201921361282299,0.131122811014944,726.93383432467,-1.53994076026395,0,9.505680245479708,ns
SNRPG,153,189,143,127,172,41,0.462181783172107,0.768407562373642,7814.0,-0.272947763796105,0.371226697062118,128.724345041461,-0.735258983139438,0,7.008141119394732,ns
SNTA1,36,40,30,44,25,3,0.636410294554049,0.866269733352307,9677.0,-0.38297807200078,0.810151993525985,27.1758899991681,-0.47272372969665,0,4.764255378580087,ns
SNTB2,348,429,229,264,194,146,0.0483157592123038,0.245394271979045,2368.0,-0.44176278078079,0.22372486312565,250.577431478644,-1.97458062822764,0,7.96911267243111,ns
SNU13,1681,2173,1868,1789,1621,1267,0.958513382224142,0.990062585393461,12890.0,-0.0048061437776203,0.0923917001161994,1670.57036041268,-0.0520192157041784,0,10.70612503146593,ns
SNUPN,315,312,245,372,248,201,0.389536476807628,0.709841697964446,7004.0,0.181170640500174,0.210551338386586,271.780687538546,0.860458270597799,0,8.08629913306816,ns
SNW1,513,549,529,525,462,431,0.437506017961878,0.748490135149764,7521.0,0.123528583229368,0.159101936012943,489.783987733599,0.776411565597284,0,8.93600179912999,ns
SNX1,93,137,103,131,155,67,0.288242042269609,0.623784044120712,5755.0,0.353718304145302,0.33307247473862,109.908248983616,1.06198599696022,0,6.7801558592388265,ns
SNX10,54,78,67,10,27,13,0.0062054511048164,0.0672369012951596,1110.0,-1.68682528031183,0.616366818955135,38.11179265232,-2.73672304938694,0,5.252165564223138,ns
SNX11,124,170,124,122,109,28,0.246075595425784,0.575005087659979,5280.0,-0.463769981766839,0.399824386679343,104.323461693885,-1.15993420416044,0,6.704919837210772,ns
SNX12,248,276,202,141,151,242,0.816490186874857,0.943268632179848,11468.0,-0.071124628801014,0.30649032689999,206.761319468383,-0.232061577670027,0,7.691822503905849,ns
SNX13,54,127,47,93,93,41,0.492514538127925,0.787172405324193,8134.0,0.306093309062322,0.44599541271382,71.1448468101196,0.686314926872873,0,6.152687357602194,ns
SNX14,121,157,116,92,36,55,0.0344803582354708,0.199292336223957,2080.0,-0.816594831911467,0.386204783864749,89.7298573306445,-2.11440889918506,0,6.487516212200462,ns
SNX15,32,104,57,120,16,5,0.717611423735337,0.905132877245926,10453.5,-0.279115674092379,0.771777772418157,49.5968128710886,-0.361652905884871,0,5.6321755097977135,ns
SNX16,21,15,24,11,15,9,0.576606647760349,0.836964770576154,9027.0,-0.530462291514663,0.950056445174243,15.3186113840397,-0.558348184688516,0,3.93721361929399,ns
SNX17,209,262,177,224,144,73,0.291955787878509,0.626132714125326,5810.0,-0.309576160171128,0.293759878858379,169.169331667261,-1.05384084911192,0,7.402324238954478,ns
SNX18,140,251,199,236,229,130,0.269300962253035,0.602022801676068,5547.0,0.288499346372632,0.261162478645479,189.993410439259,1.10467379490705,0,7.569805572060094,ns
SNX19,106,86,56,63,46,85,0.998004764558773,0.999850417314593,13259.0,0.0011340616563741,0.453505047511734,72.5204997086476,0.0025006593919879,0,6.180316961016096,ns
SNX2,366,554,458,372,550,218,0.985698319176948,0.996523267047728,13146.0,-0.004107558488864,0.229146632155806,400.66036502966,-0.0179254586908837,0,8.646235989277999,ns
SNX22,122,119,94,37,64,31,0.011140320820442,0.0987359163651116,1357.0,-1.05716977079165,0.416492867092597,72.5433940285656,-2.53826620890632,0,6.180772339969928,ns
SNX24,108,94,112,67,66,72,0.401002894037275,0.719997245790178,7137.0,-0.319718557297606,0.380693715640182,84.3350879559187,-0.839831455478482,0,6.398061090087412,ns
SNX25,64,64,35,109,26,21,0.80868676423559,0.940447895737638,11400.0,0.146042940656193,0.603182784951211,49.4076016114734,0.242120538416902,0,5.626661119763764,ns
SNX27,127,198,187,78,82,92,0.0347170359719601,0.199780761547734,2090.0,-0.699875916247956,0.331436583144375,121.47810614759,-2.11164352953484,0,6.9245525118486295,ns
SNX29,120,93,31,74,32,1,0.185983874744388,0.506184218499832,4451.0,-1.0197622910939,0.771055550646078,52.0890500400933,-1.32255359583292,0,5.70290822145681,ns
SNX3,517,621,302,343,125,234,0.0115915120045437,0.101242639708531,1377.0,-0.71219509493268,0.282130992357777,332.041926372629,-2.52434193415209,0,8.375221609512346,ns
SNX33,2,6,25,29,6,1,0.914605317611862,0.975865698626496,12495.0,0.150866492707182,1.40692313020797,10.935058304389,0.10723151071152,0,3.4508890075667957,ns
SNX4,181,188,218,141,90,103,0.0672514896029778,0.300012487186578,2696.0,-0.541110515294046,0.295690481855523,147.146027825245,-1.82998962935316,0,7.201104787342407,ns
SNX5,691,787,645,1185,1011,799,1.23962515935526e-12,1.65655242128508e-10,90.0,0.780518276087964,0.109918485300494,842.931750425515,7.1008827491954,0,9.719272015119211,up
SNX6,18479,22774,15775,19007,19273,16057,0.0001670608323241,0.0042438416469665,472.0,0.242439871273287,0.0644061749845981,18050.9065425435,3.76423334146553,0,14.139783672705658,ns
SNX7,79,173,114,49,25,88,0.126379260984216,0.416408823237484,3649.0,-0.759492774077651,0.496875618582954,83.7537864616486,-1.52853701343539,0,6.388082510252097,ns
SNX8,91,86,33,74,25,4,0.234564647928564,0.564786590718085,5106.0,-0.84453880199185,0.710483106421033,46.5965791314505,-1.1886824533325,0,5.542152138795934,ns
SNX9,330,419,300,251,209,298,0.603089398531964,0.851682361904234,9282.0,-0.122971813806527,0.236501107955073,292.582274781368,-0.519962950151959,0,8.192698560551168,ns
SOAT1,107,85,70,78,74,39,0.617986682202015,0.857342340445263,9451.0,-0.202584174443458,0.406219836218375,71.8424904703215,-0.498705765649889,0,6.166765457868772,ns
SOBP,271,298,247,154,200,135,0.0595226266404769,0.278877534322172,2567.0,-0.44318812238741,0.235198760367405,207.280163645336,-1.88431317280373,0,7.695438249397175,ns
SOCS2,76,94,19,32,35,17,0.178012008692476,0.494064661825136,4360.0,-0.844891326871986,0.627285235669473,41.085992173274,-1.34690134380458,0,5.360574701281326,ns
SOCS4,95,176,93,143,105,140,0.172589931026053,0.486691465521769,4283.0,0.447268896055565,0.327926831420786,122.760667611503,1.36392894145842,0,6.939704586546971,ns
SOCS5,23,50,43,44,54,54,0.181812641572699,0.499777935850205,4405.0,0.725603261500261,0.54344379808819,44.8449907901227,1.33519466788084,0,5.486874939210263,ns
SOCS6,78,38,50,93,10,22,0.723106468310555,0.907239880489364,10509.0,-0.245884390817782,0.693980674124142,45.8323638557573,-0.354310141457624,0,5.518294791139219,ns
SOD1,3845,4204,2864,2994,2828,2019,0.0236999440490488,0.158892142065263,1793.0,-0.185819370327759,0.0821497561603621,2976.95153277707,-2.26195887867308,0,11.539620018165692,ns
SOD2,176,183,197,67,96,138,0.145560106756891,0.448195443923484,3912.0,-0.531706502488119,0.365334993515022,139.625727883107,-1.45539439672169,0,7.1254209914187605,ns
SOGA1,60,57,69,16,8,1,0.000337381704048,0.0075844668310005,535.0,-2.73058394515415,0.761719069231949,31.7702785402974,-3.58476511282228,0,4.989605833567794,down
SON,795,993,917,1007,895,479,0.668888293580836,0.881279681497809,9999.0,0.0658433556938347,0.153956789295399,811.64906811767,0.42767425844079,0,9.664712275409189,ns
SORBS1,15,23,28,4,24,11,0.645121623799112,0.871392382011671,9749.0,-0.454040411853934,0.985866016962412,16.9711000425159,-0.460549815128931,0,4.085008176235055,ns
SORBS2,16,44,20,47,12,13,0.883860408045825,0.965503099688205,12222.0,0.119826114019073,0.820292800805286,23.3937267917494,0.146077246931144,0,4.548049806756616,ns
SORD,9,33,43,17,18,71,0.359599982173936,0.686895077692908,6638.0,0.752749153445538,0.821664108168546,34.0206229160723,0.916127582989336,0,5.088337651811675,ns
SORL1,46,32,45,30,10,23,0.322926524481338,0.656795488578816,6186.0,-0.695806168698128,0.703928219665511,29.8963534798771,-0.988461819343963,0,4.901897621540806,ns
SORT1,69,96,92,63,35,87,0.798134720317745,0.936047418943102,11310.0,-0.119869946415872,0.468677945376393,72.6770793806364,-0.255761867180681,0,6.183428539119068,ns
SOS1,73,118,73,56,74,65,0.813049135828299,0.942603562195981,11435.0,-0.0942401386931189,0.398488004955508,73.6020100472892,-0.236494292227544,0,6.201673261246529,ns
SOS2,80,132,63,67,51,14,0.109131000167077,0.386686504235423,3394.0,-0.806864210589675,0.503625566953053,61.2154912169319,-1.60211129762776,0,5.93582488299761,ns
SOWAHC,253,266,153,134,66,141,0.0649023858784926,0.295004155313919,2646.0,-0.627335453739261,0.33984793076611,160.131495035492,-1.84592989083404,0,7.323113278158717,ns
SOX12,586,798,634,502,391,342,0.0043136579774184,0.0524457152113342,989.0,-0.417670566969196,0.146332109302369,513.867862086117,-2.85426465155473,0,9.005253616856844,ns
SOX13,40,86,31,53,17,36,0.731461871421498,0.910134008803503,10592.0,-0.209794715617984,0.611322798641619,40.9499863712627,-0.343181566406741,0,5.3557910666043185,ns
SOX18,85,78,101,50,69,25,0.160167772922277,0.469120259032246,4114.0,-0.646073967612194,0.460000360851894,64.5299387044163,-1.40450752346303,0,6.011896749985537,ns
SOX2,105,241,70,110,124,49,0.57006591789569,0.833753262866798,8959.0,-0.230176790402263,0.405273349705501,106.579849834952,-0.567954420317854,0,6.735790895310111,ns
SOX4,1908,2515,2179,1862,2178,1844,0.218834935037788,0.544484338081189,4922.0,0.144345099370136,0.117388858947376,2033.7161995287,1.22963201673886,0,10.989902653090905,ns
SOX5,17,43,53,3,75,15,0.993848498540854,0.998994165708995,13214.0,-0.0068917698927087,0.893892711293617,33.4091793016943,-0.0077098401247003,0,5.062172638113424,ns
SOX9,158,246,169,193,208,34,0.663224496197914,0.878480288080651,9929.0,-0.175681709547931,0.403434176336506,155.682388230259,-0.435465609639858,0,7.282461936696542,ns
SP1,199,282,242,302,288,106,0.512283222939678,0.802778941376356,8332.0,0.182244476810715,0.27811413598301,224.991475520438,0.655286636785151,0,7.813726531406526,ns
SP110,35,48,15,10,3,13,0.111517682003859,0.390897222949887,3431.0,-1.50269809555644,0.944256697686023,18.7069020612944,-1.59140845835557,0,4.225498757107914,ns
SP2,178,269,218,283,156,218,0.268926221485653,0.601856283179745,5541.0,0.29017477261453,0.26247363791433,215.322564758054,1.10553873112865,0,7.750355704629291,ns
SP3,185,218,117,94,170,52,0.231287768083007,0.560939299603615,5060.0,-0.435079605868342,0.363460390015739,129.859915943432,-1.19704820062924,0,7.020812370415758,ns
SP4,160,75,116,58,101,45,0.210649926342918,0.535055261695095,4799.0,-0.545808122146143,0.436025488861016,89.23477406017,-1.25178031121965,0,6.479534121039541,ns
SP8,15,46,43,6,10,27,0.347062916052117,0.678609281638565,6472.0,-0.834979092409098,0.887990785466171,23.7591208610764,-0.940301527983487,0,4.570409549172905,ns
SP9,44,109,31,58,28,1,0.293972331370126,0.629447254653464,5820.0,-0.851509036198009,0.811388141825841,39.336656739999,-1.0494472279098,0,5.297802441685639,ns
SPA17,8,5,15,10,25,35,0.0964476357853052,0.363329246895631,3192.0,1.6487498470295,0.991833658683636,17.9034369063795,1.66232496003183,0,4.162164661808668,ns
SPACA9,59,29,5,3,71,30,0.585164270731985,0.840823279187672,9126.0,0.519931585024697,0.952505198380216,32.6968311323978,0.545856952706261,0,5.031078916203834,ns
SPAG1,46,44,83,47,33,1,0.213426357342037,0.538896401721706,4837.0,-0.98693465702312,0.793228986890715,39.4289286722794,-1.24419893036397,0,5.301182606241352,ns
SPAG16,127,151,159,101,106,203,0.463065711032552,0.768880933332673,7823.0,0.277449088971349,0.37809489136087,143.166894367556,0.733808087098801,0,7.1615541149645665,ns
SPAG5,150,171,180,156,119,147,0.855466773408578,0.958068617542133,11817.0,0.0528427723966578,0.290109382602137,150.986239423394,0.182147753797842,0,7.238273261045268,ns
SPAG7,414,577,290,452,279,291,0.957122442540207,0.989816801168654,12876.0,-0.0110393340894,0.205325886910362,364.714380217679,-0.0537649404832199,0,8.510623274175176,ns
SPAG9,149,197,59,249,124,273,0.0046282229111974,0.0550495684822357,1011.0,1.06792547330946,0.377114764264332,176.883574094266,2.83183151259735,0,7.466656271307777,ns
SPARC,9,1,5,5,5,1,0.863939242027581,0.959604475791072,11907.0,-0.315224247948708,1.83952395793684,4.17891481989965,-0.171361860544755,0,2.063128352065254,ns
SPART,285,328,249,308,192,223,0.838513047258087,0.951934650693827,11663.0,0.0447181342302449,0.219426143315114,255.243289598166,0.203795835603901,0,7.995729222608631,ns
SPAST,106,66,68,102,53,35,0.786731064411077,0.931956670474582,11205.0,-0.123864410471631,0.457811069565442,68.2104397050884,-0.270557919425591,0,6.091920657569699,ns
SPATA13,54,77,39,32,34,1,0.148573602657944,0.45180650294996,3962.0,-1.12978161887091,0.78207869641377,35.2579220993477,-1.44458815212783,0,5.139875547840956,ns
SPATA17,60,8,38,10,22,19,0.36177068395156,0.688781495610552,6660.0,-0.794436459095812,0.871096176547472,25.9871149829379,-0.911996264573798,0,4.699724573605605,ns
SPATA2,118,184,180,46,140,15,0.0450312393147463,0.23685136883826,2286.0,-1.03321198242277,0.515481587445683,105.229518785253,-2.00436253706471,0,6.717395653258382,ns
SPATA33,119,146,133,90,72,43,0.0410084756997797,0.222353152711415,2215.0,-0.70219370403806,0.343632416746694,94.1213913903498,-2.04344430215871,0,6.55645074287329,ns
SPATA5,51,42,18,38,31,1,0.594791655654907,0.847477697258805,9204.0,-0.476416465796499,0.89567927870618,27.372691869393,-0.531905199911165,0,4.774665413246096,ns
SPATA5L1,158,95,194,165,142,158,0.365469300319505,0.690248541825861,6710.0,0.314689405374468,0.347725937911197,152.893482992723,0.904992613622149,0,7.2563831036385436,ns
SPATA6,36,38,25,70,25,13,0.63223991807262,0.864183372503625,9641.0,0.330140003496988,0.689837429424353,32.3073067441131,0.478576530375394,0,5.0137885821398465,ns
SPATA7,63,82,58,69,127,122,0.0126913870852977,0.107454174723302,1418.0,1.00667570125101,0.403912107380824,88.8100870652447,2.49231375553167,0,6.472651642324605,ns
SPATS2,181,256,155,171,165,246,0.23582263592319,0.566095178051066,5127.0,0.348982163379291,0.29437727976206,194.142327513664,1.18549286025527,0,7.600970882976771,ns
