rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
LEMD3,186,135,139,45,134,102,0.351137361148909,0.680820416336923,6529.0,-0.383516353003376,0.411328118387022,120.717480837771,-0.932385450591838,0,6.915490794549371,ns
LEO1,51,79,58,45,136,60,0.156253398868752,0.462995290683178,4065.0,0.675523256369493,0.476463651594129,70.765191082962,1.41778549971096,0,6.144967977779367,ns
LEPROT,150,212,134,131,147,90,0.638487438576613,0.868184106699935,9688.0,-0.13055691172437,0.277890245741462,136.760013410378,-0.469814661453914,0,7.095502659126094,ns
LEPROTL1,439,487,349,388,344,358,0.614047513721743,0.855415915751738,9414.0,0.0903233290823964,0.179104794949055,383.321279728852,0.504304360517474,0,8.582410280026709,ns
LETM1,90,156,113,89,52,90,0.441570804476336,0.750844876407324,7579.0,-0.294231455576381,0.382345510989228,94.3967068633467,-0.76954337665722,0,6.560664625292386,ns
LETM2,8,40,47,9,22,6,0.240694339114173,0.569802851185859,5206.0,-1.10520288934767,0.941998725871532,20.5008262835176,-1.17325306180764,0,4.357610153452701,ns
LETMD1,69,44,94,49,38,43,0.41003488164701,0.727465632330518,7222.0,-0.423241731100723,0.513747467750655,55.2117607357961,-0.823832247687383,0,5.786903705151367,ns
LGALS3,89,61,42,72,20,90,0.619148218856021,0.857990048183127,9464.0,0.28464227420985,0.572654155326833,62.5244845874605,0.497057904080684,0,5.966349354671784,ns
LGALS3BP,316,385,249,306,219,85,0.154762458248706,0.46171854612427,4038.0,-0.402006095839246,0.282524054035914,240.875845778242,-1.42290927125144,0,7.9121459219851165,ns
LGALS8,97,159,132,140,205,83,0.209968265891796,0.534333163457952,4787.0,0.41363727999496,0.329945669002122,131.584766187613,1.25365270362831,0,7.039848665035283,ns
LGALSL,162,148,87,114,116,137,0.49197014784166,0.786965715293995,8127.0,0.229497983904505,0.333971346834069,125.263328527881,0.687178663918522,0,6.968820309985771,ns
LGMN,157,115,92,140,195,160,0.0173697664351436,0.131057829934424,1594.0,0.7545542354833,0.317201421865977,143.898007832097,2.37878579183075,0,7.168902808881087,ns
LGR4,240,150,163,121,175,52,0.223154300471147,0.550200240214531,4974.0,-0.446125412385854,0.366221889050378,142.509981777145,-1.21818336294062,0,7.1549191627787305,ns
LGR5,68,31,46,25,71,5,0.651130828234667,0.87226002129409,9824.0,-0.342391730215323,0.757182558709578,39.0210678023176,-0.452191781594707,0,5.286181352384024,ns
LHFPL2,195,181,190,127,56,50,0.0022296142286417,0.0330683155395154,810.0,-1.05113981948532,0.343755846142146,124.042585483256,-3.05780928901108,0,6.954691691984284,down
LHFPL3,187,252,146,147,282,161,0.240100128818838,0.569226148098593,5198.0,0.340110661471206,0.289520794521436,190.680937816337,1.17473655746694,0,7.575016815845881,ns
LHFPL4,73,36,43,39,52,129,0.108455334882482,0.385914885393967,3380.0,0.927120603816888,0.577582320725325,66.1827497677328,1.60517483058106,0,6.048383329025851,ns
LHFPL6,177,242,142,295,220,240,0.001251669626358,0.0218171457916066,690.0,0.752074350590377,0.233068626857223,216.847576863767,3.22683649331789,0,7.760537511849807,up
LHPP,36,29,38,22,11,20,0.365139719549867,0.690248541825861,6703.0,-0.672350619684454,0.742424423176806,25.1102840523604,-0.905614899907914,0,4.6502064436327295,ns
LHX2,152,140,129,71,175,120,0.744573823679022,0.914058840747164,10777.0,0.119246486856419,0.366008562053259,129.507240199318,0.325802451689824,0,7.016888944888613,ns
LHX4,80,63,51,111,91,54,0.104290701099138,0.377751512051937,3320.0,0.652663541573113,0.401787726177476,73.14867914481,1.62439890282965,0,6.192759908554788,ns
LHX6,2,18,31,35,15,13,0.624024350000413,0.860407257258428,9512.0,0.50017169773283,1.02043615496016,18.5417493755956,0.49015481791936,0,4.212705460557079,ns
LHX9,13,38,14,34,44,47,0.0447510892456744,0.23637301289316,2277.0,1.34715230937359,0.671231340471057,32.1947447649762,2.00698660528602,0,5.008753307442637,ns
LIAS,53,98,81,144,120,23,0.29812553942921,0.634387095314067,5865.0,0.512223922452811,0.492304539618688,81.5871526833977,1.04046150549323,0,6.3502700875353035,ns
LIFR,144,173,90,71,97,89,0.370508809051531,0.693362858048371,6785.0,-0.312997750744102,0.349514816520084,105.629795946521,-0.895520693115214,0,6.722873035843487,ns
LIG1,46,52,45,75,63,53,0.112437230793006,0.392307100303882,3447.0,0.702594225546797,0.442625585041554,55.0305731335264,1.58733306273029,0,5.78216144904238,ns
LIG3,158,246,125,236,85,175,0.473269514919285,0.776430562806471,7915.0,0.245038105903855,0.341673907173135,164.987628514587,0.717169502146641,0,7.366214038792436,ns
LIG4,24,77,48,10,82,66,0.462167374852887,0.768407562373642,7813.0,0.503505914096743,0.684778726662874,51.396889206361,0.735282646046079,0,5.68360913791801,ns
LIMA1,360,318,235,787,792,517,2.1281112277898197e-18,4.92207571858233e-16,52.0,1.47824572019951,0.168936829993548,504.835128169057,8.7502868395007,0,8.979668491283846,up
LIMD1,88,104,76,20,69,22,0.0648987103362593,0.295004155313919,2645.0,-0.976643121210307,0.529071951569911,58.7543958157803,-1.84595520195754,0,5.876624888426848,ns
LIMD2,48,46,25,19,83,17,0.679968427541817,0.884871270076329,10120.0,0.286385264957061,0.694256851718504,38.1149540632739,0.412506213295796,0,5.252285232242686,ns
LIMK1,11,49,18,45,9,38,0.434429732181962,0.745667713283679,7489.0,0.640820339293314,0.819847121538706,27.615775537398,0.781633944253667,0,4.787420738256771,ns
LIMK2,65,103,40,55,63,51,0.909078258039329,0.973039797003054,12457.0,0.0517139940591233,0.452832104262044,59.8862799966906,0.114201253781241,0,5.904153612960701,ns
LIMS1,197,280,234,160,190,154,0.445128439740976,0.753491871184338,7616.0,-0.187121603121015,0.245064133451428,195.008201619384,-0.763561768446637,0,7.607390991630564,ns
LIN28B,378,443,391,322,220,253,0.117935492355074,0.400660364803828,3540.0,-0.312340468740806,0.199770295428947,320.932372973077,-1.56349805695661,0,8.326125513741802,ns
LIN37,115,67,75,138,150,116,0.0079247809820485,0.0782523324064845,1217.5,0.925013306341468,0.348370426713798,110.964092941841,2.6552578388102,0,6.793949097743488,ns
LIN52,55,110,78,128,119,58,0.113048064154898,0.393056193869357,3459.0,0.599720854227086,0.378458646219633,87.9720064532766,1.58464038334864,0,6.458972612092002,ns
LIN54,38,96,67,78,20,54,0.886474978971077,0.96688683308444,12239.0,-0.0791906453579227,0.554688354300394,56.2289178917702,-0.142766014004031,0,5.813240377810919,ns
LIN7A,25,10,19,13,31,15,0.674991856031276,0.882501038426803,10074.0,0.376871488812583,0.898796301051014,18.8557155359899,0.41930689787206,0,4.2369299937433444,ns
LIN7B,127,108,84,187,81,103,0.169141946739421,0.481080829947806,4243.0,0.487723975896125,0.354717084805042,112.198858365129,1.37496612593156,0,6.809914186226366,ns
LIN7C,88,133,48,92,62,96,0.515390636403964,0.805327164353707,8357.0,0.271231009531506,0.416978917907946,83.9068622754966,0.650466960997256,0,6.390716900379364,ns
LIN9,210,211,147,146,107,126,0.332124277350414,0.664947182916456,6290.0,-0.270942648291075,0.279367258728049,151.341486745495,-0.96984395925517,0,7.241663712806066,ns
LINC00634,1,8,9,18,49,30,0.0042454679169091,0.0519402703333558,983.0,2.75442358859506,0.963313332557579,20.4563280037399,2.85932260615777,0,4.354475293429343,ns
LINS1,79,71,95,139,190,152,0.0001646740293631,0.0042319114340833,468.0,1.25939794305647,0.334250371527139,124.282214860186,3.76782810233679,0,6.957476047156046,up
LIPA,32,73,4,94,25,60,0.124322961810589,0.412477865295435,3627.0,1.12473035898479,0.731827564418752,46.6066513311767,1.53687892294423,0,5.542463954439667,ns
LIPT1,40,18,33,30,18,39,0.741560980132743,0.912792056340974,10749.0,0.236947644882058,0.718487116670844,30.1542389814834,0.329786908330341,0,4.914288920485098,ns
LIPT2,88,78,90,41,49,120,0.834202635928026,0.950270420752639,11629.0,0.106207382985738,0.507405458339151,79.3142091685234,0.209314624508334,0,6.309507443295912,ns
LITAF,408,574,357,332,320,216,0.0631511360949161,0.289450729349678,2624.0,-0.326308581995214,0.175611663403063,346.596658456285,-1.85812591072765,0,8.437113935294777,ns
LIX1L,147,174,167,161,158,78,0.869313402819126,0.960575894831576,11961.0,-0.0480160786558957,0.291836640620173,140.959608912213,-0.164530672207089,0,7.1391380164414215,ns
LLPH,712,1000,725,681,536,565,0.328509014954445,0.662468540831287,6244.0,-0.137904186092945,0.141133102643642,674.984180730836,-0.977121479722229,0,9.39870988060692,ns
LMAN1,42,84,110,64,58,51,0.707171648816306,0.900206754901959,10361.0,-0.176020972674662,0.468567891798892,66.230470721883,-0.37565735031245,0,6.049423206866223,ns
LMAN2,174,248,184,312,306,129,0.0314832449167625,0.189482463116439,1997.0,0.558129877637037,0.259485372774235,217.008038857655,2.15091074949584,0,7.761604676708346,ns
LMAN2L,71,111,80,244,82,84,0.0226278682516736,0.154715958762296,1759.0,0.892510536262309,0.39151039250343,108.12270694691,2.2796598847743,0,6.756525726349281,ns
LMBR1,144,212,157,138,65,23,0.0198148168009963,0.141600000989651,1683.0,-0.976453133850429,0.419108084537657,111.881392210349,-2.32983607302067,0,6.805826301172593,ns
LMBR1L,27,2,16,11,21,17,0.733707987112309,0.910548269777429,10616.0,0.367962045800814,1.08161380813668,16.0860012331242,0.340197252506152,0,4.007733830636067,ns
LMBRD1,85,77,101,150,71,115,0.102829912043797,0.375223104414668,3296.0,0.627553942427971,0.384698824991746,100.028766994789,1.63128635093033,0,6.644271150099012,ns
LMCD1,181,118,95,116,146,98,0.647354300981501,0.872043379392472,9771.0,0.154438153131293,0.337613478704769,122.623752841197,0.457440721039292,0,6.938094653200115,ns
LMF1,36,7,12,22,26,4,0.941736074535983,0.985166765805521,12732.0,0.0757170936542838,1.03597133003624,17.0912144013641,0.073088020352489,0,4.09518300498394,ns
LMLN,13,42,19,3,9,27,0.699453569796727,0.896238070953593,10295.0,-0.397777553635242,1.03035645588942,18.3223465649665,-0.386058195065972,0,4.195532377844399,ns
LMNA,106,163,118,213,150,127,0.0219159724488045,0.152184411455988,1732.0,0.629023189465122,0.274464358400927,142.633682036661,2.29182103326607,0,7.156170895044276,ns
LMNB1,629,622,463,602,510,375,0.620551016862358,0.858282222707605,9482.0,0.0747448508117153,0.150978480948,513.228638593784,0.495069564499451,0,9.003457866056673,ns
LMNB2,446,471,257,415,345,211,0.974730373044573,0.99297663870973,13056.0,0.0067080577752526,0.21177047147289,338.925531337546,0.0316760770687117,0,8.404824509236573,ns
LMO4,1522,1554,1187,1372,1270,936,0.750617584682973,0.916236444837321,10835.0,0.0322759088937447,0.101552411978103,1258.49762029003,0.317825133495638,0,10.297486773152224,ns
LMTK2,66,106,67,42,23,41,0.0915548949196036,0.353379563927494,3116.0,-0.828230319737887,0.49087527554899,53.834054685864,-1.68725205972454,0,5.750447185577963,ns
LMX1B,38,12,41,16,26,59,0.524299797973378,0.811342469148973,8435.0,0.496207262257944,0.779303862992243,34.0754295931167,0.636731428935421,0,5.0906599402656765,ns
LNP1,14,27,20,47,87,5,0.0825395948515154,0.33426576730575,2969.0,1.40624115053105,0.809982775027407,32.0951527885126,1.73613710548779,0,5.004283523823245,ns
LNPEP,110,145,149,106,82,45,0.115024404109883,0.395965900698316,3489.0,-0.554139600136927,0.351610066960576,99.917556577783,-1.57600607094978,0,6.642666292047233,ns
LNPK,100,119,97,74,31,18,0.0148856289385977,0.118851488419959,1506.0,-1.14351514213507,0.469587200881198,66.8516289619722,-2.43514972296778,0,6.062890809532493,ns
LNX2,47,109,37,13,17,53,0.302489126744504,0.638588156460619,5920.0,-0.710013420714941,0.688591184293409,43.4599998839468,-1.0311102391523,0,5.441616265554065,ns
LONP1,88,94,49,102,151,86,0.01873919545319,0.137173648031355,1643.0,0.865288738992978,0.368101626789531,93.857752320256,2.35067893217359,0,6.55240400640155,ns
LONP2,253,246,118,166,178,79,0.395748455816378,0.715274539251598,7063.0,-0.267034108920697,0.314439383855532,162.283928884135,-0.849238748805667,0,7.342376325414319,ns
LONRF2,119,114,156,138,36,69,0.303111746612269,0.639085452342617,5927.0,-0.445696435841909,0.432806047844276,100.947999930619,-1.02978328990974,0,6.6574685168010985,ns
LOXL1,65,91,69,45,18,56,0.299139914673218,0.63524310800714,5875.0,-0.555919549151055,0.535423755086322,55.0740240785595,-1.03827957551385,0,5.783300120228917,ns
LOXL3,32,8,10,5,25,38,0.404667386670679,0.723161627556233,7170.0,0.831045597649506,0.997277268336981,20.9912780363113,0.833314489395034,0,4.391718101465864,ns
LPAR1,23,45,21,23,15,37,0.818875461118637,0.944245257959975,11493.0,0.170392191637195,0.744098068027583,26.8707080635897,0.228991579146095,0,4.747962432850666,ns
LPAR3,175,209,140,112,122,41,0.0460402529671314,0.238880984657329,2318.0,-0.676305816935464,0.338996316724925,123.157880119632,-1.99502408601166,0,6.9443651297983875,ns
LPCAT2,53,66,65,22,11,40,0.132901576711059,0.429095835420879,3727.0,-0.95616353701138,0.636272656393676,41.2038092322089,-1.50275754804679,0,5.364705813518702,ns
LPCAT3,133,99,126,97,112,109,0.727150518930372,0.908680016936755,10544.0,0.120516631129587,0.345400549646185,111.790621374065,0.34891846944957,0,6.804655348754768,ns
LPCAT4,6,23,43,4,1,8,0.0832056680543087,0.336035785657881,2978.0,-2.12299495815243,1.22547776920369,13.4892391592908,-1.73238145277164,0,3.753737072374917,ns
LPGAT1,275,345,243,139,118,62,5.21519269800219e-06,0.000233171459401,269.0,-1.16932413764796,0.256659272396857,180.529481312513,-4.5559395798485,0,7.496090645005123,down
LPIN1,63,81,30,42,79,116,0.0893052459682815,0.348448822943814,3082.0,0.87910324037387,0.51740139187794,70.2904633329166,1.6990739765564,0,6.135257059638817,ns
LPIN2,12,44,29,38,96,14,0.137897367306353,0.4361756795906,3808.0,1.0713571666151,0.722100977043919,37.5437856781206,1.48366669021962,0,5.230502224642889,ns
LPL,24,45,21,33,37,13,0.809641585133594,0.940624445567275,11413.0,0.170180893023319,0.706471825561119,27.0402092894627,0.240888435838403,0,4.7570344129165365,ns
LPP,145,99,58,95,28,49,0.2679154956212,0.600815658498566,5528.0,-0.539844973983463,0.487279364851781,74.2943543901453,-1.10787571344761,0,6.215180679772411,ns
LRBA,101,135,112,62,84,41,0.0964890342217215,0.363329246895631,3194.0,-0.617785418998934,0.371685563387253,83.8197636159125,-1.66211841366374,0,6.389218547748979,ns
LRCH1,72,61,38,108,105,73,0.0087464096314626,0.0837524431828031,1256.0,1.03046865328291,0.393037073463531,75.6519030580345,2.62181031474254,0,6.241304469435866,ns
LRCH2,11,5,23,32,19,1,0.690775877139855,0.891029759154981,10230.0,0.473427279348914,1.19010676244788,14.5436037666603,0.397802360500112,0,3.8623128945498126,ns
LRCH3,82,108,64,104,98,71,0.242019847769073,0.570398474219678,5232.0,0.407435680745788,0.348249587704004,85.0731738517991,1.16995308862243,0,6.410632373070246,ns
LRCH4,16,25,12,7,31,25,0.472479995912369,0.77555271828185,7911.0,0.652170013738984,0.907746125515349,19.4587625986481,0.718449790538882,0,4.282348065563744,ns
LRFN1,297,274,265,124,69,125,0.0003562261967291,0.0078901150424713,543.0,-1.08162968267461,0.302930442442311,181.949128977765,-3.57055459317393,0,7.507391334537889,down
LRFN4,80,113,72,44,105,1,0.626106761759637,0.861183214053426,9546.0,-0.607733552008623,1.24736499158223,63.222474057808,-0.487213891771758,0,5.9823655875972115,ns
LRIF1,55,54,59,72,37,54,0.620098693890476,0.858282222707605,9474.0,0.238055879207307,0.480231687833122,54.2791753669922,0.495710477335329,0,5.762326897755624,ns
LRIG2,28,14,25,35,20,9,0.904618972703227,0.972386581282007,12408.0,0.101019571932957,0.843034317398513,20.9833097992417,0.119828540604005,0,4.39117035403887,ns
LRIG3,63,118,46,148,148,102,0.0010825918521516,0.0194623799788152,669.0,1.14254479799101,0.349601601101571,102.622856764292,3.26813376824056,0,6.68120828200616,up
LRP10,112,84,89,46,37,38,0.0266391439434666,0.171239435707147,1871.0,-0.956255442854302,0.431374266960006,64.1468695659677,-2.21676515289902,0,6.00330695689988,ns
LRP11,158,176,78,53,41,63,0.0117242282149405,0.102031326151295,1382.0,-1.0272022910786,0.407565334839414,88.0029203553239,-2.52033773059559,0,6.4594794949127055,ns
LRP12,139,140,100,80,105,100,0.812769093939698,0.942603562195981,11431.0,-0.0799751368544564,0.337654072062687,107.638162623143,-0.236855241714984,0,6.75004585935971,ns
LRP3,147,122,85,64,66,37,0.0347794624398928,0.200044282527303,2091.0,-0.812100736158151,0.384714703143338,81.050993338556,-2.11091681581917,0,6.340757962009906,ns
LRP8,242,250,172,186,199,51,0.270064088592933,0.602608681541224,5562.0,-0.375265650400598,0.340248938011446,170.611302731729,-1.10291497923198,0,7.414569415885004,ns
LRPAP1,213,207,162,114,96,73,0.0062908694835538,0.0679160210704249,1114.0,-0.760794548707343,0.278452661631783,135.281996304252,-2.73222221776926,0,7.079826044086725,ns
LRPPRC,193,262,179,254,99,73,0.311808902463169,0.646127785996647,6043.0,-0.338126939712896,0.334304603904547,163.957785194504,-1.01143369179995,0,7.357180596506265,ns
LRR1,237,299,243,295,285,200,0.149319817184592,0.452834553202321,3972.0,0.286797600139706,0.198897294104638,252.222945969549,1.4419381692987,0,7.978555720518622,ns
LRRC1,43,178,86,186,181,33,0.192572703680408,0.513598550687906,4554.0,0.64385104341375,0.494127448137454,109.956166972369,1.30300602777818,0,6.780784710847554,ns
LRRC14,77,145,97,133,50,102,0.681344252766889,0.885224946313857,10135.0,0.165865266232176,0.40392928246983,97.4682124918869,0.410629467658277,0,6.606859881363355,ns
LRRC20,65,52,60,22,22,14,0.0206589281412786,0.146327991021883,1698.0,-1.35658421030288,0.586210117924022,36.6113297654471,-2.31416034767026,0,5.194218269818419,ns
LRRC28,5,46,41,19,1,22,0.484890146252294,0.783423235148426,8032.0,-0.749170170158547,1.07260425483483,21.2539574724511,-0.698459069858821,0,4.409659589987163,ns
LRRC3,18,50,62,16,45,14,0.467121990715914,0.772228187231013,7856.0,-0.533465196748575,0.73361854780533,32.5594864589222,-0.727169723754222,0,5.02500603991508,ns
LRRC4,73,84,40,94,68,63,0.222599046881715,0.549401829723421,4967.0,0.503676859418946,0.412969665876915,68.268026693349,1.21964614119882,0,6.093138145859337,ns
LRRC40,47,32,11,55,8,53,0.355755672922353,0.684697308087237,6588.0,0.727989368017782,0.788308551006695,34.5109377168947,0.923482774718245,0,5.108981769505015,ns
LRRC41,362,582,411,504,307,438,0.316188856187804,0.650150859029249,6107.0,0.210704123467511,0.210216330194259,422.873244909364,1.00232043472932,0,8.724081474053376,ns
