rownames(count),DMSO.Total.1,DMSO.Total.2,DMSO.Total.3,TPG.Total.1,TPG.Total.2,TPG.Total.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
ADAM15,48,62,54,54,26,70,0.604642270879898,0.792798640134167,10740.0,-0.22165291594162,0.428119330009366,52.5879408129133,-0.517736295478111,0,5.7166601011723905,ns
ADAM17,659,592,668,804,870,712,0.0490462513321061,0.164226290835593,3495.0,0.216572707723011,0.110036518602705,711.04099572933,1.96818938360785,0,9.473788931940595,ns
ADAM19,17,30,41,17,10,25,0.158538525902218,1.0,5317.0,-0.860081846260239,0.609985429861727,23.7373593604058,-1.41000391838081,0,4.569087547578252,ns
ADAM22,140,189,153,165,122,149,0.300731830905804,0.539793278419105,7176.0,-0.249536333228996,0.241129292759438,153.182365108869,-1.03486528066893,0,7.259106408484083,ns
ADAM23,103,101,88,59,79,82,0.096328346363835,0.262756436115797,4385.0,-0.498257166788965,0.299627769914625,85.5607519941655,-1.66292051945297,0,6.418877257304833,ns
ADAM8,40,42,44,22,17,26,0.0273155283058002,0.108457690896166,2909.0,-1.04896963400986,0.475296614180425,32.1476577922643,-2.20697897421096,0,5.006641724677642,ns
ADAM9,127,70,69,109,134,107,0.283085516493051,0.521236078717757,6949.0,0.315984264730696,0.294373221678459,101.105683023795,1.07341375322462,0,6.6597202813758685,ns
ADAMTS1,1782,1413,1782,3217,2929,2932,4.39164506439839e-23,8.55292137892747e-21,57.0,0.773481162691025,0.078171691917374,2306.78209072141,9.89464528295716,0,11.171666011490156,up
ADAMTS15,105,95,43,75,34,44,0.0609931601371791,0.189952143684417,3781.0,-0.765151860573733,0.408397901695455,65.8061891606813,-1.87354503389273,0,6.040151372639876,ns
ADAMTS17,228,126,284,292,324,349,0.0285887422181141,0.11230135433945,2946.0,0.512610021018145,0.234163512548566,264.200350026419,2.18911142662257,0,8.045488567718452,ns
ADAMTS18,67,79,50,60,67,64,0.694384990004613,0.848128420112676,11880.0,-0.13493615738571,0.343426506075159,64.3938485756173,-0.3929113070736,0,6.008850971840201,ns
ADAMTS19,210,188,239,256,204,243,0.809764859525197,0.910648637829494,13178.0,0.0465410736522281,0.193333576090118,222.12885591071,0.240729389035529,0,7.795253009832735,ns
ADAMTS2,115,74,80,79,72,107,0.659614970937453,0.826827663999171,11452.0,-0.136674736472395,0.310310692779295,87.4026328724745,-0.44044481757386,0,6.44960483427972,ns
ADAMTS20,63,29,35,51,65,31,0.776351026054785,0.892390087185112,12728.0,0.125232988172652,0.440841000381312,44.8065393309449,0.284077452107063,0,5.485637397970367,ns
ADAMTS3,58,44,53,56,43,88,0.621487385242501,0.803158984556944,10953.0,0.193317145086138,0.391533600433967,56.8130211048113,0.493743435740559,0,5.828149717054467,ns
ADAMTS6,49,42,59,38,75,62,0.736084189697635,0.871366612096033,12307.0,0.133286656374945,0.395458446942297,53.9629929941842,0.337043392056798,0,5.753898462782864,ns
ADAMTS8,63,51,89,61,36,47,0.11829527819857,0.301745377592445,4741.0,-0.595299610700208,0.381121256855617,57.8761152010013,-1.5619690583822,0,5.8548961824732535,ns
ADAMTS9,21,35,10,42,34,32,0.277203278418191,0.515104384620077,6868.0,0.599620466283475,0.551819945391051,28.6873580868219,1.08662340187532,0,4.842343206579135,ns
ADAMTSL1,7,12,12,3,10,6,0.383508944520073,1.0,8181.0,-0.81222022254554,0.932033954631017,8.44648611634006,-0.871449176835076,0,3.0783512802260518,ns
ADAMTSL5,5,5,23,49,43,16,0.025086525098748,1.0,2823.0,1.58085572278218,0.705717818400498,22.7766496259413,2.24006774600813,0,4.509483641603117,ns
ADAP1,43,42,17,29,50,49,0.615119201878348,0.798647749713631,10855.0,0.245689820501317,0.488663015589868,38.1106982820594,0.502779651135953,0,5.252124137013698,ns
ADAP2,222,174,172,229,220,171,0.875823004983066,0.946506150537093,13918.0,0.0307908710136937,0.197040837289079,195.977869005596,0.156266444242319,0,7.6145469355510516,ns
ADAR,2468,2265,2225,2383,1965,1988,0.001723665649077,0.0132601610328513,1450.0,-0.232520295094152,0.0741898258907591,2206.67997995205,-3.1341264425735,0,11.107661705030612,ns
ADARB1,168,166,281,212,295,216,0.584448097798143,0.778912516460418,10548.0,0.131021178892356,0.239571054582683,221.884415852801,0.546899036365586,0,7.793664532562377,ns
ADAT1,546,569,504,612,622,551,0.732569225390564,0.869201685662746,12279.0,0.0414564621830865,0.121320637447759,564.071948288988,0.341709894171449,0,9.139735382220689,ns
ADAT2,213,239,227,282,325,222,0.333002661446588,0.569769196165009,7598.0,0.182647675881064,0.188669337707017,249.328865042212,0.968083516383016,0,7.961906104463785,ns
ADAT3,64,50,63,38,103,41,0.894348564476085,0.953227068377032,14121.0,-0.055761322771504,0.419877525933655,59.3783291888076,-0.132803780453624,0,5.891864593652573,ns
ADCK1,102,49,71,97,100,119,0.16628155358629,0.377482929726259,5432.0,0.435254853838341,0.314433432771018,88.475568956795,1.38425119111081,0,6.467207229057025,ns
ADCK2,439,423,374,466,484,271,0.486298771255783,0.706042722954544,9345.0,-0.124104076834199,0.178257261835635,406.109965267629,-0.69620769194038,0,8.665726618824198,ns
ADCY1,203,234,298,174,161,202,0.0121688242667346,0.0605588260359601,2281.0,-0.551609572722078,0.220009284459559,213.276963016325,-2.50721043012834,0,7.736584332026167,ns
ADCY10,22,7,16,18,6,11,0.567297780977323,1.0,10368.0,-0.443283052194537,0.774921989919463,13.154850502169,-0.572035711930961,0,3.7175229480278085,ns
ADCY3,186,207,348,137,175,172,0.0050834463546808,0.0310403399248139,1841.0,-0.714819162284906,0.255137851006331,205.881100283685,-2.80169782517753,0,7.685667587600715,down
ADCY5,28,14,15,9,22,32,0.891336823013689,1.0,14088.0,0.0900822337673778,0.659397978992084,19.9175123576758,0.136612844802879,0,4.3159655649159605,ns
ADCY6,39,32,25,21,41,18,0.492237827398353,0.711501578378791,9405.0,-0.358015873309232,0.521316115520978,29.1528851413521,-0.686753895861149,0,4.865566762983712,ns
ADCY7,80,43,38,49,27,61,0.496129443309666,0.714603757288528,9446.0,-0.300128921773147,0.440981894647814,49.3311418359078,-0.680592390335757,0,5.624426775731562,ns
ADCY9,339,303,387,213,254,269,0.0013745539373511,0.0111379001887116,1376.0,-0.574880680727074,0.179653486388402,295.105526967363,-3.19994168932636,0,8.205087130719962,ns
ADCYAP1R1,13,17,1,13,6,9,0.796641968657026,1.0,13030.0,-0.248787147613993,0.965430942028839,9.7938318793814,-0.257695436082844,0,3.2918734310002744,ns
ADD1,1236,986,948,1059,970,814,0.0147585263335438,0.0693625744405884,2419.0,-0.252073086205362,0.103382751055025,995.578772789504,-2.43825090387851,0,9.95939166003161,ns
ADD2,561,448,583,603,496,487,0.444409638712108,0.672907082185343,8861.0,-0.101986310238255,0.133355861092534,526.223269353434,-0.764768112947713,0,9.039531235007061,ns
ADD3,1586,1568,1757,1642,1865,1587,0.609950887447776,0.795560890737022,10805.0,-0.0461030726491777,0.0903727420613021,1660.51831752724,-0.510143563176437,0,10.697417922263293,ns
ADGRA2,47,19,32,8,14,11,0.0072245112607974,1.0,2008.0,-1.64227209736594,0.611347729518939,21.8435791711276,-2.68631421704669,0,4.449137362746275,ns
ADGRA3,414,264,432,346,371,255,0.12493927804386,0.312938339632986,4837.0,-0.286803256779035,0.186919537954008,344.49744090354,-1.5343674605573,0,8.428349455695626,ns
ADGRB2,57,17,18,32,27,12,0.458545559786243,1.0,9013.0,-0.450021520400887,0.607116645730578,26.5456683453637,-0.741243916742475,0,4.730404559814953,ns
ADGRE3,93,77,79,34,74,92,0.29912655770273,0.538159321641814,7160.0,-0.390469302413469,0.376062978651157,75.1207672931517,-1.03830827435868,0,6.231139893826487,ns
ADGRE5,415,268,283,317,287,287,0.238802607547358,0.467869351638408,6434.0,-0.202226107162656,0.17167121510811,306.981360244107,-1.17798494660449,0,8.262007248302451,ns
ADGRF4,8,6,8,11,15,4,0.711762675728144,1.0,12056.0,0.33852617740174,0.916198982555398,8.50471862972125,0.369489798446999,0,3.0882635065270314,ns
ADGRG6,158,159,193,89,101,134,0.0038060039614128,0.024607134522798,1732.0,-0.744582034978908,0.257301779092639,140.091020708533,-2.89380834289074,0,7.130220677346282,down
ADGRL2,422,524,565,424,559,470,0.330923657071135,0.568255841153586,7568.0,-0.159295225935785,0.163840978159121,494.227819344805,-0.972255095920379,0,8.949032409873242,ns
ADGRL3,139,63,94,74,64,69,0.0670144877062352,0.203506884758728,3886.0,-0.593505481566202,0.324040719311657,83.2153322960282,-1.83157685499204,0,6.378777462070415,ns
ADGRV1,485,438,548,504,453,495,0.404282902141439,0.636407330781638,8434.0,-0.114335221344918,0.137093151120889,485.503566501533,-0.833996595818977,0,8.923338083473109,ns
ADH5,1440,999,1277,1306,1179,1124,0.185928586065754,0.403697204297057,5699.0,-0.133033938506385,0.100576056551897,1211.65879865043,-1.32271977115885,0,10.2427677798452,ns
ADHFE1,2,12,22,20,12,15,0.759023561538432,1.0,12542.0,0.253473114444453,0.826282455704998,13.8509257908516,0.306763277731929,0,3.791910503597412,ns
ADIPOR1,706,541,490,595,573,467,0.17901952112056,0.394495674615635,5606.0,-0.180221697984253,0.134115473278559,557.485597196043,-1.34378005444555,0,9.122790722839497,ns
ADK,1988,1745,1985,2192,2251,2036,0.236260726227711,0.465322179523602,6386.0,0.0844513615571976,0.0713039823588462,2018.31506311095,1.1843849216189,0,10.978935684333601,ns
ADM,234,309,218,286,252,250,0.77801842077798,0.893072830628963,12744.0,-0.0547381561259908,0.19417420443826,257.541369966905,-0.28190230666502,0,8.008660386933382,ns
ADM5,26,4,13,9,12,27,0.873408448338419,1.0,13893.0,0.126888852153221,0.796387432746668,15.0095208010724,0.159330555626164,0,3.9078060126219616,ns
ADNP,921,780,746,1163,1215,1032,6.16146096108702e-05,0.0009305901786262,736.0,0.38439312053382,0.0959414081019594,964.537376811713,4.00654032641792,0,9.9136933350435,ns
ADNP2,927,750,936,1401,1433,1075,7.05007602987904e-06,0.0001475835774688,530.0,0.482478266956144,0.107404250835382,1071.69685059693,4.49217105657797,0,10.065681155018199,ns
ADO,1009,825,908,1239,1169,1067,0.0056536263971674,0.0335747308310751,1892.0,0.247007358615841,0.0892618555063373,1025.35867893927,2.76722186890126,0,10.001912949329151,ns
ADORA1,28,14,19,4,18,4,0.0952198792483405,1.0,4364.0,-1.31595498352107,0.788713439166691,14.4666022518256,-1.66848302332902,0,3.854654213021768,ns
ADORA2A,54,35,29,27,21,12,0.0386496693599625,0.139012488294528,3236.0,-1.07136556576706,0.518094152741245,29.5224909708568,-2.06789742771356,0,4.883742549337415,ns
ADORA2B,70,83,86,99,107,110,0.28639933814784,0.525246828478303,6985.0,0.303678168860347,0.28486196356474,92.0210351118797,1.06605376534004,0,6.523891779782948,ns
ADPGK,1128,936,959,1069,976,1002,0.376286672403429,0.61078496130289,8105.0,-0.0810748102715051,0.0916349175426663,1005.60267929788,-0.884758915549367,0,9.973844683412038,ns
ADPRHL1,46,40,54,66,32,44,0.843404162837807,0.9289974893633,13611.0,-0.0816939940915025,0.413554524786168,46.6796680395626,-0.197541047661715,0,5.544722396305809,ns
ADPRM,86,64,131,270,271,184,2.01479537148597e-06,4.94828394222693e-05,452.0,1.2633666391436,0.265863641427789,163.815311764148,4.75193460963238,0,7.355926401294484,up
ADPRS,531,502,530,702,685,638,0.0142291026293599,0.0675175826934574,2395.0,0.276158228819234,0.112652028142413,592.684581467055,2.45142704816747,0,9.211120716437742,ns
ADRA2A,7,1,7,11,9,10,0.360979958026963,1.0,7927.0,0.924802331659638,1.0123732418697,7.33379201600551,0.913499382847838,0,2.874559352260083,ns
ADRA2C,225,258,186,208,315,211,0.878370476485001,0.947277310326199,13958.0,0.0331896798321034,0.216876044132363,232.692059172473,0.15303525091894,0,7.86227816808151,ns
ADRB1,46,24,3,51,14,30,0.66605376430673,1.0,11537.0,0.307940535212125,0.713535085555398,27.3402588482151,0.431570277966684,0,4.77295499683896,ns
ADRB2,24,16,13,8,37,15,0.888596197549072,1.0,14057.0,0.0971586983373289,0.693590697212117,18.6311984960878,0.140080740309606,0,4.219648576936538,ns
ADRM1,2257,1675,1914,2394,2201,2199,0.102600970666693,0.274253160455324,4492.0,0.126438489485729,0.0774568699623345,2086.93507586796,1.63237282305899,0,11.027170003904313,ns
ADSL,1729,1615,1606,1588,1865,1627,0.494670578743314,0.713716934576232,9429.0,-0.0575740974221429,0.084308346908717,1663.91838675097,-0.682899137904815,0,10.700368957373557,ns
ADSS1,14,34,7,18,17,17,0.777436599533448,1.0,12739.0,-0.198642116828913,0.702757051738479,17.9409578608615,-0.282661150588973,0,4.165185012135869,ns
ADSS2,579,558,596,628,621,602,0.986159946341583,0.994852922967822,14998.0,-0.0019896989796778,0.114701179676543,594.390729572275,-0.0173468048479435,0,9.215267804802643,ns
AEBP2,414,430,421,504,602,440,0.187830380808338,0.405347017370405,5735.0,0.187927945249128,0.142691295277394,464.802705936629,1.31702459413374,0,8.860474657462932,ns
AEN,1331,919,1064,1991,1802,1752,2.89401368706609e-12,2.1561373114175e-10,149.0,0.653283762167313,0.0935564392012363,1452.99493786989,6.98277711021178,0,10.50481396139559,up
AFAP1,71,102,56,73,61,64,0.359074125654464,0.594898692284448,7909.0,-0.31577974033123,0.344312670703321,71.2806011201516,-0.917130757012784,0,6.155437598265224,ns
AFAP1L1,54,63,42,84,129,97,0.0088270322477127,0.0474292763706968,2108.0,0.865860375354212,0.330647456891735,77.1388770572081,2.61868149083549,0,6.269386239093744,up
AFDN,650,628,661,911,600,740,0.396037652747816,0.628741110022735,8331.0,0.115843180693126,0.136491790764865,693.2652380171,0.84871903316654,0,9.437263611923141,ns
AFF1,153,147,193,194,176,113,0.565992808416105,0.766510450924385,10315.0,-0.138446036681541,0.241210715049992,161.574611629963,-0.573963045766218,0,7.3360567136499,ns
AFF2,61,95,80,108,83,106,0.468339567768399,0.692257291459949,9127.0,0.225281192571812,0.310654124328862,88.6017223004573,0.72518333068492,0,6.469262838026328,ns
AFF3,282,267,385,312,346,334,0.954353766348036,0.979717842888066,14665.0,-0.0103391270551549,0.180626671489967,319.962446856225,-0.0572403121303664,0,8.321758779532619,ns
AFF4,582,459,596,720,842,665,0.0060987788197873,0.0355535384273725,1929.0,0.349331086095547,0.127380464065625,636.830475073152,2.74242277776265,0,9.314765566461725,ns
AFG1L,87,78,139,107,118,92,0.887195236831433,0.951202851464722,14039.0,-0.0421647328574539,0.2972401060211,103.020059887152,-0.141854117271984,0,6.686781473609719,ns
AFG3L2,825,700,863,971,960,846,0.243068356005962,0.474218246049594,6470.0,0.120909782487648,0.103576136817442,853.78200951565,1.16735172987536,0,9.737723952903721,ns
AFMID,808,643,627,697,701,740,0.682891525298324,0.841249430125177,11767.0,-0.0472128518796514,0.115570314692328,698.398919625926,-0.408520579054766,0,9.447907516995908,ns
AFTPH,502,405,381,737,686,589,1.34736176147901e-05,0.0002505285978225,597.0,0.548826558858588,0.126101267033661,541.701721767218,4.35226839324371,0,9.081354866112727,ns
AGA,483,379,333,466,416,411,0.875104675048716,0.946098266236443,13912.0,0.0230378125963763,0.146571612016993,410.982826711933,0.157177861929399,0,8.682934300627759,ns
AGAP1,466,396,549,528,525,509,0.717812116186815,0.861172841434111,12121.0,0.0509511837629549,0.140988889610452,492.531930618504,0.361384389250325,0,8.94407344663148,ns
AGAP3,520,385,361,522,370,434,0.885576995106956,0.950456531689324,14025.0,-0.0228969612169656,0.159113755747764,428.078383725843,-0.14390309064958,0,8.741731176725365,ns
AGAP4,6,8,6,5,1,3,0.295204992019905,1.0,7108.0,-1.26246694368956,1.20605784603151,4.88695619210251,-1.04677146941472,0,2.288936171963401,ns
AGAP5,71,19,15,20,12,18,0.0804782928118927,1.0,4114.0,-1.12089270134949,0.641273185124025,25.4145571387189,-1.74791762286567,0,4.667583186215104,ns
AGAP6,104,74,164,160,118,144,0.484438097570301,0.704446858937373,9327.0,0.206978342020006,0.296029141218846,126.340920348393,0.699182320928981,0,6.981178176661058,ns
AGAP9,9,15,27,34,43,9,0.359067892239689,1.0,7908.0,0.619294591295305,0.675243473402629,22.4302520850599,0.917142654003909,0,4.487373929302727,ns
AGBL3,4,10,3,4,6,12,0.794441713696563,1.0,12887.0,0.278878768511094,1.07035796659794,6.56953192522714,0.260547197492715,0,2.7157905831488303,ns
AGBL4,27,40,40,44,25,55,0.808617005678123,0.910206588930525,13161.0,0.114269333657898,0.471776826070151,38.5760862538275,0.242210569369736,0,5.269634876724089,ns
AGBL5,417,398,323,344,348,328,0.0939599635791312,0.25837244381767,4343.0,-0.252846438572814,0.150964916617592,358.541484863149,-1.67486886515028,0,8.485996244667723,ns
AGFG1,464,515,624,648,598,535,0.744391397085671,0.87611205460645,12397.0,0.0466344577591989,0.143031371503808,561.226374611161,0.326043561415177,0,9.132438999207642,ns
AGFG2,60,37,33,78,35,95,0.161321160924061,0.370311457282465,5366.0,0.606546475029807,0.433048904655115,55.6676914924161,1.40064197948467,0,5.798768351586733,ns
AGGF1,1210,1037,1169,1186,1060,1096,0.156651096178021,0.363563637016589,5291.0,-0.126107639415468,0.0890323424361595,1120.88096187666,-1.41642504246019,0,10.130417355999802,ns
AGK,170,161,153,155,248,163,0.575556923703879,0.773143442647237,10450.0,0.129531002111333,0.231352291129095,173.724594171881,0.559886403022714,0,7.4406582004615185,ns
AGL,611,614,624,606,637,660,0.65440339300456,0.82345636655448,11406.0,-0.0537435373006322,0.12005614868408,623.503758851307,-0.447653351283614,0,9.284254447279219,ns
AGO1,715,591,652,653,596,452,0.0169316545618469,0.0768117275402787,2510.0,-0.302552907231081,0.126687196673062,606.291399868071,-2.38818850820316,0,9.24386754799502,ns
AGO2,1361,1142,1285,1311,1299,1245,0.404516800410064,0.636535317539813,8436.0,-0.0684456355043084,0.0821103007667871,1266.58085755929,-0.833581595306908,0,10.306723465207341,ns
AGO3,1445,1296,1368,1778,1691,1574,0.007157370298004,0.0402706374445729,2005.0,0.199009991101769,0.0739970308267935,1511.95567832639,2.68943211475061,0,10.562200133483028,ns
AGO4,286,204,256,301,205,246,0.6758377591286,0.837722738037035,11684.0,-0.0803229767288079,0.192091493368357,247.700926223566,-0.418149577164147,0,7.9524554530124005,ns
AGPAT2,509,429,484,465,531,454,0.611264998401222,0.796718650610774,10815.0,-0.065871103277927,0.129599005865989,475.937726710797,-0.508268584606588,0,8.894629008596116,ns
AGPAT3,1789,1438,1533,1360,1183,1130,1.89585661720845e-08,7.59779938903646e-07,277.0,-0.468283081035603,0.0833059298477066,1401.36794977791,-5.62124547306155,0,10.452620090983244,ns
AGPAT4,171,146,142,216,233,179,0.0784521303739508,0.227983533843253,4081.0,0.355929783540368,0.202262867122755,178.954229666394,1.75973864409008,0,7.483446832699838,ns
AGPS,561,472,544,643,594,526,0.592241898978393,0.784356635714523,10620.0,0.0638374997343145,0.119190971465166,552.02632709318,0.535590061475181,0,9.108593263048178,ns
AGRN,208,167,180,76,40,52,2.92571800787006e-11,1.95652985574491e-09,166.0,-1.82058439211039,0.273761304477479,121.672469724163,-6.65026197031495,0,6.926858962711596,down
AGTPBP1,268,303,241,244,219,306,0.389628726472554,0.62296824032433,8252.0,-0.17113705254653,0.198929291548712,263.725533547331,-0.860290866237884,0,8.042893447510354,ns
AGTRAP,321,286,303,254,403,265,0.685826191300376,0.843118111807916,11797.0,-0.0765901548398338,0.189333228873167,303.705187554185,-0.404525688890781,0,8.246527741002453,ns
AHCTF1,150,157,154,270,222,192,0.0222441476369936,0.0939620559049718,2717.0,0.464884515134011,0.203346178464469,188.440128654659,2.28617286365793,0,7.557962411871838,ns
AHCY,1890,1652,1736,1957,1811,1594,0.308335125836744,0.546779967431123,7274.0,-0.0746637597868949,0.0732916189096315,1761.54208051726,-1.01872166146248,0,10.78262322366098,ns
