rownames(count),DMSO.GFP.1,DMSO.GFP.2,DMSO.GFP.3,TPG.GFP.1,TPG.GFP.2,TPG.GFP.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
ADGRG2,3,1,6,11,10,3,0.276018827081172,1.0,5218.0,1.48996722347005,1.36781288909837,5.67348455405109,1.08930631912103,0,2.504235085209837,ns
ADGRG6,57,31,34,6,26,24,0.117814476702109,0.432373695994734,3068.0,-1.0359511697361,0.662367295104873,27.912960883572,-1.56401316519119,0,4.802863262124699,ns
ADGRL2,339,197,210,179,240,151,0.349167713589002,0.699888937875417,6082.0,-0.250044846024151,0.267083469285787,212.506154223958,-0.936204875175542,0,7.73136081238892,ns
ADGRL3,12,27,52,17,33,1,0.401146780602118,1.0,6723.0,-0.762730212514652,0.908471915644904,22.7002678364244,-0.839574894258792,0,4.504637414606269,ns
ADGRV1,151,85,148,99,178,176,0.216897821954356,0.571144583301031,4444.0,0.375021167750905,0.303705340534432,134.811626110689,1.23481914111546,0,7.074801109209696,ns
ADH5,248,236,244,189,344,226,0.530890717827936,0.823753357447304,8447.0,0.14915092951446,0.238014309845761,242.010113067131,0.626646900394826,0,7.918923525567778,ns
ADIPOR1,137,141,114,59,94,92,0.0883202050575203,0.369387386657775,2630.0,-0.589814200100556,0.346068891218255,103.984657062728,-1.70432597401128,0,6.7002268641751535,ns
ADK,554,472,495,582,634,708,0.0087670853220326,0.0966566186751083,923.0,0.473757788432447,0.180754215288048,570.984136205683,2.62100547794955,0,9.157306853164384,ns
ADM,199,219,183,166,271,308,0.152620346822616,0.489054686281841,3573.0,0.395096080234269,0.276225886460966,222.016235476284,1.43033690758053,0,7.794521370785577,ns
ADNP,617,474,527,497,713,505,0.226738342454413,0.581521901197248,4575.0,0.204098288147907,0.168843229118163,543.96176142638,1.20880351088921,0,9.087361428493915,ns
ADNP2,737,714,716,791,1038,748,0.0315591715257684,0.209047264248346,1602.0,0.361024710430265,0.167922376646556,782.478966109806,2.14994998069943,0,9.611908161121029,ns
ADO,721,579,702,589,730,579,0.72164743502092,0.910663468974187,10717.0,0.0558166856654003,0.156674941825681,637.660733629504,0.356257899412548,0,9.31664523430591,ns
ADORA2A,66,50,37,34,36,29,0.338675675006302,0.692593536017094,5949.0,-0.497482020389867,0.51995161637638,41.2582900172441,-0.956785217549457,0,5.366612123703512,ns
ADORA2B,104,64,111,68,108,125,0.47671659604311,0.794032001797444,7714.0,0.251644011395783,0.353634550122027,93.6986353704407,0.711593398634127,0,6.5499561314737,ns
ADPGK,385,310,317,286,317,378,0.679245325130172,0.895452532100552,10200.0,0.0901250979142573,0.217960305893588,327.88996634131,0.413493170441126,0,8.357067944719752,ns
ADPRHL1,31,17,18,12,10,13,0.345832417414304,1.0,6032.0,-0.742039253360569,0.787139327657641,16.3118778750701,-0.942703822928935,0,4.027850974122884,ns
ADPRM,90,67,85,159,293,172,5.50945795751e-07,3.54794497873028e-05,151.0,1.47281512321934,0.294112204721366,141.926407974688,5.00766408049827,0,7.148999243651207,up
ADPRS,626,485,681,536,612,598,0.504049970850617,0.808675452326579,8055.0,0.109085414342304,0.163269498387744,578.732360861349,0.668131006829214,0,9.176752507027658,ns
ADRA2C,134,194,165,85,99,61,0.0102893550045579,0.107506999475,979.0,-0.916923033677859,0.357342466727945,121.70701310299,-2.56595036709124,0,6.927268492398199,ns
ADRB1,9,33,44,30,28,40,0.661123127154313,0.888051008499323,10001.0,0.298749530004854,0.681511660056581,30.91859980007,0.43836305013483,0,4.9504030807983925,ns
ADRM1,827,463,800,526,566,555,0.339370447685256,0.693285343128451,5956.0,-0.170615508164116,0.178578333267461,603.701866743422,-0.955409903555214,0,9.237692451977729,ns
ADSL,602,439,576,516,620,465,0.45445350077679,0.779122408778242,7431.0,0.128249105154533,0.171453493260206,525.731776883747,0.748011036204995,0,9.038183128350255,ns
ADSS2,222,243,245,220,398,297,0.0579447335721804,0.294385887803491,2124.0,0.448860823252636,0.236726482050334,266.166530369721,1.89611580151474,0,8.056185357923722,ns
AEBP2,302,163,299,209,269,178,0.813007384685638,0.945140373774924,11796.0,-0.0589262057197864,0.249108763769002,228.475714824973,-0.236548103841215,0,7.835897016049125,ns
AEN,971,869,1056,1065,1466,1185,0.0003560171869531,0.0095107448514625,369.0,0.47959845995582,0.134314656399536,1086.47789886288,3.57070831145331,0,10.085443112172333,ns
AFAP1,2,23,40,15,26,17,0.91806806677525,1.0,13060.0,-0.0915370625273027,0.889853348427491,20.1454327589622,-0.102867582269666,0,4.332380892307489,ns
AFAP1L1,39,21,25,17,13,18,0.355250454158946,1.0,6137.0,-0.641648951500866,0.694084907959341,21.5156328727414,-0.924453109616458,0,4.427313372028665,ns
AFDN,156,108,193,106,178,100,0.687759583107898,0.898305706712149,10305.0,-0.122411534726682,0.304584090629301,134.718046349693,-0.401897336376851,0,7.073799311809736,ns
AFF1,53,35,67,40,66,50,0.748574917365691,0.920245574774207,11014.0,0.145682825248281,0.454521628793508,50.0160997567278,0.320519016080675,0,5.644320655784654,ns
AFF2,19,14,28,16,7,17,0.629682698457154,1.0,9641.0,-0.392479192078258,0.813979179716307,16.5529069835693,-0.482173502539767,0,4.049012696964996,ns
AFF3,158,128,135,80,118,120,0.345960559738708,0.698339885059145,6036.0,-0.288420907077676,0.306032009393235,120.008799610289,-0.94245339776556,0,6.906996384680853,ns
AFF4,142,111,200,225,325,215,0.0006187278140736,0.0147463462354214,416.0,0.892522159052535,0.260722169541394,199.583840785617,3.42326914747015,0,7.6408511080341395,up
AFG3L2,419,230,428,215,437,295,0.797430882163299,0.940365578734843,11609.0,-0.0580255408181853,0.226067576177265,321.79542787016,-0.256673432782267,0,8.330000017899769,ns
AFMID,389,274,399,186,355,350,0.543226259539834,0.829790623353175,8588.0,-0.13520863425336,0.222404013260296,313.570566447037,-0.607941521698691,0,8.292646335854839,ns
AFTPH,432,163,238,223,317,309,0.473467705244802,0.792651932951944,7673.0,0.193862490463569,0.270437260449344,270.314453941977,0.716848300198934,0,8.078494845831193,ns
AGA,61,36,64,63,110,99,0.0230734974784305,0.173390022782271,1397.0,0.891579274439289,0.392383237433745,70.3683314930338,2.2722155010249,0,6.136854400495597,ns
AGAP1,255,172,266,124,194,206,0.288702751236032,0.646555862049557,5368.0,-0.268185651137708,0.252773608262363,195.535833160625,-1.06097172478287,0,7.611289204396901,ns
AGAP3,231,227,344,166,298,197,0.486296520570656,0.800126457872938,7818.0,-0.173854078279748,0.249714535929346,235.891062143244,-0.696211286350339,0,7.881976946012543,ns
AGAP6,44,10,12,35,26,19,0.490509217366367,1.0,7889.0,0.515113091545978,0.747083013403032,23.9685765386785,0.689499135042022,0,4.5830723267125775,ns
AGFG1,305,179,288,198,253,205,0.72456595321278,0.910877766731713,10757.0,-0.0808097813691874,0.229336657995139,230.478965951578,-0.352363124480954,0,7.848491282719938,ns
AGFG2,34,23,29,50,30,52,0.148999047175426,0.483923425094804,3518.0,0.809275542019616,0.560798953047421,36.7972866125627,1.44307605715374,0,5.201527482503215,ns
AGGF1,644,738,906,441,713,450,0.0325681926238677,0.212545708103684,1627.0,-0.41771796547758,0.195435814283771,631.688806510655,-2.13736651600129,0,9.303070197746337,ns
AGK,47,41,63,50,23,23,0.443823350756738,0.774607385209606,7259.0,-0.438258656184492,0.572323869078268,40.9395781881265,-0.765752888989779,0,5.355424332836544,ns
AGL,171,50,164,58,82,112,0.313593903912371,0.671928367634192,5648.0,-0.415828275907352,0.412646940741813,99.9827358548539,-1.00770958136711,0,6.6436070993065615,ns
AGO1,189,183,127,85,105,103,0.0422790275696795,0.2494667864609,1816.0,-0.666030234107089,0.3279704166891,129.974926066264,-2.03076314269666,0,7.02208952434488,ns
AGO2,392,354,344,233,346,340,0.509789702359476,0.813025756810997,8107.0,-0.139729594249225,0.211979634192052,328.012711950652,-0.659165182456304,0,8.35760791654733,ns
AGO3,312,233,299,330,413,260,0.0794331285110254,0.350616314862102,2489.0,0.386093443746477,0.220123609594005,302.847264447063,1.75398470186177,0,8.242446569676146,ns
AGO4,35,21,50,31,51,36,0.578059101624575,0.846137500563219,8987.0,0.300973097637995,0.541102469470856,35.9658164321576,0.556221999748618,0,5.168554448867214,ns
AGPAT2,180,66,165,160,49,81,0.656817175966923,0.886748781852394,9934.0,-0.208680801250289,0.469671983507905,115.156759470425,-0.444311793289619,0,6.847455286691401,ns
AGPAT3,793,479,625,288,351,383,7.28595700874388e-05,0.0026836608315539,264.0,-0.741348454594641,0.186890676632901,467.817282977992,-3.96674926727795,0,8.869801351178735,down
AGPAT4,36,31,15,120,115,75,2.03384868835641e-05,0.000875094895822,226.0,2.04559185031236,0.480057179044017,67.1038518283464,4.26114208808613,0,6.068323675830877,up
AGPS,79,58,124,59,136,140,0.214661758444413,0.569598039302151,4409.0,0.480946966507295,0.387595267382985,95.6842764198837,1.24084839774906,0,6.580209964271714,ns
AGRN,17,6,5,2,2,1,0.113547740707111,1.0,3017.0,-2.30646231540296,1.45752967040468,5.12097883998874,-1.582446218582,0,2.356419597847522,ns
AGTPBP1,43,57,20,24,35,48,0.850895231572303,0.959342894763123,12351.0,-0.113968625866764,0.606292533696239,38.0206040828811,-0.18797629779796,0,5.248709549031992,ns
AGTRAP,176,73,106,48,61,78,0.0543312669185027,0.287052885864704,2039.0,-0.75511169364596,0.39243174701753,85.8758330230711,-1.92418605116632,0,6.424180283489712,ns
AHCTF1,65,81,79,46,86,72,0.872319814137153,0.966873796063309,12561.0,-0.0653260018522107,0.406477321449986,70.1248186583435,-0.160712537711033,0,6.131853229827376,ns
AHCY,281,206,274,197,381,265,0.252570325754004,0.608069781537988,4911.0,0.255152567298652,0.22301039993637,258.868034866485,1.14412855800201,0,8.01607302142181,ns
AHCYL1,973,603,811,572,666,756,0.528007798892157,0.821821682827589,8407.0,-0.105110831145673,0.166564967342642,710.979479662699,-0.631050051055746,0,9.473664111059525,ns
AHCYL2,3,2,21,26,45,12,0.0503614004016254,1.0,1964.0,1.84744563417598,0.94407638919056,17.6694115299952,1.95688151438673,0,4.143182087414417,ns
AHDC1,31,44,81,32,49,34,0.540344610896822,0.828544283006062,8558.0,-0.324266444199639,0.529594486928593,43.8175537410053,-0.61229195583254,0,5.453437038269963,ns
AHI1,203,194,244,132,251,264,0.672107378996673,0.894098232315304,10112.0,0.11333703443932,0.267773228344447,209.131872408993,0.423257527050204,0,7.708269140091973,ns
AHNAK,28,15,5,7,22,21,0.879196343593876,1.0,12632.0,0.134842066336075,0.887188478988896,15.7356527364524,0.151988071902997,0,3.9759651197334938,ns
AHR,87,73,128,101,135,123,0.163049167494387,0.504152764974168,3727.0,0.458358314585102,0.328598300061315,105.749368942373,1.39488948816709,0,6.724505243886612,ns
AHSA1,479,263,490,372,333,292,0.624589579977705,0.871378633529872,9593.0,-0.11386677028556,0.232686913130595,361.896764042863,-0.489356142782523,0,8.49943439745703,ns
AIDA,106,21,26,22,39,37,0.465347274937799,0.786552564139607,7591.0,-0.461518504183823,0.632156337137952,39.1082847575206,-0.730070201104553,0,5.28940235747103,ns
AIF1L,169,130,192,37,128,99,0.0245088290710037,0.180411698627131,1429.0,-0.814695686147895,0.36223868671512,119.158616452498,-2.2490576407942,0,6.896739467478599,ns
AIFM1,334,272,301,408,440,365,0.0065316992584025,0.0790961937592853,835.0,0.559483394704056,0.205705857995808,351.550292269883,2.71982237236753,0,8.457587283676236,ns
AIFM2,98,80,149,45,85,52,0.0577575099807218,0.294240457401377,2118.0,-0.727536079388408,0.383411375265865,80.7968520184459,-1.89753389263404,0,6.336227179128671,ns
AIG1,344,249,321,111,308,349,0.595809675078717,0.855530608456208,9230.0,-0.156456755971146,0.29495878391817,269.052571162983,-0.53043599479496,0,8.07174428354515,ns
AIMP1,102,145,179,31,268,147,0.897594284097166,0.974043012487659,12819.0,0.0605290169150341,0.470307462127665,138.001865684598,0.128700949462298,0,7.108543961095002,ns
AIMP2,733,549,785,564,779,682,0.474035410590387,0.792967543881115,7680.0,0.104907824101166,0.146533910899125,665.162157250406,0.715928643803043,0,9.377562282181954,ns
AIP,101,50,88,77,61,44,0.661387152394347,0.888051008499323,10004.0,-0.190510506250911,0.434956684122738,68.4262630057965,-0.437998801271788,0,6.096478253858416,ns
AJUBA,157,108,169,236,265,220,0.0004213411404373,0.0107535990803473,386.0,0.888595799428415,0.25198792008223,191.121467192892,3.52634284666679,0,7.578346023942096,up
AK1,61,54,89,32,43,83,0.632515747050609,0.874850967882321,9675.0,-0.229128485879651,0.479158917519155,58.6511599510767,-0.478188921258033,0,5.874087735777427,ns
AK2,778,602,853,641,794,657,0.756125239798233,0.92382336006287,11081.0,0.0465468195106651,0.149873995424588,704.931498297701,0.310573020881971,0,9.461339260239628,ns
AK3,305,282,381,138,205,251,0.0186069798045957,0.153074679881463,1268.0,-0.584052779288418,0.248183244865296,252.26804435971,-2.35331268879742,0,7.978813656637434,ns
AK4,253,197,209,69,141,150,0.0091991968853888,0.0991930138880906,943.0,-0.772409249219623,0.296560213508383,163.395347284178,-2.60456127975437,0,7.352223092807823,ns
AKAP1,455,342,416,276,352,309,0.203781149817419,0.556933080613993,4280.0,-0.238488957029244,0.187660620580614,349.166487560645,-1.27085243718884,0,8.447771287830898,ns
AKAP10,336,338,312,293,403,294,0.618917542580762,0.868260667582105,9467.0,0.108385965014333,0.217911583685799,325.054280238321,0.497385054897365,0,8.34453684112157,ns
AKAP11,57,76,59,40,130,63,0.519003808540402,0.817029793467196,8312.0,0.296373089390582,0.459577405890267,68.7621015397444,0.644881766579593,0,6.103541732702698,ns
AKAP12,80,73,71,105,149,167,0.002133536324992,0.0360808821290831,590.0,1.02218119314311,0.332851213205218,107.012583978927,3.07098533095294,0,6.741636647863815,up
AKAP13,328,222,261,314,525,448,8.56295252740299e-05,0.0030500421383321,273.0,0.78512722965554,0.199875969753561,342.781998201919,3.92807214705985,0,8.421147535553125,up
AKAP5,66,34,84,33,56,36,0.394818062256736,0.737600545126706,6637.0,-0.407006500545938,0.478317791873631,48.8048210484494,-0.850912317000883,0,5.6089517623302045,ns
AKAP7,3,3,9,6,22,35,0.0300828093883056,1.0,1567.0,2.18525665921496,1.00749576966443,12.701241097338,2.16899834720181,0,3.6668975712148573,ns
AKAP8,546,392,608,384,540,433,0.765457457527736,0.926706712773868,11196.0,-0.0505452908877921,0.169432024410985,469.478424393591,-0.298321943938922,0,8.874915047897428,ns
AKAP8L,118,82,111,19,116,79,0.298977349379061,0.656265405273586,5489.0,-0.485259236875865,0.467211365407278,82.3683766554678,-1.03862892216429,0,6.364018650753315,ns
AKAP9,532,449,611,340,737,566,0.468668378743135,0.789973860288525,7618.0,0.140592832343812,0.194015509469456,521.198081881082,0.724647388903439,0,9.025687964268371,ns
AKIP1,214,131,244,166,210,197,0.641453872267982,0.878230544290248,9778.0,0.118574091618094,0.254632795475497,188.099384665123,0.465667006469731,0,7.5553513191141555,ns
AKIRIN1,1826,1839,2001,1058,1576,1399,0.0057239554948157,0.0724115183622988,800.0,-0.387273845201596,0.140154654670266,1578.86807830967,-2.76318932191523,0,10.624674917089258,ns
AKIRIN2,301,201,284,197,431,264,0.223121637998924,0.577337628499611,4533.0,0.285903217123384,0.234679810312606,269.195476158959,1.21826933788018,0,8.07251035537721,ns
AKNA,17,1,26,16,21,20,0.508783252694661,1.0,8094.0,0.611340809441115,0.92524570552891,16.0319564916853,0.660733474133389,0,4.0028785932814355,ns
AKR1A1,235,206,174,404,177,166,0.193440268979554,0.544873606505956,4136.0,0.48443616335274,0.37250880830273,233.830699825366,1.30046901591398,0,7.869320544700826,ns
AKR1B1,334,220,247,250,277,229,0.779324433417747,0.932810289334585,11332.0,0.0651378426105822,0.232469499442045,254.733399610329,0.280199521945549,0,7.992844322112041,ns
AKR7A2,314,166,259,210,189,252,0.997315637749608,0.999371111034335,13935.0,0.0008888171221546,0.264186445477192,226.392723061393,0.0033643555048755,0,7.8226837761602255,ns
AKT1,305,156,210,162,57,110,0.0483253360327238,0.270018812737997,1923.0,-0.780941162838477,0.395514115110226,162.943726424654,-1.97449631505778,0,7.3482299970198195,ns
AKT1S1,15,3,10,21,23,5,0.297574654397834,1.0,5469.0,1.02409843558934,0.98315160456327,12.5736231395808,1.04164854213329,0,3.6523285228741496,ns
AKT2,721,339,765,506,345,289,0.101666608645657,0.397669389569736,2835.0,-0.448462023696145,0.273982531795006,478.330924854579,-1.63682706615648,0,8.90186525664168,ns
AKTIP,55,13,67,33,24,28,0.510453931241428,0.813221748638653,8115.0,-0.41431100558556,0.629526613647189,34.8092235577417,-0.658131041013869,0,5.121397729061324,ns
ALAD,49,53,40,49,112,100,0.0313705762948918,0.20822353849251,1598.0,0.940265393141451,0.436857253779643,66.112203204194,2.15234011798219,0,6.046844688514935,ns
ALAS1,210,155,187,211,215,200,0.186317769028591,0.536021889359177,4029.0,0.333116608903027,0.252064925341012,194.391836530272,1.32155082049739,0,7.602823824126932,ns
ALCAM,60,69,76,51,39,75,0.710901700927737,0.907113284353077,10607.0,-0.170433677680908,0.459829533612841,61.4450536344451,-0.370645348379051,0,5.941224972299312,ns
ALDH16A1,58,51,45,78,60,70,0.184102639467229,0.533054670132124,3997.0,0.586540097503212,0.441595785338785,60.9561564648078,1.32822847721073,0,5.929700032758351,ns
ALDH18A1,411,244,315,236,306,324,0.938727057810758,0.983772935821936,13273.0,-0.0165884611914543,0.21579922974335,297.543343705371,-0.0768698813762356,0,8.216956033637363,ns
ALDH1A2,356,218,335,154,345,199,0.266921086768643,0.624829236335648,5086.0,-0.272744320834712,0.245675568559337,255.116682352584,-1.11018088788441,0,7.995013431170715,ns
ALDH1A3,6,26,32,25,6,5,0.519498857326295,1.0,8316.0,-0.62129394925969,0.96456527775699,17.2256210970362,-0.644118095049464,0,4.1064840974081935,ns
ALDH1B1,276,151,204,134,245,212,0.896964739535328,0.973987063384273,12810.0,0.0337201544282619,0.260394191564727,196.022782152015,0.129496569127119,0,7.6148775267054365,ns
ALDH2,146,77,83,66,142,120,0.554507514722232,0.835326270047868,8710.0,0.213895902521176,0.361910205263567,101.72197410856,0.591019262265355,0,6.668487555430853,ns
ALDH3A2,290,283,261,123,274,182,0.081842490465712,0.355125558807935,2533.0,-0.457303119098724,0.262803667157978,228.219570042775,-1.74009413203442,0,7.834278699162484,ns
ALDH4A1,43,7,26,49,52,75,0.0153188751047877,0.13700669262351,1162.0,1.43628337006458,0.59234253985899,41.4933912268711,2.42475134473119,0,5.374809667407926,ns
ALDH5A1,198,216,251,106,209,234,0.518298094590118,0.81669002700421,8277.0,-0.187503392129022,0.29026593035891,197.124035762818,-0.645971064868608,0,7.622959887828669,ns
ALDH6A1,149,109,137,107,123,70,0.447200430828699,0.775482731745883,7307.0,-0.253286677937095,0.333232219696264,113.019587935657,-0.760090600386606,0,6.820429024084289,ns
ALDH7A1,492,394,429,387,523,508,0.193643222181997,0.544873606505956,4139.0,0.232223734153459,0.178650582019869,447.718877011828,1.29987672879583,0,8.806449337136618,ns
ALDH9A1,476,288,381,405,566,506,0.0048560405461239,0.0657621715203718,746.0,0.508042135785732,0.180385053120334,427.828138924359,2.81643144483163,0,8.740887563702582,ns
