gene_name	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
SBSPON	0	0	0	0	0	0
SC5D	839	712	747	1085	1071	935
SCAF1	49	25	31	19	25	27
SCAF11	2122	1901	2050	2554	2457	2248
SCAF4	571	479	588	519	464	379
SCAF8	392	368	423	648	453	494
SCAI	160	126	174	238	175	130
SCAMP1	854	780	944	860	1046	740
SCAMP2	1373	1216	1036	1227	1038	1035
SCAMP3	0	0	0	0	0	0
SCAMP4	88	32	80	63	81	84
SCAMP5	189	143	103	95	142	54
SCAND1	305	254	202	356	316	257
SCAP	642	556	552	504	519	504
SCAPER	717	646	781	881	777	806
SCARA3	237	215	187	145	139	149
SCARA5	87	59	61	56	54	71
SCARB1	1591	1446	1346	1334	1407	1295
SCARB2	698	747	720	704	688	584
SCARF1	0	0	0	0	0	0
SCARF2	173	139	133	168	109	98
SCART1	0	3	0	0	2	0
SCCPDH	429	353	293	350	405	355
SCD	3081	2805	3084	3354	3612	3222
SCD5	366	332	352	400	266	359
SCEL	2	3	0	0	0	0
SCFD1	1496	1578	1644	1805	1812	1810
SCFD2	327	304	282	301	250	271
SCG2	0	0	0	1	0	0
SCG3	19	26	17	30	10	39
SCG5	0	0	0	0	0	0
SCGB1A1	2	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	4	5	9	0	9	13
SCGB1D4	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0
SCGB2B2	11	11	7	7	11	0
SCGB3A1	0	0	0	0	0	0
SCGB3A2	0	0	0	0	0	0
SCGN	13	0	2	3	0	2
SCHIP1	364	369	281	466	305	377
SCIMP	0	0	0	0	0	0
SCIN	234	248	197	267	264	185
SCLT1	400	376	479	446	643	409
SCLY	447	413	507	510	470	460
SCMH1	376	425	199	439	378	350
SCML1	982	995	869	1167	1231	1202
SCML2	284	295	308	342	336	349
SCML4	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0
SCN11A	6	1	3	7	0	5
SCN1A	0	0	0	0	0	0
SCN1B	62	29	18	36	74	41
SCN2A	17	45	13	22	30	12
SCN2B	0	0	0	0	0	0
SCN3A	0	0	2	4	0	0
SCN3B	49	37	38	84	50	18
SCN4A	0	0	0	0	0	0
SCN4B	9	24	12	8	28	19
SCN5A	3	0	2	3	0	5
SCN7A	0	2	0	0	0	0
SCN8A	139	116	141	180	172	107
SCN9A	147	159	179	127	116	156
SCNM1	380	334	327	432	514	436
SCNN1A	2	4	0	0	0	6
SCNN1B	9	0	0	0	0	0
SCNN1D	31	30	18	28	59	16
SCNN1G	0	0	0	0	0	0
SCO1	1231	1136	1118	1290	1054	1147
SCO2	801	605	516	833	816	829
SCOC	1073	1035	1077	1108	1131	1096
SCP2	1409	1453	1380	1158	1309	953
SCP2D1	0	0	0	0	0	0
SCPEP1	325	304	329	329	330	292
SCRG1	4	0	2	0	1	2
SCRIB	0	0	0	0	0	1
SCRN1	617	611	590	598	643	607
SCRN2	161	126	154	154	141	133
SCRN3	324	247	332	356	402	266
SCRT1	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0
SCT	0	0	0	0	0	0
SCTR	0	0	0	0	0	0
SCUBE1	7	17	9	7	14	14
SCUBE2	1	0	1	4	6	0
SCUBE3	46	17	45	12	6	29
SCX	0	1	0	4	0	0
SCYGR4	0	0	0	0	0	0
SCYGR8	0	0	0	0	0	0
SCYL1	893	689	521	825	892	935
SCYL2	387	339	421	475	571	528
SCYL3	67	72	77	128	196	122
SDAD1	703	500	576	649	908	670
SDC1	315	215	215	209	161	158
SDC2	643	533	554	575	477	519
SDC3	94	58	35	48	37	38
SDC4	291	202	215	210	223	199
SDCBP	1227	1145	1123	1188	1100	974
SDCBP2	23	58	12	29	28	27
SDCCAG8	0	0	0	0	0	0
SDE2	742	732	656	1011	958	919
SDF2	371	266	252	245	209	229
SDF2L1	462	329	316	1446	1339	1287
SDF4	3054	2387	2518	2653	2501	2450
SDHA	931	918	1045	878	1129	924
SDHAF1	359	378	332	503	476	494
SDHAF2	224	204	195	194	209	139
SDHAF3	502	467	465	436	489	422
SDHAF4	82	85	51	74	44	59
SDHB	1916	1957	1650	1760	1913	1503
SDHC	1587	1404	1435	1186	1206	1293
SDHD	471	573	522	442	560	421
SDK1	190	199	188	162	145	190
SDK2	74	114	69	67	68	57
SDR16C5	0	0	0	0	0	0
SDR39U1	1108	925	843	1134	1362	1010
SDR42E1	0	0	0	0	0	0
SDR42E2	0	0	0	0	0	0
SDR9C7	2	0	0	2	0	0
SDS	0	0	0	0	0	0
SDSL	116	129	102	117	117	199
SEBOX	0	0	0	0	0	0
SEC11A	2249	2419	2142	2280	2070	2071
SEC11C	1159	1029	1052	1177	1134	1088
SEC13	2119	1730	1875	1932	2167	1699
SEC14L1	477	317	373	418	297	354
SEC14L2	14	59	23	40	40	54
SEC14L3	6	0	10	1	0	6
SEC14L4	0	0	0	0	0	4
SEC14L5	6	0	0	0	0	0
SEC14L6	0	0	0	0	0	0
SEC16A	968	812	763	788	795	667
SEC16B	1	0	2	0	0	2
SEC22A	309	305	293	413	472	440
SEC22B	553	521	653	735	645	547
SEC22C	395	432	438	573	555	388
SEC23A	648	544	578	733	750	617
SEC23B	907	879	834	1023	914	943
SEC23IP	1139	1017	1122	1191	1133	1202
SEC24A	430	470	442	563	540	550
SEC24B	169	169	191	256	247	233
SEC24C	936	719	719	773	842	780
SEC24D	150	106	143	293	290	328
SEC31A	2517	1813	2370	2703	2522	2604
SEC31B	60	59	85	75	84	102
SEC61A1	546	465	384	656	636	550
SEC61A2	310	198	181	262	218	170
SEC61B	1634	1754	1435	1300	1344	1246
SEC61G	1257	1188	944	977	977	925
SEC62	2377	2397	2548	2605	2641	2402
SEC63	1572	1471	1432	2306	1812	1893
SECISBP2	219	191	177	255	300	230
SECISBP2L	157	132	157	145	157	147
SECTM1	36	11	3	9	14	22
SEH1L	958	872	982	1021	1005	966
SEL1L	247	260	238	669	852	751
SEL1L2	13	4	0	0	0	0
SEL1L3	198	234	190	173	204	189
SELE	0	0	0	0	0	0
SELENBP1	280	295	302	340	391	212
SELENOF	2512	2310	2101	2507	2249	2306
SELENOH	1610	1652	1491	1775	1695	1402
SELENOI	396	341	428	634	510	397
SELENOK	741	607	547	1117	1027	1073
SELENOM	77	126	78	137	176	106
SELENON	259	303	213	220	216	191
SELENOO	224	145	184	223	233	181
SELENOP	24	14	22	21	23	30
SELENOS	898	781	805	1085	1196	1127
SELENOT	903	940	886	1041	920	858
SELENOV	4	9	2	1	15	1
SELENOW	458	327	274	296	291	334
SELL	1	0	7	0	4	8
SELP	0	0	0	0	0	0
SELPLG	3	2	0	4	10	0
SEM1	2574	2364	2394	1953	2060	2171
SEMA3A	71	54	62	91	68	77
SEMA3B	0	4	11	1	0	21
SEMA3C	393	341	320	288	378	430
SEMA3D	42	84	61	101	56	57
SEMA3E	238	151	216	215	205	153
SEMA3F	11	8	13	16	15	22
SEMA3G	10	5	6	10	20	15
SEMA4A	0	0	0	0	0	0
SEMA4B	79	100	58	54	35	88
SEMA4C	44	43	40	69	75	62
SEMA4D	95	84	65	96	58	136
SEMA4F	81	109	94	93	90	90
SEMA4G	17	4	9	14	18	18
SEMA5A	0	0	0	0	0	0
SEMA5B	10	4	14	8	20	4
SEMA6A	1060	903	992	993	1053	959
SEMA6B	3	5	5	1	0	4
SEMA6C	8	11	12	1	8	9
SEMA6D	51	55	57	76	60	37
SEMA7A	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
SENP1	978	924	1102	1346	1096	1008
SENP2	657	652	637	666	747	568
SENP3	470	303	345	323	431	343
SENP3-EIF4A1	8154	6450	7129	8054	7230	6592
SENP5	285	353	431	413	417	416
SENP6	1810	1700	2057	2491	2483	2389
SENP7	42	66	91	94	68	81
SENP8	145	226	172	178	129	116
SEPHS1	1702	1432	1411	1658	1588	1445
SEPHS2	2420	2274	2371	2894	2593	2541
SEPSECS	102	76	99	213	138	152
SEPTIN1	40	16	27	37	26	37
SEPTIN10	275	333	360	373	440	322
SEPTIN11	2192	1772	1990	1933	1615	1599
SEPTIN12	1	0	0	9	0	3
SEPTIN14	0	0	0	0	0	0
SEPTIN2	2870	2825	2870	2758	2725	2508
SEPTIN3	148	111	165	118	122	97
SEPTIN4	28	26	3	9	20	23
SEPTIN5	14	35	16	33	15	33
SEPTIN6	1689	1342	1493	1550	1458	1519
SEPTIN7	869	842	949	860	866	840
SEPTIN8	1356	1197	1233	1207	1279	1044
SEPTIN9	1529	1103	1070	1275	1284	1105
SERAC1	97	106	108	133	179	86
SERBP1	17694	15012	15912	17284	15719	15003
SERF1A	0	0	0	0	2	0
SERF1B	0	0	0	0	0	0
SERF2	8191	7162	6700	6277	7009	6128
SERGEF	297	263	396	343	297	323
SERHL2	25	14	14	2	12	2
SERINC1	862	833	842	1005	869	905
SERINC2	128	100	148	109	165	106
SERINC3	1360	1200	1155	1234	1370	1077
SERINC4	0	3	3	3	0	5
SERINC5	104	124	108	98	87	95
SERP1	1073	803	886	1315	1291	1173
SERP2	226	196	199	230	353	219
SERPINA1	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0
SERPINA11	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	235	246	304	277	253	291
SERPINB10	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	22	19	0	0	9	12
SERPINB6	332	286	350	311	390	248
SERPINB7	0	0	0	0	0	0
SERPINB8	4	7	6	9	1	17
SERPINB9	0	0	4	0	0	0
SERPINC1	0	0	0	2	0	0
SERPIND1	0	0	0	0	0	0
SERPINE1	0	0	6	4	9	0
SERPINE2	535	500	466	504	559	465
SERPINE3	0	0	0	0	0	0
SERPINF1	50	47	40	30	39	38
SERPINF2	0	0	0	0	0	0
SERPING1	9	7	3	22	18	4
SERPINH1	360	285	268	277	318	273
SERPINI1	17	16	9	6	6	14
SERPINI2	0	0	0	0	0	0
SERTAD1	234	168	193	301	330	259
SERTAD2	478	480	392	550	545	489
SERTAD3	22	18	23	21	18	7
SERTAD4	0	0	0	0	0	0
SERTM1	71	87	92	46	101	91
SERTM2	0	0	0	0	0	0
SESN1	287	258	271	387	475	322
SESN2	2	6	2	19	15	16
SESN3	402	413	384	336	453	362
SESTD1	456	424	521	622	372	391
SET	17673	17342	18869	17144	17068	15399
SETBP1	397	281	298	373	382	378
SETD1A	239	310	220	378	284	249
SETD1B	686	598	597	553	506	571
SETD2	874	773	809	960	892	943
SETD3	875	898	935	1120	1135	1088
SETD4	454	447	435	582	654	558
SETD5	3221	2665	3000	3914	3826	3467
SETD6	1177	894	963	1196	1209	1085
SETD7	893	841	915	950	1104	916
SETD9	161	133	140	142	115	151
SETDB1	857	794	699	979	1017	941
SETDB2	76	38	66	107	73	50
SETMAR	130	122	116	167	136	140
SETX	430	441	510	797	954	673
SEZ6	0	0	0	0	0	0
SEZ6L	0	0	0	0	0	0
SEZ6L2	107	62	65	62	45	29
SF1	3693	3295	3178	3228	3337	3244
SF3A1	2555	2292	2370	2566	2513	2421
SF3A2	267	228	229	370	414	306
SF3A3	2173	2025	2230	2051	2068	1990
SF3B1	2364	2137	2648	2590	2375	1967
SF3B2	2608	2579	2325	2716	2760	2503
SF3B3	1999	1597	1766	1696	1633	1343
SF3B4	766	673	646	721	788	691
SF3B5	2748	2399	2357	2721	2206	2263
SF3B6	1633	1429	1378	1323	1395	1304
SFI1	286	208	237	371	284	343
SFMBT1	83	65	98	87	107	72
SFMBT2	570	451	494	765	732	847
SFN	17	0	11	2	22	12
SFPQ	5674	5453	5587	5248	5614	5196
SFR1	117	139	111	168	133	113
SFRP1	122	93	77	122	119	98
SFRP2	11	1	6	0	0	0
SFRP4	6	2	0	6	2	5
SFRP5	32	28	32	52	4	19
SFSWAP	1799	1510	1697	2338	2042	2220
SFT2D1	749	840	640	675	721	696
SFT2D2	1385	1303	1418	1414	1502	1146
SFT2D3	157	175	200	247	229	222
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0
SFTPB	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0
SFXN1	2982	2555	2821	2462	2347	2200
SFXN2	536	578	645	697	846	556
SFXN3	59	105	63	49	26	104
SFXN4	696	643	563	773	653	624
SFXN5	217	160	169	216	149	146
SGCA	1	0	0	0	0	0
SGCB	462	392	450	420	402	297
SGCD	1	2	5	0	1	3
SGCE	493	389	412	442	576	377
SGCG	0	0	0	3	0	0
SGCZ	0	0	0	0	0	0
SGF29	153	132	134	261	181	171
SGIP1	23	22	28	36	29	34
SGK1	72	43	34	68	62	66
SGK2	2	0	2	0	7	0
SGK3	268	229	228	314	323	203
SGMS1	244	238	251	337	275	229
SGMS2	300	337	349	337	447	346
SGO1	929	848	892	1238	1196	832
SGO2	872	654	841	969	819	815
SGPL1	475	419	384	545	488	404
SGPP1	1	2	0	0	0	0
SGPP2	372	341	327	305	445	320
SGSH	102	82	123	114	194	153
SGSM1	11	8	26	15	14	7
SGSM2	368	286	318	293	303	311
SGSM3	57	47	44	38	92	37
SGTA	924	802	700	1013	1013	947
SGTB	331	339	334	357	513	454
SH2B1	215	236	219	300	165	253
SH2B2	22	7	25	16	24	22
SH2B3	62	91	88	72	66	69
SH2D1A	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0
SH2D2A	2	6	7	12	13	18
SH2D3A	17	2	2	13	4	22
SH2D3C	4	8	4	17	2	10
SH2D4A	90	75	54	73	55	84
SH2D4B	0	0	0	0	0	0
SH2D5	49	81	84	47	56	50
SH2D6	0	0	0	0	0	0
SH2D7	0	0	0	0	0	0
SH3BGR	142	115	96	127	104	136
SH3BGRL	185	175	153	137	161	120
SH3BGRL2	343	265	312	350	296	281
SH3BGRL3	582	632	519	622	602	560
SH3BP1	109	149	96	137	106	125
SH3BP2	127	89	112	143	143	114
SH3BP4	306	228	237	178	257	176
SH3BP5	733	608	509	778	575	712
SH3BP5L	39	20	46	58	37	28
SH3D19	238	216	329	266	226	298
SH3D21	30	26	23	43	71	31
SH3GL1	514	584	493	519	573	527
SH3GL2	120	87	100	171	170	89
SH3GL3	559	483	467	527	482	488
SH3GLB1	858	872	796	902	850	718
SH3GLB2	630	583	560	684	577	658
SH3KBP1	735	484	638	560	657	489
SH3PXD2A	96	73	61	83	53	89
SH3PXD2B	64	51	29	41	31	40
SH3RF1	409	459	455	534	499	432
SH3RF2	6	2	7	9	4	7
SH3RF3	64	73	60	94	76	66
SH3TC1	0	0	0	0	0	1
SH3TC2	0	4	0	6	9	3
SH3YL1	33	36	34	27	27	37
SHANK1	0	0	0	1	0	0
SHANK2	1	0	1	9	9	0
SHANK3	5	6	9	2	3	0
SHARPIN	127	138	63	133	193	133
SHB	144	206	127	248	185	153
SHBG	0	0	6	1	12	16
SHC1	430	284	214	326	417	287
SHC2	33	62	58	86	61	61
SHC3	13	23	23	11	12	9
SHC4	1	3	8	20	39	2
SHCBP1	593	557	443	644	684	614
SHCBP1L	0	0	0	0	0	0
SHD	0	4	0	1	20	0
SHE	0	0	0	0	0	0
SHF	24	7	12	26	9	18
SHFL	0	0	0	0	2	0
SHH	0	4	0	5	0	0
SHISA2	189	119	175	273	197	236
SHISA3	13	20	29	12	6	18
SHISA4	11	3	8	3	0	6
SHISA5	648	629	540	603	596	523
SHISA6	0	0	8	0	0	2
SHISA7	0	0	0	0	0	0
SHISA8	95	38	52	65	71	40
SHISA9	1	1	2	1	3	0
SHISAL1	75	38	70	41	26	43
SHISAL2A	0	0	0	0	0	0
SHISAL2B	49	6	20	51	15	14
SHKBP1	507	440	501	464	568	442
SHLD1	334	215	259	322	321	280
SHLD2	340	178	269	272	206	294
SHLD3	126	118	91	191	105	120
SHMT1	0	0	0	5	0	1
SHMT2	2909	2580	2626	3817	3759	3653
SHOC1	0	0	7	2	1	0
SHOC2	290	221	311	401	341	418
SHOX	0	0	0	0	0	0
SHOX2	216	154	225	223	93	183
SHPK	136	126	134	184	241	199
SHPRH	895	880	989	1082	892	1083
SHQ1	464	366	460	572	494	529
SHROOM1	112	62	64	77	60	70
SHROOM2	0	0	0	0	0	0
SHROOM3	199	190	213	223	221	168
SHROOM4	0	0	0	0	0	0
SHTN1	804	729	850	893	776	633
SI	0	0	2	0	0	0
SIAE	38	97	70	87	118	104
SIAH1	320	253	384	497	486	470
SIAH2	290	163	205	454	336	391
SIAH3	0	0	0	0	0	0
SIDT1	5	4	0	0	0	9
SIDT2	59	49	60	65	101	37
SIGIRR	240	158	172	146	195	136
SIGLEC1	1	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	0	2	0	0	0
SIGLEC15	0	0	0	0	0	0
SIGLEC16	0	0	0	1	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	4857	4426	4120	4198	3873	3635
SIK1	0	7	9	0	0	0
SIK1B	0	0	0	0	0	0
SIK2	156	114	141	211	94	170
SIK3	360	381	322	404	347	395
SIKE1	841	714	639	964	921	765
SIL1	85	58	92	99	90	89
SIM1	49	65	85	62	71	84
SIM2	610	682	591	590	572	495
SIMC1	214	229	221	258	175	245
SIN3A	1210	825	897	1215	1143	1079
SIN3B	741	641	658	665	593	641
SINHCAF	1	0	4	2	0	1
SIPA1	21	35	21	37	47	15
SIPA1L1	344	347	196	312	449	318
SIPA1L2	378	348	360	607	435	464
SIPA1L3	527	431	494	564	518	495
SIRPA	93	106	112	120	53	68
SIRPB1	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0
SIRT1	506	402	538	737	797	818
SIRT2	0	0	1	0	0	0
SIRT3	129	176	113	96	95	98
SIRT4	19	11	14	11	2	9
SIRT5	232	340	266	254	171	221
SIRT6	83	80	90	88	138	124
SIRT7	321	286	271	445	388	370
SIT1	0	0	0	0	0	0
SIVA1	3630	3021	2795	3364	3364	2945
SIX1	1508	1250	1537	1653	1390	1339
SIX2	60	35	74	54	16	46
SIX3	23	7	8	4	0	6
SIX4	232	214	215	206	147	202
SIX5	329	272	204	303	325	226
SIX6	2	10	7	3	0	1
SKA1	0	0	5	4	1	2
SKA2	1523	1374	1144	1206	1028	1130
SKA3	585	567	590	676	731	690
SKAP1	17	3	24	21	20	27
SKAP2	947	923	1034	959	970	941
SKI	1739	1339	1337	1433	1210	1227
SKIDA1	236	229	184	166	190	223
SKIL	788	727	1022	1307	1158	1149
SKIV2L	0	0	0	0	0	0
SKOR1	17	8	11	21	22	18
SKOR2	0	0	0	0	0	0
SKP1	5974	5621	5401	5128	4972	4791
SKP2	2360	2092	2308	2196	1794	1900
SLA	0	0	0	0	0	0
SLA2	2	0	6	0	0	0
SLAIN1	398	331	349	438	385	311
SLAIN2	578	390	528	543	410	484
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	0
SLAMF8	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0
SLBP	1089	892	855	1223	1152	1116
SLC10A1	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
SLC10A3	159	123	135	136	161	198
SLC10A4	63	49	52	35	15	43
SLC10A5	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0
SLC10A7	180	187	187	290	368	234
SLC11A1	6	11	17	16	1	15
SLC11A2	716	601	554	772	632	630
SLC12A1	0	3	1	1	0	0
SLC12A2	1576	1323	1486	1501	1278	1360
SLC12A3	0	10	0	0	0	0
SLC12A4	65	33	22	28	50	40
SLC12A5	36	36	27	23	42	9
SLC12A6	199	188	202	183	222	195
SLC12A7	0	0	0	0	0	0
SLC12A8	1	0	17	0	1	0
SLC12A9	156	227	201	162	138	182
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	7	0	0	6
SLC13A3	5	4	4	3	0	10
SLC13A4	47	41	47	39	17	27
SLC13A5	1	0	0	0	0	0
SLC14A1	4	0	0	0	0	0
SLC14A2	0	0	0	0	0	0
SLC15A1	2	3	0	7	0	6
SLC15A2	0	12	22	19	7	0
SLC15A3	0	0	0	0	0	0
SLC15A4	568	596	655	551	519	462
SLC15A5	0	0	0	0	0	0
SLC16A1	0	0	0	0	0	0
SLC16A10	843	719	777	713	672	699
SLC16A11	0	3	0	4	1	4
SLC16A12	2	5	1	0	0	0
SLC16A13	7	4	15	12	17	7
SLC16A14	62	146	107	81	118	89
SLC16A2	136	122	169	173	144	123
SLC16A3	2	0	1	7	2	0
SLC16A4	22	24	34	41	45	37
SLC16A5	3	11	2	5	3	9
SLC16A6	87	37	63	53	46	25
SLC16A7	10	9	3	20	15	9
SLC16A8	0	0	0	0	0	0
SLC16A9	296	280	238	196	165	194
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	341	348	373	249	249	279
SLC17A6	0	0	0	0	0	0
SLC17A7	8	0	11	1	4	3
SLC17A8	0	0	0	0	0	2
SLC17A9	0	0	2	2	0	0
SLC18A1	0	0	2	0	4	0
SLC18A2	0	0	2	0	0	0
SLC18A3	0	4	0	0	0	0
SLC18B1	263	176	367	263	189	232
SLC19A1	1290	1123	1245	1160	1214	1252
SLC19A2	147	196	205	267	314	269
SLC19A3	27	12	9	10	12	4
SLC1A1	50	74	61	52	90	42
SLC1A2	1	1	12	6	3	4
SLC1A3	499	412	533	668	524	567
SLC1A4	196	148	144	239	307	284
SLC1A5	2632	2137	2494	2505	2351	2246
SLC1A6	0	10	3	0	0	0
SLC1A7	4	0	0	0	0	0
SLC20A1	1248	1042	1033	1449	1246	1115
SLC20A2	196	219	228	211	206	181
SLC22A1	3	7	10	15	8	9
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	0	0	12	0
SLC22A12	0	0	0	0	0	0
SLC22A13	1	0	4	5	0	0
SLC22A14	0	0	0	0	5	0
SLC22A15	58	30	35	53	89	96
SLC22A16	0	0	0	0	0	0
SLC22A17	122	90	57	45	58	53
SLC22A18	0	0	0	0	0	0
SLC22A18AS	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0
SLC22A23	270	271	209	265	277	180
SLC22A24	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0
SLC22A31	4	3	7	9	11	1
SLC22A4	0	0	2	1	0	5
SLC22A5	247	192	183	194	152	168
SLC22A6	1	10	0	5	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	1	0	0	0	0
SLC23A2	398	442	421	443	475	412
SLC23A3	5	5	0	1	0	2
SLC24A1	83	32	81	47	51	79
SLC24A2	1	14	6	5	4	0
SLC24A3	0	0	0	0	0	0
SLC24A4	23	16	28	17	12	15
SLC24A5	0	0	0	0	0	0
SLC25A1	3001	2567	2452	2177	2139	2246
SLC25A10	351	317	330	285	403	302
SLC25A11	1251	981	1084	1216	1255	1250
SLC25A12	181	133	209	249	234	193
SLC25A13	1489	1121	1186	1523	1316	1099
SLC25A14	239	208	253	222	267	188
SLC25A15	523	496	391	461	458	410
SLC25A16	635	434	532	729	644	567
SLC25A17	944	754	838	779	847	744
SLC25A18	1	0	0	0	0	0
SLC25A19	494	351	353	649	607	587
SLC25A2	0	0	0	0	0	0
SLC25A20	162	148	114	143	163	168
SLC25A21	190	72	165	138	89	165
SLC25A22	219	180	181	149	166	197
SLC25A23	220	235	217	210	161	113
SLC25A24	3	0	1	7	1	2
SLC25A25	308	232	216	425	417	441
SLC25A26	0	0	0	0	0	0
SLC25A27	27	26	47	33	54	37
SLC25A28	287	242	301	302	257	312
SLC25A29	108	104	79	143	139	126
SLC25A3	6403	6214	6107	4568	5021	4441
SLC25A30	147	160	148	178	221	173
SLC25A31	0	0	0	0	0	0
SLC25A32	366	255	297	372	446	424
SLC25A33	692	812	734	836	761	647
SLC25A34	0	0	0	1	10	2
SLC25A35	52	68	24	30	27	37
SLC25A36	1361	970	1203	1580	1445	1429
SLC25A37	811	740	774	864	800	902
SLC25A38	422	301	280	542	464	523
SLC25A39	2543	2114	2081	2029	2365	2245
SLC25A4	933	849	712	804	723	654
SLC25A40	176	154	226	230	450	186
SLC25A41	3	0	0	0	0	0
SLC25A42	28	55	47	85	66	60
SLC25A43	2	4	0	3	0	2
SLC25A44	368	335	431	370	356	304
SLC25A45	7	8	11	36	16	12
SLC25A46	536	548	426	654	667	666
SLC25A47	0	0	0	0	0	0
SLC25A48	125	133	100	105	187	90
SLC25A5	8005	7544	7238	7706	7891	6921
SLC25A51	16	19	12	15	13	12
SLC25A52	0	0	0	0	0	0
SLC25A53	7	9	5	24	3	18
SLC25A6	0	0	0	0	0	0
SLC26A1	13	11	45	9	20	22
SLC26A11	204	157	141	177	108	158
SLC26A2	531	510	506	522	450	505
SLC26A3	9	17	9	14	28	9
SLC26A4	1	16	8	5	12	1
SLC26A5	0	6	13	1	0	0
SLC26A6	47	27	30	35	50	24
SLC26A7	4	0	0	7	0	3
SLC26A8	9	3	7	2	4	3
SLC26A9	0	0	0	0	0	0
SLC27A1	25	34	25	19	3	22
SLC27A2	206	208	261	189	163	128
SLC27A3	0	0	0	0	0	0
SLC27A4	225	139	163	175	125	118
SLC27A5	80	67	31	53	53	37
SLC27A6	9	13	14	16	32	5
SLC28A1	0	0	0	4	0	0
SLC28A2	5	2	0	4	7	1
SLC28A3	0	0	0	0	0	0
SLC29A1	1508	1081	1236	1216	1309	1252
SLC29A2	94	68	96	88	106	94
SLC29A3	54	47	60	68	72	83
SLC29A4	15	27	6	7	23	7
SLC2A1	671	868	761	873	798	746
SLC2A10	9	15	14	14	0	18
SLC2A11	0	0	0	1	0	0
SLC2A12	86	64	73	37	75	15
SLC2A13	455	362	416	412	439	391
SLC2A14	10	0	3	2	0	0
SLC2A2	0	0	0	0	0	0
SLC2A3	29	21	16	38	23	24
SLC2A4	0	0	0	0	0	0
SLC2A4RG	1306	1118	982	1146	1076	960
SLC2A5	0	0	0	0	0	0
SLC2A6	0	0	0	0	0	0
SLC2A7	0	0	0	0	5	0
SLC2A8	258	237	255	289	278	232
SLC2A9	0	0	0	0	0	0
SLC30A1	447	470	539	833	890	848
SLC30A10	228	147	200	175	118	176
SLC30A2	0	0	0	0	0	0
SLC30A3	127	81	111	77	123	88
SLC30A4	52	71	62	78	85	76
SLC30A5	666	546	587	732	697	681
SLC30A6	473	401	429	578	452	558
SLC30A7	610	533	500	720	755	621
SLC30A8	0	0	0	0	0	0
SLC30A9	723	826	744	832	787	806
SLC31A1	675	681	595	615	725	634
SLC31A2	28	31	41	20	8	32
SLC32A1	0	0	0	0	0	0
SLC33A1	563	523	532	1010	1009	987
SLC34A1	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	4
