gene_name	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
RCOR1	265	277	302	369	385	324
RCOR2	20	21	13	23	29	44
RCOR3	399	314	356	604	381	471
RCSD1	5	0	0	0	0	2
RCVRN	0	0	0	0	0	0
RD3	0	0	0	0	0	0
RD3L	0	0	0	0	0	0
RDH10	173	152	171	204	134	169
RDH11	1489	1246	1308	1336	1130	1310
RDH12	8	7	0	9	3	0
RDH13	0	0	0	0	0	0
RDH14	358	340	345	477	324	408
RDH16	0	2	3	1	1	0
RDH5	47	21	28	43	49	38
RDH8	0	0	4	0	9	0
RDM1	0	0	1	0	0	0
RDX	1791	1602	1802	1883	1741	1503
REC114	0	0	0	2	0	0
REC8	0	0	0	0	0	0
RECK	11	5	16	23	13	12
RECQL	457	475	483	469	447	476
RECQL4	333	250	228	245	245	199
RECQL5	153	133	151	178	201	140
REELD1	4	0	0	5	0	4
REEP1	140	213	184	233	138	212
REEP2	666	622	496	608	574	548
REEP3	800	821	820	850	731	670
REEP4	172	145	122	170	200	156
REEP5	2297	2074	1801	1838	1795	1638
REEP6	98	68	93	81	98	114
REG1A	0	0	0	0	0	0
REG1B	0	0	0	0	0	0
REG3A	0	0	0	0	0	0
REG3G	0	0	0	0	0	0
REG4	0	0	0	0	0	0
REL	410	333	352	552	548	508
RELA	624	465	481	719	900	790
RELB	38	12	28	36	21	52
RELCH	118	91	144	140	138	151
RELL1	382	320	294	362	281	274
RELL2	47	53	49	67	45	79
RELN	0	0	0	0	0	0
RELT	165	165	217	187	199	164
REM1	0	0	0	0	0	0
REM2	25	5	15	19	13	16
REN	0	0	0	0	0	0
RENBP	2	3	9	10	6	8
REP15	3	11	6	9	0	11
REPIN1	518	418	511	632	554	581
REPS1	782	637	505	920	883	812
REPS2	30	24	16	14	17	4
RER1	1745	1603	1469	1691	1861	1457
RERE	1198	997	1253	1213	1058	1034
RERG	51	36	44	33	27	67
RERGL	0	0	0	0	0	0
RESF1	67	63	124	65	128	57
RESP18	0	0	0	0	0	0
REST	1481	1243	1700	1587	1553	1400
RET	20	0	16	26	5	16
RETN	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0
RETREG1	237	228	278	237	351	245
RETREG2	185	147	189	113	121	109
RETREG3	303	255	259	303	243	231
RETSAT	379	229	291	407	370	320
REV1	473	443	330	536	440	595
REV3L	1684	1411	1671	2434	2052	1917
REX1BD	479	375	357	469	506	463
REXO1	48	35	33	39	23	35
REXO2	1708	1577	1618	1605	1762	1642
REXO4	0	0	0	0	0	0
REXO5	232	255	254	363	283	234
RFC1	1465	1119	1436	1941	2098	1854
RFC2	685	645	556	768	620	660
RFC3	1209	1205	1284	1576	1361	1316
RFC4	409	383	280	545	473	417
RFC5	1360	1181	1134	1556	1255	1220
RFESD	118	89	104	152	138	102
RFFL	215	194	267	261	228	317
RFK	904	790	741	984	943	770
RFLNA	4	0	11	7	0	0
RFLNB	4	5	0	0	0	3
RFNG	418	376	300	375	466	414
RFPL1	0	0	0	0	0	0
RFPL2	6	6	0	15	1	3
RFPL3	0	0	0	0	0	0
RFPL4A	0	0	0	0	4	0
RFPL4AL1	6	0	0	0	0	0
RFPL4B	0	0	0	1	0	0
RFT1	372	273	303	302	303	318
RFTN1	194	187	175	209	255	191
RFTN2	0	0	0	0	0	1
RFWD3	862	757	724	997	1056	1006
RFX1	0	0	0	0	0	0
RFX2	12	9	1	34	0	6
RFX3	80	101	86	107	146	99
RFX4	5	4	12	1	0	4
RFX5	635	484	497	600	572	469
RFX6	41	7	23	9	30	19
RFX7	225	225	269	364	324	354
RFX8	0	4	0	3	7	0
RFXANK	161	129	118	163	109	153
RFXAP	169	168	214	333	227	284
RGCC	24	12	47	75	49	25
RGL1	98	93	67	94	59	55
RGL2	0	0	0	0	0	0
RGL3	3	11	0	2	0	0
RGL4	0	0	0	0	0	0
RGMA	167	108	141	105	100	58
RGMB	244	163	168	383	353	314
RGN	0	0	0	0	0	0
RGP1	850	671	811	934	864	883
RGPD1	0	0	0	0	0	0
RGPD2	0	0	0	0	0	0
RGPD3	0	0	0	0	0	0
RGPD4	0	0	0	0	0	0
RGPD5	0	0	0	0	0	0
RGPD6	0	0	0	0	0	0
RGPD8	24	15	18	31	32	23
RGR	0	0	0	0	0	0
RGS1	0	0	0	0	0	1
RGS10	464	348	353	434	503	396
RGS11	0	0	0	0	0	0
RGS12	40	25	51	14	48	45
RGS13	0	0	0	0	0	0
RGS14	44	14	22	40	40	22
RGS16	494	473	532	1067	1202	985
RGS17	32	19	43	39	54	40
RGS18	0	0	0	0	0	0
RGS19	235	189	191	316	287	192
RGS2	118	132	85	607	621	522
RGS20	15	33	25	18	43	18
RGS21	0	0	0	0	0	0
RGS22	0	0	7	7	0	0
RGS3	65	68	59	47	63	79
RGS4	0	8	0	10	0	6
RGS5	34	14	53	72	77	45
RGS6	0	0	0	0	0	0
RGS7	189	167	146	267	272	218
RGS7BP	3	0	1	4	10	6
RGS8	0	0	0	0	0	0
RGS9	0	3	0	0	0	0
RGS9BP	10	13	5	1	19	0
RGSL1	0	0	0	0	2	7
RHAG	0	0	0	0	0	0
RHBDD1	218	160	139	155	233	181
RHBDD2	290	296	245	240	345	223
RHBDD3	195	194	198	211	214	224
RHBDF1	78	63	80	122	88	82
RHBDF2	109	99	84	122	103	79
RHBDL1	23	9	2	0	16	7
RHBDL2	0	1	0	4	2	0
RHBDL3	104	75	98	87	77	83
RHBG	4	2	0	0	0	4
RHCE	3	6	0	3	1	1
RHCG	0	0	0	0	0	0
RHD	0	0	0	0	0	0
RHEB	1394	1255	1204	1306	1404	1172
RHEBL1	23	18	17	71	123	72
RHEX	0	0	0	0	0	0
RHNO1	529	498	382	553	497	514
RHO	0	0	0	0	0	0
RHOA	7958	6961	6773	6347	6043	6235
RHOB	218	187	288	231	256	202
RHOBTB1	133	81	73	134	97	55
RHOBTB2	87	49	74	119	83	82
RHOBTB3	1849	1798	2004	2475	2363	2204
RHOC	483	483	388	328	361	331
RHOD	0	0	0	0	0	0
RHOF	20	10	25	4	11	11
RHOG	348	294	242	372	412	355
RHOH	3	0	0	15	14	5
RHOJ	0	0	0	2	2	0
RHOQ	1440	1145	1247	1321	1496	1283
RHOT1	706	623	688	709	629	600
RHOT2	950	800	664	936	1114	1022
RHOU	2	1	0	0	0	4
RHOV	136	166	78	162	65	118
RHOXF1	0	0	0	0	0	0
RHOXF2	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0
RHPN1	33	11	29	38	32	38
RHPN2	371	297	324	400	299	321
RIBC1	55	57	62	60	51	99
RIBC2	15	5	11	10	2	15
RIC1	78	76	97	87	143	91
RIC3	50	31	41	66	49	34
RIC8A	647	590	492	622	583	582
RIC8B	588	456	515	592	440	522
RICTOR	344	322	354	362	319	312
RIDA	394	367	346	355	297	235
RIF1	669	616	837	891	1033	798
RIIAD1	1	0	0	0	0	1
RILP	0	0	0	0	0	0
RILPL1	107	105	75	133	110	96
RILPL2	187	201	169	226	237	213
RIMBP2	0	3	0	0	0	0
RIMBP3	0	0	0	0	0	0
RIMBP3B	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
RIMKLA	369	232	347	360	222	212
RIMKLB	326	263	259	345	389	299
RIMS1	14	4	5	0	0	0
RIMS2	81	114	148	177	118	85
RIMS3	61	40	51	25	27	7
RIMS4	190	108	154	143	102	137
RIN1	0	0	0	0	1	3
RIN2	0	0	0	1	2	3
RIN3	135	68	63	101	83	130
RING1	0	0	0	0	0	0
RINL	0	0	0	0	0	0
RINT1	763	635	690	861	749	697
RIOK1	1366	1042	1320	2135	2000	1906
RIOK2	393	405	364	663	672	663
RIOK3	534	509	493	813	812	555
RIOX1	285	293	207	295	253	270
RIOX2	394	401	450	452	513	433
RIPK1	148	80	148	178	177	156
RIPK2	260	261	281	447	456	424
RIPK3	0	0	0	0	0	0
RIPK4	105	99	104	132	259	239
RIPOR1	337	306	226	387	325	289
RIPOR2	7	26	5	5	7	2
RIPOR3	0	0	0	0	0	0
RIPPLY1	0	0	0	0	0	4
RIPPLY2	18	16	6	21	7	29
RIPPLY3	35	68	22	38	45	49
RIT1	190	162	175	204	185	219
RIT2	11	6	4	3	0	4
RITA1	546	486	447	509	493	477
RLBP1	3	0	1	3	0	0
RLF	255	212	289	428	352	337
RLIM	3377	3040	3526	3299	3488	2966
RLN1	5	0	0	1	5	7
RLN2	24	29	26	32	36	45
RLN3	0	0	0	0	0	0
RMC1	242	181	187	334	318	275
RMDN1	785	622	724	783	829	564
RMDN2	120	103	85	109	107	105
RMDN3	582	455	457	583	430	501
RMI1	191	162	199	311	220	237
RMI2	703	609	681	708	634	641
RMND1	276	244	215	305	211	283
RMND5A	633	527	608	606	677	531
RMND5B	468	335	358	575	542	467
RNASE1	0	2	0	0	0	0
RNASE10	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0
RNASE13	0	0	0	0	0	0
RNASE2	0	0	0	0	0	0
RNASE3	0	0	0	0	0	0
RNASE4	35	46	27	50	45	40
RNASE6	0	0	0	0	0	4
RNASE7	0	0	0	0	0	0
RNASE8	0	0	0	0	0	0
RNASE9	0	0	0	0	0	0
RNASEH1	1696	1339	1456	1861	1691	1596
RNASEH2A	1093	959	1033	1042	1228	972
RNASEH2B	1233	1156	1185	1427	1442	1320
RNASEH2C	1059	800	764	884	906	960
RNASEK	1918	2004	1440	1436	1474	1506
RNASEK-C17orf49	649	593	518	580	587	559
RNASEL	45	48	33	70	70	66
RNASET2	816	697	708	635	743	660
RND1	24	24	12	33	34	30
RND2	489	506	427	329	482	413
RND3	719	601	597	1159	1039	864
RNF10	2058	1571	1645	1611	1365	1471
RNF103	153	177	147	177	196	129
RNF103-CHMP3	53	74	129	98	32	65
RNF11	893	925	955	830	745	766
RNF111	379	312	376	452	408	443
RNF112	0	0	0	0	0	0
RNF113A	158	134	146	246	447	262
RNF113B	0	0	0	0	0	0
RNF114	958	940	854	1217	1274	1166
RNF115	1059	965	1037	1195	1221	1068
RNF121	284	236	267	358	340	274
RNF122	1	2	0	2	24	9
RNF123	210	238	175	168	238	161
RNF125	136	78	96	179	140	111
RNF126	2008	1613	1475	2236	1886	2047
RNF128	74	48	45	60	72	34
RNF13	385	331	413	440	456	353
RNF130	1138	975	1022	1035	984	916
RNF133	0	0	0	0	0	0
RNF135	65	31	77	85	118	51
RNF138	739	615	720	880	839	766
RNF139	317	307	299	367	341	407
RNF14	734	669	605	1041	910	877
RNF141	260	304	231	286	227	227
RNF144A	82	32	57	67	108	47
RNF144B	51	28	28	131	123	95
RNF145	403	414	371	383	304	328
RNF146	190	121	146	205	176	201
RNF148	0	4	3	1	0	0
RNF149	515	474	439	672	355	472
RNF150	370	227	245	271	393	243
RNF151	0	0	0	0	0	0
RNF152	43	37	26	55	68	72
RNF157	262	166	211	187	198	220
RNF165	53	68	57	65	54	62
RNF166	646	443	444	806	733	715
RNF167	526	385	355	352	327	294
RNF168	524	518	518	683	666	733
RNF169	167	119	150	301	309	277
RNF17	6	5	1	0	0	1
RNF170	144	164	149	154	235	210
RNF175	0	0	0	0	7	0
RNF180	16	13	36	10	24	12
RNF181	706	665	694	729	693	828
RNF182	156	88	117	136	115	156
RNF183	0	0	7	0	0	0
RNF185	158	125	123	177	164	212
RNF186	0	0	0	0	0	0
RNF187	0	4	0	2	0	3
RNF19A	46	85	89	185	124	128
RNF19B	67	70	89	85	101	124
RNF2	324	322	314	516	383	395
RNF20	291	356	386	387	332	314
RNF207	11	12	16	24	21	16
RNF208	91	60	81	80	55	55
RNF212	0	0	0	0	0	3
RNF212B	0	0	0	0	0	0
RNF213	285	184	336	290	319	249
RNF214	153	127	97	225	202	170
RNF215	20	27	17	11	12	3
RNF216	577	563	536	788	727	741
RNF217	471	437	436	350	380	431
RNF220	1358	1009	1064	1488	1409	1361
RNF222	21	30	49	40	12	32
RNF223	0	0	0	0	0	0
RNF224	0	0	0	1	0	0
RNF227	45	29	50	37	65	21
RNF24	146	119	168	202	254	221
RNF25	8	1	12	11	4	6
RNF26	444	417	385	360	389	387
RNF31	2	6	4	1	4	7
RNF32	70	90	75	107	117	87
RNF34	618	542	559	701	567	514
RNF38	129	174	122	82	129	81
RNF39	0	0	0	0	0	0
RNF4	601	491	610	524	556	477
RNF40	1082	933	1030	1240	1311	1169
RNF41	583	613	540	683	738	629
RNF43	202	235	233	144	165	168
RNF44	341	317	221	289	301	267
RNF5	0	0	0	0	0	0
RNF6	328	294	248	383	541	298
RNF7	728	590	723	741	588	699
RNF8	1118	926	1190	1398	1272	1175
RNFT1	162	108	119	226	107	129
RNFT2	524	391	528	372	434	341
RNGTT	361	264	391	437	399	390
RNH1	0	0	0	0	0	0
RNLS	3	7	5	10	3	0
RNMT	339	330	312	573	274	390
RNPC3	325	341	326	330	327	357
RNPEP	814	609	643	624	641	700
RNPEPL1	120	98	61	58	115	108
RNPS1	2307	1912	2268	2227	2033	2033
RO60	1878	1557	1660	1964	1775	1814
ROBO1	1731	1465	1959	2363	2270	2267
ROBO2	88	88	75	58	85	57
ROBO3	110	62	74	139	71	69
ROBO4	0	0	0	0	0	0
ROCK1	274	239	269	288	250	228
ROCK2	839	765	945	918	968	940
ROGDI	187	193	199	213	131	187
ROM1	6	6	0	4	18	10
ROMO1	6026	4866	4694	4842	4395	4625
ROPN1	0	0	0	0	0	0
ROPN1B	1	0	5	0	0	0
ROPN1L	19	7	7	11	5	10
ROR1	376	215	282	377	347	245
ROR2	162	160	175	190	183	216
RORA	661	488	650	756	560	694
RORB	0	0	0	0	0	0
RORC	11	0	0	5	10	3
ROS1	0	0	0	0	0	0
RP1	0	0	0	1	0	0
RP1L1	0	0	0	0	0	0
RP2	112	81	137	153	165	163
RP9	528	432	405	667	698	652
RPA1	1993	1279	1493	1420	1588	1551
RPA2	1311	1190	1272	1542	1561	1454
RPA3	670	633	728	602	740	548
RPA4	13	11	12	7	3	8
RPAIN	1584	1507	1497	1848	1725	1511
RPAP1	331	295	325	300	323	265
RPAP2	553	441	472	568	646	507
RPAP3	325	273	276	424	418	339
RPE	382	333	476	506	335	494
RPE65	0	0	5	0	0	0
RPEL1	10	7	11	19	15	6
RPF1	1475	1126	1370	1407	1414	1423
RPF2	1384	1226	1191	1428	1447	1335
RPGR	233	170	186	331	329	256
RPGRIP1	5	4	3	7	3	1
RPGRIP1L	458	417	558	475	472	417
RPH3A	0	0	0	0	0	0
RPH3AL	5	3	3	4	0	4
RPIA	247	207	268	182	205	244
RPL10	9692	8605	8426	8954	8971	8344
RPL10A	3433	2799	2725	3216	3539	3425
RPL10L	1	0	0	0	0	0
RPL11	3173	3297	3574	2457	2627	2203
RPL12	46	86	26	56	44	59
RPL13	7742	6529	6739	7265	7000	6814
RPL13A	3845	3538	3547	4439	4179	4019
RPL14	5991	5126	5406	5211	4761	4191
RPL15	17531	16008	15151	16184	16801	15368
RPL17	27	61	27	55	53	22
RPL17-C18orf32	631	718	570	670	673	526
RPL18	18516	14964	14677	16442	15778	15246
RPL18A	44	8	10	28	36	30
RPL19	13073	11763	11731	11485	11930	11557
RPL21	86	49	69	61	82	78
RPL22	2194	2410	2470	2325	2127	2213
RPL22L1	475	465	301	977	861	964
RPL23	41864	34765	31685	34426	34094	30129
RPL23A	899	951	802	830	699	664
RPL24	991	1162	918	913	771	911
RPL26	16404	15749	13863	15240	16301	15229
RPL26L1	1412	1246	1363	1166	1130	1081
RPL27	15362	13278	12172	13077	12878	11584
RPL27A	8769	8699	7575	7638	8160	7329
RPL28	1761	1728	1728	1738	1767	1468
RPL29	7082	6494	6169	5988	6067	5564
RPL3	113	133	128	143	150	135
RPL30	13292	10997	10420	12168	12172	11793
RPL31	2517	2431	2301	2351	2286	2264
RPL32	46463	36337	35479	36502	37353	34609
RPL34	12303	10066	9344	10539	10496	9506
RPL35	13120	10520	10271	11191	10824	10477
RPL35A	18104	14331	14572	14623	14721	13155
RPL36	5911	5031	5032	4866	5351	4657
RPL36A	566	560	593	654	814	572
RPL36A-HNRNPH2	10	33	12	12	7	3
RPL36AL	2498	2275	2246	1975	1860	1885
RPL37	3895	3764	2879	3517	3490	3303
RPL37A	15895	13275	12870	13660	13612	12450
RPL38	8627	7433	6138	7483	6892	6744
RPL39	11763	9636	9369	10826	10643	10481
RPL39L	268	323	203	250	238	229
RPL3L	0	1	4	0	7	1
RPL4	15573	13615	13627	14114	13454	13511
RPL41	4505	3663	3028	3549	3729	3452
RPL5	27513	24019	24801	25331	26116	23903
RPL6	29	39	61	32	46	53
RPL7	63	90	75	95	58	79
RPL7A	10	17	24	4	33	5
RPL7L1	5642	5401	5190	4475	4709	3836
RPL8	12437	10166	10086	10899	11593	10478
RPL9	905	818	718	867	940	733
RPLP0	5988	5756	4617	5926	5927	5483
RPLP1	3599	4245	3168	4319	4550	3640
RPLP2	5302	4744	4588	4693	4847	4176
RPN1	717	594	620	771	562	704
RPN2	2700	2531	2617	2545	2462	2295
RPP14	780	567	752	997	1004	879
RPP21	0	0	0	0	0	0
RPP25	67	48	45	49	106	63
RPP25L	441	351	327	380	430	422
RPP30	775	798	672	820	858	651
RPP38	365	336	378	579	536	566
RPP40	318	190	266	389	332	266
RPRD1A	918	856	851	846	774	789
RPRD1B	454	414	551	566	628	536
RPRD2	657	576	552	734	664	678
RPRM	520	475	403	612	477	463
RPRML	496	312	461	419	434	527
RPS10	296	686	264	575	642	571
RPS10-NUDT3	908	790	739	665	760	702
RPS11	4838	4874	4150	4581	4769	4025
RPS12	473	962	420	688	845	608
RPS13	35	62	55	55	65	39
RPS14	12463	9621	9881	9456	9431	9356
RPS15	7981	6948	6381	6267	6244	6343
RPS15A	2606	2102	1932	2256	2193	2171
RPS16	71837	55504	52326	59091	57498	56899
RPS17	2	6	5	6	0	3
RPS18	0	0	0	0	0	0
RPS19	4610	5110	4073	4478	4812	4181
RPS19BP1	1301	1097	1136	1328	1122	1230
RPS2	33717	29505	27735	30097	32175	29003
RPS20	6022	5359	5141	5667	5860	5491
RPS21	4534	4788	4475	4271	4506	4171
RPS23	24179	22953	20718	21121	22305	20855
RPS24	21206	18479	17180	18954	17968	16856
RPS25	0	0	0	0	1	0
RPS26	7	9	18	0	8	16
RPS27	41	15	21	24	6	16
RPS27A	9830	8992	8279	9039	9198	8844
RPS27L	1517	1392	1428	958	1150	1014
RPS28	2862	2579	2192	2702	2543	2625
RPS29	15154	11225	12308	12205	11502	11573
RPS3	6489	5961	6213	2828	6323	2741
RPS3A	4738	4300	4300	4537	4560	4256
RPS4X	32985	28333	25641	30385	29012	26535
RPS4Y1	0	0	0	0	0	0
RPS5	11562	9316	8548	8937	9518	8600
RPS6	40778	33491	33412	34862	33259	32381
RPS6KA1	0	0	7	0	0	0
RPS6KA2	73	130	80	63	69	62
RPS6KA3	807	774	841	908	882	863
RPS6KA4	109	113	105	98	104	72
RPS6KA5	686	556	652	951	880	790
RPS6KA6	116	76	72	106	87	66
RPS6KB1	947	776	842	1104	1047	1033
RPS6KB2	617	577	448	534	581	499
RPS6KC1	89	73	122	97	190	94
RPS6KL1	50	42	42	49	94	80
RPS7	67	60	96	57	68	74
RPS8	26198	22821	22100	23722	24421	22119
RPS9	0	0	0	0	0	3
RPSA	303	274	230	223	291	316
RPSAP58	8450	6833	6330	8090	7807	7384
RPTN	0	0	0	0	0	0
RPTOR	504	425	529	400	418	476
RPUSD1	468	320	376	499	581	447
RPUSD2	371	346	313	361	315	391
RPUSD3	1645	1459	1483	1619	1711	1434
RPUSD4	311	229	307	360	276	259
RRAD	9	9	0	6	0	0
RRAGA	1106	1031	1064	1092	945	975
RRAGB	9	1	8	35	6	29
RRAGC	1102	1162	1140	1412	1522	1214
RRAGD	928	688	720	865	786	748
RRAS	60	39	54	57	9	28
RRAS2	435	393	465	551	565	539
RRBP1	366	276	311	378	262	319
RREB1	120	148	97	161	198	136
RRH	11	5	13	16	0	5
RRM1	4974	4730	5484	5472	5532	4940
RRM2	3160	2748	2976	3387	3703	3277
RRM2B	301	341	309	445	294	291
RRN3	0	0	0	0	0	0
RRP1	1091	1062	1005	1455	1476	1368
RRP12	852	626	612	742	830	756
RRP15	1198	1185	1194	1335	1154	1214
RRP1B	3273	2762	2887	3322	3026	3112
RRP36	1879	1587	1558	1785	1581	1506
RRP7A	2032	1881	1837	2098	2033	1853
RRP8	314	278	254	377	395	368
RRP9	343	313	239	264	415	347
RRS1	353	305	304	374	391	310
RS1	0	0	0	0	0	0
RSAD1	200	125	233	239	202	187
RSAD2	0	0	0	0	0	0
RSBN1	367	307	373	355	342	348
RSBN1L	332	278	305	359	320	285
RSC1A1	42	74	72	74	68	65
RSF1	263	200	324	265	306	272
RSKR	389	543	406	492	416	397
RSL1D1	5179	4433	4787	5817	5850	4984
RSL24D1	1588	1374	1424	1910	1894	1945
RSPH1	18	0	1	11	11	0
RSPH10B	0	0	0	0	0	2
RSPH10B2	5	0	0	0	0	1
RSPH14	13	23	4	11	0	6
RSPH3	229	217	202	234	205	210
RSPH4A	7	2	1	0	5	0
RSPH6A	0	0	0	0	0	0
RSPH9	0	0	2	0	4	0
RSPO1	0	0	0	0	0	0
RSPO2	8	15	5	4	20	5
RSPO3	3	9	2	6	0	4
RSPO4	7	4	5	12	12	4
RSPRY1	372	337	324	411	393	331
RSRC1	818	816	821	852	672	878
RSRC2	2071	1766	2418	3452	3283	2761
RSRP1	730	622	632	631	598	623
RSU1	795	695	666	642	486	533
RTBDN	0	2	0	0	0	0
RTCA	564	542	620	629	609	616
RTCB	1531	1471	1383	1709	1564	1406
RTEL1	53	65	79	75	48	45
RTEL1-TNFRSF6B	61	54	59	99	114	65
RTF1	474	444	462	539	388	455
RTF2	1918	1434	1429	1548	1473	1521
RTKN	170	149	118	166	230	152
RTKN2	389	382	382	382	523	428
RTL1	0	0	0	0	0	0
RTL10	307	322	377	373	469	346
RTL3	0	0	0	0	0	0
RTL4	0	0	0	0	0	0
RTL5	25	43	30	45	62	35
RTL6	549	444	430	546	499	494
RTL8A	3314	2705	2750	2644	2890	2489
RTL8B	363	284	414	282	235	263
RTL8C	1520	1356	1119	1116	1297	962
RTL9	6	0	0	4	0	0
RTN1	101	59	56	63	71	40
RTN2	42	57	35	38	42	14
RTN3	1938	1841	1589	1646	1612	1432
RTN4	2290	2245	2276	2393	2608	2073
RTN4IP1	96	85	126	151	124	156
RTN4R	126	95	118	95	132	98
RTN4RL1	19	8	6	13	15	1
RTN4RL2	37	48	49	44	32	67
RTP1	0	0	0	8	0	0
RTP2	0	0	0	0	0	0
RTP3	0	0	0	0	0	0
RTP4	0	0	0	0	0	0
RTP5	0	0	0	0	0	0
RTRAF	2092	2096	1943	1984	2385	2066
RTTN	319	288	308	382	400	411
RUBCN	259	257	250	234	255	211
RUBCNL	5	4	4	9	2	11
RUFY1	14	10	4	2	3	4
RUFY2	420	422	474	462	575	455
RUFY3	773	746	856	802	916	737
RUFY4	0	0	0	0	0	0
RUNDC1	494	394	501	581	556	546
RUNDC3A	22	14	13	20	1	7
RUNDC3B	107	66	105	146	182	134
RUNX1	333	244	321	332	278	324
RUNX1T1	261	197	190	349	218	294
RUNX2	57	89	93	69	108	64
RUNX3	425	447	410	433	350	401
RUSC1	577	617	510	568	628	591
RUSC2	23	15	8	16	42	16
RUSF1	363	246	230	317	262	267
RUVBL1	2090	1899	1775	2011	2079	2069
RUVBL2	1102	952	886	1213	928	975
RWDD1	2022	1792	1837	1859	1645	1841
RWDD2A	86	83	95	181	185	166
RWDD2B	794	549	568	755	773	704
RWDD3	186	270	213	255	223	184
RWDD4	264	294	261	216	196	274
RXFP1	6	0	5	0	2	2
RXFP2	0	0	0	0	0	0
RXFP3	0	0	0	0	0	0
RXFP4	0	0	0	0	0	0
RXRA	209	182	208	139	147	107
RXRB	0	0	0	0	0	0
RXRG	2	0	0	0	8	0
RXYLT1	1131	828	980	1219	956	907
RYBP	209	218	175	336	268	297
RYK	448	400	420	342	311	339
RYR1	17	14	1	9	0	6
RYR2	63	52	68	52	20	47
RYR3	0	0	2	0	0	0
S100A1	0	1	0	0	0	0
S100A10	2546	2559	2308	1991	2234	2048
S100A11	509	401	277	327	345	291
S100A12	0	0	0	0	0	0
S100A13	356	361	240	295	339	263
S100A14	0	0	0	1	0	0
S100A16	5	2	0	0	3	0
S100A2	3	13	2	7	8	2
S100A3	0	0	0	0	0	1
S100A4	16	27	28	7	12	10
S100A5	0	0	0	0	0	0
S100A6	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100B	9	1	3	2	20	6
S100G	0	0	0	0	0	0
S100P	5	3	5	22	19	18
S100PBP	399	301	473	388	511	384
S100Z	0	13	0	0	2	3
S1PR1	36	22	36	21	9	22
S1PR2	102	19	48	86	51	80
S1PR3	52	56	42	54	85	39
S1PR4	0	0	0	0	0	0
S1PR5	5	0	0	0	0	0
SAA1	0	0	0	0	0	0
SAA2	0	0	0	0	0	0
SAA2-SAA4	0	0	0	0	0	0
SAA4	0	0	0	0	0	0
SAAL1	671	631	583	756	804	793
SAC3D1	739	701	798	840	957	875
SACM1L	845	672	725	864	916	725
SACS	466	460	557	669	597	585
SAE1	2064	1692	2006	2095	1980	2144
SAFB	742	616	682	739	605	559
SAFB2	979	802	1051	787	728	684
SAG	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0
SALL1	207	142	173	186	151	155
SALL2	507	455	457	435	374	386
SALL3	0	0	0	0	0	0
SALL4	0	0	0	0	0	2
SAMD1	0	0	4	0	0	0
SAMD10	98	66	89	89	67	93
SAMD11	1626	1174	1282	1792	1673	1543
SAMD12	70	59	76	77	106	89
SAMD13	26	15	15	19	27	9
SAMD14	0	4	24	1	3	4
SAMD15	20	23	6	3	10	35
SAMD3	5	2	5	0	1	1
SAMD4A	70	34	63	73	51	65
SAMD4B	2485	2231	2354	2000	1816	1819
SAMD5	266	212	268	260	352	259
SAMD7	0	0	0	0	0	0
SAMD8	278	210	309	429	282	283
SAMD9	70	55	57	27	55	52
SAMD9L	0	0	0	0	0	0
SAMHD1	920	844	851	817	859	825
SAMM50	1414	1269	1279	1587	1512	1373
SAMSN1	0	0	0	0	0	0
SANBR	319	289	290	354	410	302
SAP130	211	195	153	282	227	254
SAP18	2982	2682	2597	2595	2797	2564
SAP25	9	0	7	1	6	2
SAP30	254	164	212	230	230	205
SAP30BP	659	565	564	924	801	742
SAP30L	441	366	321	324	428	354
SAPCD1	0	0	0	0	0	0
SAPCD2	1541	1309	1204	1186	1195	943
SAR1A	1684	1421	1304	1539	1584	1231
SAR1B	758	636	538	724	679	694
SARAF	742	984	743	888	964	854
SARDH	1	0	0	0	0	1
SARM1	772	745	626	514	507	422
SARNP	1622	1500	1624	1915	1791	1628
SARS1	750	631	685	937	960	658
SARS2	0	0	0	0	3	7
SART1	336	301	362	302	305	318
SART3	1198	903	1052	1257	1310	1096
SASH1	251	212	227	345	297	318
SASH3	0	0	0	0	0	0
SASS6	104	161	147	249	241	201
SAT1	6981	6524	6373	13923	13879	12656
SAT2	426	397	423	526	430	510
SATB1	770	717	738	753	722	680
SATB2	358	404	329	343	397	349
SATL1	0	0	0	0	0	4
SAV1	565	551	489	699	704	576
SAXO1	0	0	1	0	0	0
SAXO2	56	63	43	42	35	20
SAYSD1	495	468	396	457	418	325
SBDS	1294	1311	1276	1580	1762	1416
SBF1	2122	1781	1770	609	734	724
SBF2	433	366	451	427	521	418
SBK1	114	113	133	96	105	134
SBK2	1	1	0	0	0	0
SBK3	0	0	0	0	0	0
SBNO1	581	625	648	669	676	472
SBNO2	0	0	0	0	1	0
SBSN	0	0	0	0	0	0
