gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
CFAP161	0	0	0	0	0	0
CFAP20	1014	640	1006	671	1138	837
CFAP206	25	7	8	1	25	8
CFAP20DC	16	13	46	19	19	28
CFAP221	0	5	0	0	0	0
CFAP251	1	0	6	3	2	1
CFAP298	1564	1374	1445	1119	2022	1641
CFAP298-TCP10L	103	70	80	19	64	58
CFAP299	5	3	13	0	26	17
CFAP300	20	0	0	20	8	20
CFAP36	169	98	76	149	145	40
CFAP410	41	22	59	30	52	43
CFAP418	29	19	14	7	29	17
CFAP43	3	0	1	0	0	0
CFAP44	11	22	9	5	6	20
CFAP45	0	0	1	10	17	3
CFAP46	0	0	0	0	0	2
CFAP47	0	0	0	0	1	0
CFAP52	0	0	0	0	0	2
CFAP53	0	0	0	0	0	0
CFAP54	0	0	0	0	0	0
CFAP57	7	3	3	0	0	3
CFAP58	2	0	0	0	0	0
CFAP61	11	12	12	4	3	3
CFAP65	3	2	0	0	6	0
CFAP69	9	5	25	9	14	11
CFAP70	29	18	33	13	4	15
CFAP73	0	0	0	0	0	0
CFAP74	0	0	1	0	0	0
CFAP77	2	0	0	0	0	0
CFAP91	0	0	0	0	0	0
CFAP92	0	0	0	0	0	8
CFAP97	215	160	232	103	150	131
CFAP97D1	0	0	0	0	0	1
CFAP97D2	0	0	0	0	0	0
CFAP99	0	0	0	0	0	0
CFB	0	0	0	0	0	0
CFC1	0	0	0	0	4	0
CFC1B	0	0	0	0	0	0
CFD	0	0	0	0	0	0
CFDP1	203	125	159	188	267	156
CFH	0	0	0	0	0	0
CFHR1	0	0	0	0	0	0
CFHR2	0	0	0	0	0	0
CFHR3	0	2	0	0	0	0
CFHR4	0	0	0	0	0	0
CFHR5	0	0	0	0	0	0
CFI	0	0	5	0	6	17
CFL1	2417	1114	2226	1546	951	1075
CFL2	524	432	528	282	661	381
CFLAR	242	210	212	75	203	165
CFP	0	0	0	0	0	5
CFTR	0	0	0	0	0	0
CGA	31	28	0	70	35	60
CGAS	6	0	0	4	1	0
CGB1	0	0	0	0	0	0
CGB2	0	0	0	0	0	0
CGB3	0	0	0	0	0	0
CGB5	0	0	0	0	0	0
CGB7	0	0	0	0	0	0
CGB8	0	0	0	0	0	0
CGGBP1	409	296	520	359	452	276
CGN	18	7	32	15	15	13
CGNL1	5	7	7	13	8	0
CGREF1	10	12	17	15	1	14
CGRRF1	113	91	127	58	129	25
CH25H	0	0	0	0	0	8
CHAC1	80	18	73	954	497	473
CHAC2	123	149	129	112	194	79
CHAD	0	0	0	0	0	0
CHADL	0	0	0	0	0	0
CHAF1A	323	132	289	191	309	376
CHAF1B	324	187	232	135	406	316
CHAMP1	527	439	545	701	992	586
CHAT	0	0	0	0	0	0
CHCHD1	853	697	677	428	741	717
CHCHD10	0	0	0	0	0	0
CHCHD2	4263	3381	3814	2533	3386	3165
CHCHD3	537	379	621	391	503	502
CHCHD4	613	448	548	373	498	406
CHCHD5	33	7	22	29	6	57
CHCHD6	59	52	44	78	53	29
CHCHD7	479	421	395	336	394	288
CHD1	273	157	252	193	196	250
CHD1L	313	247	371	195	310	229
CHD2	366	337	328	367	640	608
CHD3	108	44	109	99	66	90
CHD4	478	374	564	441	548	414
CHD5	0	1	0	0	0	4
CHD6	106	50	75	64	76	120
CHD7	522	410	573	224	513	311
CHD8	439	235	397	263	368	247
CHD9	162	158	170	282	271	231
CHDH	115	129	184	122	105	146
CHEK1	328	193	306	216	428	432
CHEK2	85	99	89	41	65	48
CHERP	816	654	697	574	882	678
CHFR	43	36	42	75	72	57
CHGA	0	0	0	0	0	0
CHGB	0	4	0	12	0	1
CHI3L1	0	0	0	0	0	0
CHI3L2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
CHIC1	89	66	110	86	104	52
CHIC2	115	115	179	87	155	116
CHID1	96	52	83	73	87	94
CHIT1	0	0	0	0	0	0
CHKA	241	176	277	98	253	171
CHKB	5	1	3	28	4	9
CHKB-CPT1B	24	1	19	28	6	27
CHL1	0	0	0	0	0	0
CHM	123	111	143	35	170	94
CHML	484	392	667	185	432	224
CHMP1A	208	95	256	151	136	132
CHMP1B	302	227	311	238	333	261
CHMP2A	227	144	175	137	166	161
CHMP2B	569	711	669	459	715	542
CHMP3	290	273	299	251	310	232
CHMP4A	0	0	0	0	0	0
CHMP4B	364	386	343	185	296	296
CHMP4C	254	155	167	81	230	191
CHMP5	339	271	384	122	459	214
CHMP6	117	52	71	23	35	59
CHMP7	186	126	228	105	166	198
CHN1	107	138	173	48	134	151
CHN2	30	55	61	35	137	53
CHODL	0	0	0	0	0	0
CHORDC1	0	0	0	0	0	5
CHP1	117	152	102	99	164	179
CHP2	0	3	0	0	0	0
CHPF	41	62	71	78	47	60
CHPF2	116	80	120	57	66	91
CHPT1	554	412	477	232	423	268
CHRAC1	415	170	347	266	115	157
CHRD	0	0	0	0	0	0
CHRDL1	0	0	0	0	0	0
CHRDL2	0	0	0	0	0	0
CHRFAM7A	9	9	4	5	9	4
CHRM1	0	0	0	0	0	0
CHRM2	0	0	0	0	0	0
CHRM3	0	0	0	0	1	0
CHRM4	0	0	0	0	0	0
CHRM5	0	0	0	0	0	0
CHRNA1	0	0	0	0	0	0
CHRNA10	7	3	0	0	0	0
CHRNA2	0	0	0	0	0	0
CHRNA3	0	0	9	0	0	4
CHRNA4	0	0	5	0	0	0
CHRNA5	134	99	179	110	172	108
CHRNA6	0	0	0	0	0	0
CHRNA7	0	0	0	0	4	0
CHRNA9	0	0	0	0	7	2
CHRNB1	0	0	0	0	0	0
CHRNB2	0	0	0	0	0	0
CHRNB3	0	0	0	0	0	0
CHRNB4	1	0	8	0	0	0
CHRND	0	0	0	0	0	0
CHRNE	0	0	0	0	0	0
CHRNG	0	0	0	0	0	0
CHST1	9	1	9	0	4	0
CHST10	113	61	101	144	97	146
CHST11	223	165	272	150	195	211
CHST12	273	279	250	110	172	191
CHST13	0	0	0	0	2	0
CHST14	409	258	476	164	306	205
CHST15	110	77	144	83	95	168
CHST2	25	45	19	11	24	14
CHST3	73	76	71	22	78	61
CHST4	0	2	0	0	0	0
CHST5	0	0	0	0	14	0
CHST6	0	0	0	0	0	0
CHST7	73	75	44	71	72	57
CHST8	6	3	19	7	30	0
CHST9	12	10	11	0	6	11
CHSY1	421	385	385	168	347	335
CHSY3	1	0	3	0	2	0
CHTF18	55	26	22	41	9	38
CHTF8	243	206	222	163	275	186
CHTOP	1039	766	956	930	1280	951
CHUK	157	70	137	99	175	145
CHURC1	554	309	452	336	340	421
CHURC1-FNTB	652	343	485	399	406	470
CIAO1	574	400	530	308	474	363
CIAO2A	884	783	951	479	723	552
CIAO2B	764	456	714	417	285	265
CIAO3	42	14	24	54	24	17
CIAPIN1	299	163	334	277	233	213
CIART	0	0	0	5	0	0
CIB1	121	77	95	138	91	93
CIB2	16	22	13	7	7	2
CIB3	0	0	0	0	0	0
CIB4	0	0	0	0	0	0
CIBAR1	143	118	153	107	93	137
CIBAR2	0	0	0	0	0	0
CIC	92	62	144	90	98	68
CIDEA	0	0	0	0	0	0
CIDEB	0	0	0	0	0	0
CIDEC	0	0	0	0	0	0
CIITA	0	2	6	0	0	0
CILK1	66	60	112	18	62	43
CILP	0	0	0	0	0	0
CILP2	16	10	7	9	0	20
CINP	351	241	421	314	278	354
CIP2A	125	125	202	37	143	143
CIPC	70	61	113	38	86	78
CIR1	252	200	309	188	338	333
CIRBP	668	463	482	715	908	730
CISD1	805	870	782	893	931	831
CISD2	484	511	466	348	488	455
CISD3	0	0	0	0	0	0
CISH	20	20	8	11	57	31
CIT	128	71	113	45	123	123
CITED1	204	88	115	47	70	63
CITED2	298	213	309	307	577	307
CITED4	14	20	10	17	9	6
CIZ1	128	91	106	87	66	79
CKAP2	618	635	781	408	752	627
CKAP2L	289	230	221	158	239	243
CKAP4	1485	792	1496	1267	1251	1306
CKAP5	153	143	166	130	146	94
CKB	5395	2174	4915	3639	2870	3294
CKLF	124	115	186	102	100	94
CKLF-CMTM1	154	154	243	186	166	124
CKM	0	0	0	0	1	0
CKMT1A	17	7	38	32	47	42
CKMT1B	14	1	17	0	15	22
CKMT2	0	0	0	0	0	0
CKS1B	264	316	290	116	234	146
CKS2	1528	1173	1680	720	1397	844
CLASP1	129	54	107	34	113	85
CLASP2	262	153	188	146	282	236
CLASRP	17	10	15	3	35	49
CLBA1	26	9	32	41	20	14
CLC	0	0	0	0	0	0
CLCA1	0	0	0	0	0	0
CLCA2	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0
CLCC1	182	97	147	104	208	147
CLCF1	0	0	0	4	0	0
CLCN1	0	0	0	0	0	0
CLCN2	32	24	26	2	43	10
CLCN3	123	126	252	51	157	128
CLCN4	0	0	0	0	0	0
CLCN5	101	84	87	89	66	54
CLCN6	27	29	22	14	43	74
CLCN7	25	13	35	17	14	24
CLCNKA	0	0	0	0	0	0
CLCNKB	0	0	0	0	0	4
CLDN1	27	16	42	66	5	24
CLDN10	0	0	0	0	0	0
CLDN11	0	0	0	0	0	0
CLDN12	130	74	89	36	94	65
CLDN14	0	0	0	0	0	0
CLDN15	94	56	94	119	92	71
CLDN16	0	0	0	0	0	0
CLDN17	0	0	0	0	0	0
CLDN18	0	0	0	0	0	0
CLDN19	6	0	3	0	0	0
CLDN2	0	0	0	0	0	0
CLDN20	0	0	0	0	0	0
CLDN22	0	0	0	0	0	0
CLDN23	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0
CLDN3	0	3	5	0	0	0
CLDN34	0	0	0	0	0	0
CLDN4	0	0	5	0	0	0
CLDN5	0	0	0	0	0	0
CLDN6	0	0	0	0	0	0
CLDN7	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0
CLDN9	0	0	0	0	0	0
CLDND1	192	94	149	91	143	127
CLDND2	0	6	0	12	1	0
CLEC10A	0	0	0	0	0	0
CLEC11A	66	25	36	48	25	21
CLEC12A	0	0	0	0	0	0
CLEC12B	0	0	0	0	0	0
CLEC14A	0	0	0	0	0	0
CLEC16A	72	48	66	68	52	39
CLEC17A	0	0	0	0	0	0
CLEC18A	0	0	0	0	0	0
CLEC18B	0	0	0	0	0	0
CLEC18C	0	0	0	0	0	0
CLEC19A	0	0	0	0	0	0
CLEC1A	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
CLEC20A	0	0	0	0	0	0
CLEC2A	0	1	0	0	0	0
CLEC2B	0	0	0	0	0	0
CLEC2D	19	31	44	2	18	13
CLEC2L	0	0	0	0	0	0
CLEC3A	0	0	1	0	0	0
CLEC3B	0	0	0	0	0	0
CLEC4A	5	2	0	0	0	8
CLEC4C	0	0	0	0	0	0
CLEC4D	0	0	0	0	0	0
CLEC4E	0	0	0	0	0	0
CLEC4F	0	0	0	0	4	0
CLEC4G	0	0	0	0	0	0
CLEC4M	0	0	0	0	0	0
CLEC5A	0	0	0	0	0	0
CLEC6A	0	0	0	0	0	0
CLEC7A	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0
CLGN	10	19	18	10	17	14
CLHC1	24	6	33	0	6	16
CLIC1	0	0	0	0	0	0
CLIC2	0	0	0	0	0	0
CLIC3	0	0	0	0	0	0
CLIC4	271	190	250	319	553	482
CLIC5	8	10	3	0	5	4
CLIC6	0	0	0	0	0	0
CLINT1	676	488	651	444	643	416
CLIP1	252	257	227	192	361	269
CLIP2	0	0	0	0	0	0
CLIP3	0	0	0	0	0	0
CLIP4	38	30	55	52	46	16
CLK1	81	93	93	99	122	86
CLK2	0	0	0	0	0	0
CLK3	116	60	140	95	121	125
CLK4	128	73	85	130	147	145
CLMN	59	22	43	15	22	25
CLMP	22	36	39	4	57	58
CLN3	109	37	117	49	59	21
CLN5	138	113	135	59	129	100
CLN6	151	101	115	82	85	79
CLN8	0	0	0	0	0	0
CLNK	4	0	0	0	2	0
CLNS1A	867	642	802	492	837	611
CLOCK	112	80	124	102	122	92
CLP1	189	126	181	180	119	126
CLPB	177	193	297	99	224	156
CLPP	347	176	236	254	212	222
CLPS	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0
CLPSL2	4	0	0	0	0	0
CLPTM1	35	26	40	19	16	31
CLPTM1L	542	376	663	505	468	406
CLPX	145	112	119	49	182	71
CLRN1	0	0	0	0	0	0
CLRN2	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0
CLSPN	195	133	193	188	186	180
CLSTN1	302	175	212	197	153	188
CLSTN2	2	0	0	0	3	3
CLSTN3	0	0	0	0	0	0
CLTA	667	583	674	548	575	536
CLTB	187	101	187	112	109	78
CLTC	886	836	962	713	959	746
CLTCL1	39	30	46	4	40	31
CLTRN	9	5	1	0	4	8
CLU	34	17	38	62	48	23
CLUAP1	257	217	195	264	429	241
CLUH	398	279	351	246	284	240
CLUL1	3	0	0	0	0	15
CLVS1	0	0	0	0	0	0
CLVS2	3	5	2	10	5	3
CLYBL	4	6	9	17	25	19
CMA1	0	0	0	0	0	0
CMAS	371	353	402	252	456	306
CMBL	320	217	240	73	170	135
CMC1	132	88	135	181	122	121
CMC2	587	349	545	270	354	308
CMC4	73	54	41	14	34	48
CMIP	304	150	330	205	300	232
CMKLR1	0	0	0	0	0	0
CMKLR2	0	0	0	0	0	0
CMPK1	234	207	310	120	273	218
CMPK2	12	7	0	6	5	8
CMSS1	274	284	236	156	215	172
CMTM1	0	0	0	23	0	0
CMTM2	0	0	0	0	0	0
CMTM3	270	288	276	176	184	114
CMTM4	209	143	239	256	250	110
CMTM5	0	0	0	0	0	0
CMTM6	730	437	719	382	420	404
CMTM7	156	119	198	69	40	52
CMTM8	262	188	269	166	202	139
CMTR1	159	70	109	61	81	64
CMTR2	0	0	0	0	0	0
CMYA5	0	0	0	0	8	5
CNBD1	0	1	0	0	0	0
CNBD2	88	54	96	62	58	62
CNBP	1021	1233	1179	782	1470	849
CNDP1	0	0	0	0	0	0
CNDP2	254	183	201	213	215	209
CNEP1R1	107	48	241	41	103	46
CNFN	34	0	32	9	22	17
CNGA1	0	0	0	0	0	0
CNGA2	0	0	0	0	0	0
CNGA3	0	0	0	0	0	0
CNGA4	0	0	0	0	0	0
CNGB1	9	9	5	0	10	6
CNGB3	0	0	0	0	1	6
CNIH1	447	478	526	213	608	452
CNIH2	9	0	5	0	0	5
CNIH3	97	64	83	126	68	57
CNIH4	1339	1081	1288	862	1191	938
CNKSR1	5	4	0	0	4	6
CNKSR2	0	0	0	13	0	0
CNKSR3	237	93	200	95	199	157
CNMD	0	0	0	0	0	0
CNN1	0	10	4	7	14	12
CNN2	432	180	371	444	168	288
CNN3	805	431	772	504	734	593
CNNM1	169	108	100	146	122	127
CNNM2	102	100	119	60	161	104
CNNM3	192	78	173	139	149	93
CNNM4	128	121	133	82	83	139
CNOT1	356	315	422	359	370	231
CNOT10	229	171	233	274	345	285
CNOT11	192	201	253	178	276	196
CNOT2	592	577	644	469	875	639
CNOT3	0	0	0	0	0	0
CNOT4	234	209	191	167	316	229
CNOT6	354	246	307	131	245	241
CNOT6L	358	291	299	165	274	218
CNOT7	1155	897	1271	594	986	625
CNOT8	412	311	454	341	523	436
CNOT9	598	359	709	370	459	424
CNP	454	282	453	337	318	341
CNPPD1	108	36	55	80	15	59
CNPY1	38	28	51	11	10	33
CNPY2	794	577	657	443	560	585
CNPY3	37	8	31	103	33	34
CNPY4	54	62	44	14	45	61
CNR1	6	0	0	0	0	1
CNR2	0	0	0	0	0	0
CNRIP1	91	56	67	35	28	32
CNST	45	60	42	57	90	55
CNTD1	0	0	0	0	0	4
CNTF	9	2	6	0	9	1
CNTFR	0	0	0	14	0	0
CNTLN	157	99	100	31	143	124
CNTN1	38	11	41	3	9	20
CNTN2	0	0	0	0	0	0
CNTN3	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0
CNTN5	0	7	14	0	3	0
CNTN6	0	0	1	0	0	0
CNTNAP1	6	11	0	0	4	7
CNTNAP2	0	0	0	0	0	0
CNTNAP3	13	13	10	26	47	22
CNTNAP3B	26	2	35	0	46	25
CNTNAP4	0	0	0	0	0	0
CNTNAP5	0	0	0	0	0	0
CNTRL	101	84	87	78	124	142
CNTROB	79	17	82	25	63	55
COA1	550	399	494	345	491	410
COA3	455	329	523	328	299	282
COA4	614	563	700	414	541	447
COA5	160	82	136	77	177	112
COA6	1246	815	1069	688	1246	946
COA7	640	469	607	581	857	628
COA8	338	208	265	245	268	177
COASY	234	194	271	231	143	196
COBL	44	97	80	32	33	51
COBLL1	87	69	102	42	147	61
COCH	464	492	486	546	584	630
COG1	167	94	168	215	210	179
COG2	143	99	171	147	200	139
COG3	40	29	31	43	83	38
COG4	76	36	61	89	70	88
COG5	0	0	0	0	0	0
COG6	132	96	130	59	212	113
COG7	150	48	128	47	152	130
COG8	1154	1008	1452	1172	1553	1485
COIL	339	348	452	296	314	335
COL10A1	0	0	0	0	0	0
COL11A1	10	0	0	2	0	7
COL11A2	0	0	0	0	0	0
COL12A1	0	0	0	0	0	0
COL13A1	11	3	14	2	25	6
COL14A1	41	40	46	53	48	55
COL15A1	0	0	0	0	0	0
COL16A1	0	0	0	0	0	0
COL17A1	0	0	0	0	0	0
COL18A1	11	12	17	11	4	0
COL19A1	15	16	31	27	33	21
COL1A1	26	19	19	6	18	44
COL1A2	0	0	0	0	0	0
COL20A1	0	0	0	0	0	0
COL21A1	11	16	0	11	3	8
COL22A1	0	0	0	0	0	0
COL23A1	0	0	0	9	5	0
COL24A1	7	0	0	0	4	0
COL25A1	26	18	28	23	42	17
COL26A1	0	0	0	0	0	0
COL27A1	44	16	39	29	35	21
COL28A1	0	0	0	0	0	0
COL2A1	81	64	57	27	25	32
COL3A1	3	0	0	0	0	0
COL4A1	52	37	35	0	64	16
COL4A2	93	60	87	33	70	96
COL4A3	0	4	0	0	0	1
COL4A4	50	7	31	0	20	2
COL4A5	32	29	58	24	80	46
COL4A6	0	1	0	6	0	0
COL5A1	51	28	45	59	25	29
COL5A2	1	1	8	21	1	0
COL5A3	0	0	0	0	0	0
COL6A1	21	19	51	35	46	9
COL6A2	1	2	6	21	1	10
COL6A3	0	0	0	0	0	0
COL6A5	0	0	0	0	0	0
COL6A6	0	0	0	0	0	0
COL7A1	0	0	0	0	0	0
COL8A1	0	0	0	0	0	0
COL8A2	0	0	0	0	1	3
COL9A1	0	0	0	0	7	0
COL9A2	0	0	3	0	0	2
COL9A3	18	4	10	24	4	18
COLCA2	0	0	0	0	0	0
COLEC10	0	0	0	0	0	0
COLEC11	1	0	0	0	9	20
COLEC12	57	32	75	13	35	38
COLGALT1	288	143	264	268	145	170
COLGALT2	14	7	31	1	39	10
COLQ	34	9	18	2	22	21
COMMD1	117	85	166	78	194	132
COMMD10	123	71	98	102	188	185
COMMD2	365	295	360	218	405	228
COMMD3	238	197	326	162	200	206
COMMD3-BMI1	152	127	123	60	164	70
COMMD4	384	189	238	310	207	210
COMMD5	397	218	275	349	304	251
COMMD6	697	436	527	348	434	303
COMMD7	180	112	151	127	90	87
COMMD8	203	178	129	105	154	160
COMMD9	72	75	81	30	63	74
COMP	0	0	0	0	0	0
COMT	964	574	812	415	682	543
COMTD1	58	76	68	65	87	81
COP1	344	236	248	138	254	211
COPA	218	134	180	202	265	216
COPB1	263	208	212	198	265	164
COPB2	340	286	341	261	475	434
COPE	41	25	24	29	25	26
COPG1	46	34	60	33	98	41
COPG2	7	1	17	0	0	3
COPRS	1002	633	1003	682	689	564
COPS2	400	384	408	357	417	413
COPS3	732	637	748	739	979	699
COPS4	231	128	151	76	224	190
COPS5	232	134	151	145	294	213
COPS6	243	202	285	120	226	201
COPS7A	415	272	382	297	393	436
COPS7B	217	105	223	104	193	171
COPS8	333	329	379	144	384	331
COPS9	726	757	721	313	637	515
COPZ1	229	182	268	134	140	184
COPZ2	0	0	0	0	0	0
COQ10A	107	90	90	63	105	126
COQ10B	245	176	186	184	254	200
COQ2	78	122	141	121	157	132
COQ3	143	140	142	103	220	147
COQ4	339	286	387	262	355	294
COQ5	98	116	133	26	154	112
COQ6	94	100	47	46	41	61
COQ7	203	107	220	114	226	127
COQ8A	145	178	168	150	229	188
COQ8B	54	18	30	15	34	45
COQ9	239	176	186	190	177	188
CORIN	0	0	0	0	0	0
CORO1A	0	0	0	0	0	0
CORO1B	188	108	159	233	74	149
CORO1C	361	413	330	282	426	304
CORO2A	40	67	50	13	56	28
CORO2B	7	13	20	7	2	0
CORO6	0	8	9	0	0	1
CORO7	0	2	0	0	0	1
CORO7-PAM16	0	2	0	0	6	3
CORT	25	20	24	45	13	29
COTL1	192	176	185	130	155	142
COX10	284	239	353	285	377	361
COX11	416	382	286	277	362	213
COX14	459	298	350	331	349	244
COX15	326	185	252	207	203	229
COX16	324	365	341	219	267	213
COX17	366	297	323	174	291	240
COX18	120	63	82	54	125	79
COX19	497	342	485	415	698	580
COX20	229	234	279	194	347	230
COX4I1	1513	921	1125	997	823	915
COX4I2	0	0	0	0	0	0
COX5A	1650	1373	1421	881	1206	1237
COX5B	675	368	583	295	381	381
COX6A1	1018	782	849	752	897	776
COX6A2	0	0	0	0	0	0
COX6B1	1130	481	1103	586	483	517
COX6B2	0	0	0	0	0	0
COX6C	544	460	490	327	461	343
COX7A1	0	0	0	0	0	0
COX7A2	681	467	546	528	543	556
COX7A2L	527	317	444	324	359	319
COX7B	720	677	804	648	714	661
COX7B2	0	0	0	0	0	0
COX7C	576	559	506	399	465	427
COX8A	2594	1345	2123	1294	1178	1279
COX8C	0	0	0	0	0	0
CP	0	0	0	0	0	0
CPA1	0	0	0	0	0	0
CPA2	0	0	0	0	0	0
CPA3	0	0	0	0	0	0
CPA4	0	0	0	0	4	0
CPA5	0	0	0	0	0	0
CPA6	0	0	0	0	0	0
CPAMD8	0	0	0	0	0	0
CPB1	0	0	0	0	0	0
CPB2	0	0	0	0	0	0
CPD	197	136	147	143	100	176
CPE	152	216	196	127	236	166
CPEB1	0	0	0	0	0	0
CPEB2	25	4	27	74	44	21
CPEB3	70	67	63	43	66	71
CPEB4	355	220	324	174	300	247
CPED1	2	5	0	0	12	0
CPHXL	0	0	0	0	0	0
CPLANE1	223	190	184	246	205	231
CPLANE2	11	4	30	37	7	37
CPLX1	8	1	18	0	4	19
CPLX2	0	0	1	0	1	0
CPLX3	0	0	0	0	0	0
CPLX4	0	0	0	0	0	0
CPM	69	33	67	3	42	22
CPN1	0	0	0	0	0	1
CPN2	0	0	0	0	0	0
CPNE1	158	62	208	186	59	130
CPNE2	57	24	57	20	32	14
CPNE3	197	154	173	46	86	114
CPNE4	0	0	0	0	0	0
CPNE5	0	0	1	0	0	10
CPNE6	0	0	0	0	0	0
CPNE7	0	0	0	0	0	0
CPNE8	57	47	51	76	47	58
CPNE9	13	0	0	0	0	0
CPO	0	0	0	0	0	0
CPOX	118	52	76	73	109	70
CPPED1	95	72	66	28	94	24
CPQ	3	4	0	6	0	0
CPS1	11	10	0	0	0	0
CPSF1	0	0	0	0	0	0
CPSF2	454	338	449	293	389	318
CPSF3	159	175	144	139	191	179
CPSF4	341	242	393	181	280	277
CPSF4L	0	0	0	0	0	0
CPSF6	651	397	440	314	464	401
CPSF7	494	201	485	470	521	443
CPT1A	54	50	77	56	75	43
CPT1B	49	22	56	0	18	28
CPT1C	0	0	0	0	0	0
CPT2	306	265	203	270	381	303
CPTP	225	103	165	83	41	144
CPVL	34	51	72	41	134	61
CPXCR1	0	0	0	0	0	0
CPXM1	0	0	0	0	0	0
CPXM2	0	0	0	0	0	0
CPZ	0	0	0	0	0	0
CR1	0	0	0	0	0	0
CR1L	0	0	0	0	2	0
CR2	11	11	0	27	3	16
CRABP1	0	0	0	0	0	0
CRABP2	71	48	49	71	47	47
CRACD	25	21	52	5	43	13
CRACDL	24	1	3	0	4	0
CRACR2A	36	10	31	26	18	14
CRACR2B	0	0	0	0	0	0
CRADD	67	69	75	28	58	56
CRAMP1	233	191	217	197	315	204
CRAT	29	13	4	0	1	1
CRB1	0	0	0	0	0	0
CRB2	0	0	0	0	0	0
CRB3	5	0	0	0	0	0
CRBN	303	229	254	284	341	292
CRCP	439	397	499	533	542	478
CRCT1	0	0	0	0	0	0
CREB1	365	247	261	225	385	280
CREB3	88	88	87	63	62	82
CREB3L1	4	0	0	0	0	0
CREB3L2	245	181	181	326	556	450
CREB3L3	0	0	0	0	0	0
CREB3L4	5	39	28	17	54	9
CREB5	204	197	245	251	215	245
CREBBP	717	588	524	465	901	694
CREBL2	194	140	177	200	186	150
CREBRF	117	84	137	149	215	125
CREBZF	618	606	731	505	763	633
CREG1	256	194	240	108	374	283
CREG2	3	3	0	0	5	0
CRELD1	14	23	22	114	70	81
CRELD2	143	112	170	601	657	704
CREM	193	225	232	208	208	150
CRH	0	0	0	0	0	0
CRHBP	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0
CRHR2	0	0	0	0	0	0
CRIM1	228	137	208	120	220	109
CRIP1	0	0	0	0	0	0
CRIP2	23	3	9	42	18	7
CRIP3	3	4	3	2	1	2
CRIPT	135	173	201	107	171	140
CRISP1	0	0	0	0	0	0
CRISP2	0	0	0	0	0	0
CRISP3	0	0	0	0	0	0
CRISPLD1	20	70	24	53	7	22
CRISPLD2	5	3	11	0	15	1
CRK	9	5	3	10	2	2
CRKL	589	530	682	607	699	608
CRLF1	2	0	9	0	5	12
CRLF2	0	0	0	0	0	0
CRLF3	225	177	287	186	241	210
CRLS1	350	286	314	173	306	262
CRMP1	16	20	27	41	36	29
CRNKL1	344	292	297	117	445	277
CRNN	0	0	0	0	0	0
CROCC	74	74	64	2	18	31
CROCC2	0	0	0	0	0	0
CROT	40	56	24	76	62	39
CRP	0	0	0	0	0	0
CRPPA	4	3	21	19	5	7
CRTAC1	0	0	0	0	4	0
CRTAM	0	0	0	0	0	0
CRTAP	238	104	212	162	138	100
CRTC1	16	10	1	38	5	16
CRTC2	115	83	164	83	132	99
CRTC3	364	296	308	277	195	166
CRX	0	0	0	0	0	0
CRY1	205	126	190	114	190	167
CRY2	20	30	23	20	29	27
CRYAA	0	0	0	0	0	0
CRYAA2	0	0	0	0	0	0
CRYAB	0	0	0	0	4	0
CRYBA1	0	0	0	0	0	0
CRYBA2	0	0	7	0	0	0
CRYBA4	0	0	0	0	0	0
CRYBB1	0	0	0	0	0	0
CRYBB2	0	0	0	0	0	0
CRYBB3	0	0	0	0	0	0
CRYBG1	0	0	16	0	2	0
CRYBG2	31	12	21	26	39	19
CRYBG3	18	2	8	7	11	13
CRYGA	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0
CRYGD	0	0	0	0	0	0
CRYGN	0	0	0	0	0	0
CRYGS	0	0	0	0	0	0
CRYL1	63	38	65	68	54	43
CRYM	0	2	0	0	0	0
CRYZ	114	85	140	151	149	113
CRYZL1	319	311	375	208	366	324
CS	420	294	456	303	279	327
CSAD	12	5	7	0	0	11
CSAG1	0	0	0	0	0	0
CSAG2	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0
CSDC2	0	0	0	0	3	0
CSDE1	3396	2793	3008	1745	2546	1956
CSE1L	844	513	679	531	848	564
CSF1	17	10	17	22	18	15
CSF1R	0	0	0	0	0	0
CSF2	0	0	0	0	0	0
CSF2RA	0	0	0	0	0	0
CSF2RB	0	0	0	0	0	0
CSF3	0	0	0	0	0	0
CSF3R	0	0	0	0	0	0
CSGALNACT1	4	0	0	0	0	0
CSGALNACT2	80	105	96	48	123	83
CSH1	0	0	0	0	0	0
CSH2	0	0	0	0	0	0
CSHL1	0	0	0	0	0	0
CSK	208	165	310	119	77	88
CSKMT	3	2	36	7	8	3
CSMD1	0	0	0	0	0	0
CSMD2	0	0	0	0	0	0
CSMD3	0	0	0	0	0	0
CSN1S1	0	0	0	0	0	0
