gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
TMEM169	0	0	3	0	0	1
TMEM17	73	37	32	47	70	38
TMEM170A	450	306	399	215	607	418
TMEM170B	123	100	75	25	37	69
TMEM171	28	16	11	5	19	3
TMEM174	0	0	0	0	0	0
TMEM175	23	8	5	3	5	7
TMEM176A	0	0	0	0	0	0
TMEM176B	6	0	0	0	0	1
TMEM177	228	223	326	153	269	221
TMEM178A	0	0	0	0	0	0
TMEM178B	143	118	137	81	147	137
TMEM179	0	0	0	0	0	0
TMEM179B	215	103	258	104	138	125
TMEM18	379	160	351	315	418	314
TMEM181	188	111	176	129	178	123
TMEM182	55	45	32	44	31	40
TMEM183A	71	104	93	90	53	73
TMEM184A	0	0	1	0	9	5
TMEM184B	287	183	297	130	206	185
TMEM184C	354	243	375	165	420	246
TMEM185A	35	49	75	32	38	60
TMEM185B	219	268	221	230	308	202
TMEM186	342	236	309	210	365	388
TMEM187	2	28	44	11	40	25
TMEM19	212	204	177	80	141	132
TMEM190	0	0	0	0	0	0
TMEM191B	0	0	0	0	0	0
TMEM191C	0	0	0	0	0	0
TMEM192	221	216	297	222	281	296
TMEM196	0	0	0	0	0	0
TMEM198	25	1	18	30	31	15
TMEM199	403	319	400	236	403	256
TMEM200A	0	0	0	0	0	0
TMEM200B	0	0	1	8	7	3
TMEM200C	102	39	104	65	67	33
TMEM201	381	167	347	438	239	264
TMEM202	0	0	0	0	0	0
TMEM203	802	707	846	525	585	577
TMEM204	3	0	0	0	0	0
TMEM205	105	27	64	33	40	36
TMEM207	0	0	0	0	0	0
TMEM208	230	155	264	181	265	274
TMEM209	104	111	82	87	81	51
TMEM210	0	0	0	0	0	0
TMEM211	0	0	0	0	0	0
TMEM212	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0
TMEM214	62	63	92	142	143	73
TMEM215	0	0	0	0	0	0
TMEM216	182	86	275	187	212	186
TMEM217	6	11	31	9	30	18
TMEM218	130	105	144	41	101	76
TMEM219	58	50	51	56	26	18
TMEM220	14	10	16	0	19	6
TMEM221	25	10	26	1	18	6
TMEM222	61	36	70	48	32	49
TMEM223	1020	1007	845	683	833	856
TMEM225	0	0	0	0	0	0
TMEM225B	3	0	0	0	3	11
TMEM229A	81	45	13	16	36	11
TMEM229B	1	0	4	0	5	2
TMEM230	347	279	411	241	321	272
TMEM231	65	42	60	52	92	71
TMEM232	0	5	0	0	0	3
TMEM233	0	0	0	0	0	0
TMEM234	34	29	46	38	45	18
TMEM235	0	0	0	0	0	0
TMEM236	0	0	4	0	0	0
TMEM237	81	98	92	29	67	46
TMEM238	16	4	2	10	3	0
TMEM238L	0	0	0	0	0	0
TMEM239	0	0	0	0	0	0
TMEM240	1	0	5	0	0	0
TMEM241	73	33	93	20	61	85
TMEM242	300	208	300	159	364	311
TMEM243	214	121	257	144	246	195
TMEM244	0	0	0	0	0	0
TMEM245	417	310	339	237	455	361
TMEM248	380	170	396	254	173	175
TMEM249	0	0	0	0	0	0
TMEM25	57	97	52	39	83	62
TMEM250	588	214	686	364	217	203
TMEM251	0	0	0	0	0	0
TMEM252	0	0	0	0	0	0
TMEM253	0	0	1	0	1	2
TMEM254	99	82	133	92	97	64
TMEM255A	7	0	16	0	5	0
TMEM255B	8	4	4	1	0	0
TMEM256	1	5	7	0	1	0
TMEM256-PLSCR3	0	0	0	0	0	0
TMEM258	812	470	675	644	605	601
TMEM259	231	288	345	228	293	227
TMEM26	0	0	1	0	0	0
TMEM260	62	23	20	17	52	52
TMEM262	0	0	0	0	0	0
TMEM263	355	270	321	254	304	282
TMEM265	26	5	21	6	7	9
TMEM266	0	0	0	0	0	0
TMEM267	82	76	116	114	114	125
TMEM268	115	77	104	87	162	140
TMEM269	0	1	1	0	11	4
TMEM270	0	0	0	0	0	0
TMEM271	48	20	21	33	34	14
TMEM272	0	0	0	0	0	0
TMEM273	0	0	1	0	0	0
TMEM275	0	0	0	0	0	0
TMEM30A	238	232	323	203	370	286
TMEM30B	0	0	0	0	0	0
TMEM31	0	0	0	0	0	0
TMEM33	323	204	349	205	373	224
TMEM35A	0	0	0	0	0	0
TMEM35B	268	173	189	171	231	267
TMEM37	31	11	16	24	2	1
TMEM38A	37	29	23	8	13	20
TMEM38B	144	92	196	115	176	125
TMEM39A	142	78	106	187	231	174
TMEM39B	224	168	223	84	264	172
TMEM40	0	0	0	0	6	0
TMEM41A	497	406	388	278	461	282
TMEM41B	225	217	216	343	434	304
TMEM42	0	0	0	0	0	0
TMEM43	482	252	449	261	605	339
TMEM44	45	4	19	38	14	23
TMEM45A	40	50	47	36	34	17
TMEM45B	0	0	0	0	0	0
TMEM47	0	0	0	0	2	0
TMEM50A	898	693	879	453	669	635
TMEM50B	0	0	0	0	1	0
TMEM51	163	157	259	246	309	290
TMEM52	1	0	5	11	9	0
TMEM52B	0	6	0	0	0	0
TMEM53	46	39	4	12	25	57
TMEM54	18	0	13	1	3	0
TMEM59	600	410	438	308	549	423
TMEM59L	12	4	10	1	0	2
TMEM60	266	280	228	105	269	157
TMEM61	0	0	0	0	0	0
TMEM62	59	21	42	54	37	60
TMEM63A	26	23	7	20	18	11
TMEM63B	6	13	18	12	23	10
TMEM63C	3	11	6	6	7	3
TMEM64	166	140	253	127	146	83
TMEM65	134	163	181	69	156	92
TMEM67	76	36	45	59	42	73
TMEM68	146	102	152	75	140	138
TMEM69	405	179	474	263	293	310
TMEM70	718	621	819	402	770	561
TMEM71	0	0	0	0	0	0
TMEM72	0	0	0	0	0	0
TMEM74	80	50	81	42	53	19
TMEM74B	39	14	3	28	5	0
TMEM79	15	1	23	2	30	21
TMEM80	102	57	99	72	103	100
TMEM81	37	7	18	8	9	3
TMEM82	0	0	0	0	0	0
TMEM86A	33	10	14	45	21	32
TMEM86B	2	3	17	2	17	1
TMEM87A	770	591	667	737	868	880
TMEM87B	43	27	46	12	44	52
TMEM88	0	0	0	0	0	0
TMEM88B	0	0	0	0	0	0
TMEM89	0	0	0	0	0	0
TMEM8B	8	4	3	1	5	5
TMEM9	478	278	397	200	281	257
TMEM91	0	5	0	0	0	7
TMEM92	7	0	2	0	0	0
TMEM94	56	19	61	42	27	22
TMEM95	0	0	0	0	0	0
TMEM97	2170	1421	2037	1467	1882	1838
TMEM98	212	163	278	142	129	149
TMEM9B	103	87	159	28	97	110
TMF1	93	156	117	119	172	138
TMIE	0	0	0	0	0	0
TMIGD1	0	0	0	0	0	0
TMIGD2	0	0	0	0	0	0
TMIGD3	0	0	0	0	0	0
TMLHE	0	0	0	0	0	0
TMOD1	36	16	9	5	11	15
TMOD2	41	50	25	20	32	17
TMOD3	124	106	132	86	167	140
TMOD4	4	35	30	26	5	13
TMPO	1638	1321	1631	1023	1663	1331
TMPPE	0	6	6	8	18	6
TMPRSS11A	0	0	0	0	0	0
TMPRSS11B	0	0	0	0	0	0
TMPRSS11D	0	0	0	0	0	0
TMPRSS11E	0	0	0	0	0	0
TMPRSS11F	0	0	0	0	0	0
TMPRSS12	0	0	0	0	0	0
TMPRSS13	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	0
TMPRSS2	0	0	0	0	0	0
TMPRSS3	0	0	0	0	0	0
TMPRSS4	0	0	0	0	0	0
TMPRSS5	6	4	0	0	0	5
TMPRSS6	0	0	0	0	0	0
TMPRSS7	0	0	0	0	0	0
TMPRSS9	0	0	0	0	0	0
TMSB10	792	350	890	447	313	349
TMSB15A	86	57	60	27	21	5
TMSB15B	0	0	0	0	0	0
TMSB4X	13	31	46	47	30	13
TMSB4Y	0	0	0	0	0	0
TMTC1	216	139	194	65	160	79
TMTC2	49	90	68	20	56	51
TMTC3	406	451	587	320	543	355
TMTC4	84	116	141	32	88	71
TMUB1	71	34	26	34	43	41
TMUB2	150	61	170	104	49	46
TMX1	318	221	359	329	271	251
TMX2	278	154	305	224	333	276
TMX3	128	122	129	87	252	123
TMX4	186	239	185	210	266	177
TNC	0	0	0	13	0	1
TNF	0	0	0	0	0	0
TNFAIP1	445	323	321	183	432	332
TNFAIP2	5	0	0	0	6	1
TNFAIP3	17	44	28	27	55	27
TNFAIP6	0	0	0	0	0	0
TNFAIP8	264	281	305	286	387	357
TNFAIP8L1	3	2	2	0	11	9
TNFAIP8L2	0	0	0	0	0	0
TNFAIP8L3	42	15	9	0	16	38
TNFRSF10A	0	0	0	0	0	0
TNFRSF10B	660	532	646	582	576	542
TNFRSF10C	0	0	0	0	0	0
TNFRSF10D	398	319	390	111	183	127
TNFRSF11A	58	38	51	19	41	43
TNFRSF11B	0	0	0	0	0	0
TNFRSF12A	136	141	126	192	249	223
TNFRSF13B	0	0	0	0	0	0
TNFRSF13C	9	4	14	7	8	11
TNFRSF14	0	0	0	0	0	0
TNFRSF17	0	0	0	0	0	0
TNFRSF18	0	0	0	0	0	0
TNFRSF19	32	10	18	14	21	9
TNFRSF1A	151	136	182	148	132	184
TNFRSF1B	10	2	0	0	0	0
TNFRSF21	182	105	187	101	117	97
TNFRSF25	7	6	6	0	0	4
TNFRSF4	0	0	0	0	0	0
TNFRSF6B	22	15	11	0	41	5
TNFRSF8	0	8	14	0	1	2
TNFRSF9	3	0	5	12	2	17
TNFSF10	0	0	0	0	1	2
TNFSF11	0	0	0	0	0	0
TNFSF12	6	3	5	0	0	0
TNFSF12-TNFSF13	0	0	0	0	0	0
TNFSF13	0	0	0	0	0	0
TNFSF13B	2	0	0	0	0	5
TNFSF14	0	0	0	0	0	0
TNFSF15	0	0	0	0	0	0
TNFSF18	0	0	0	0	0	0
TNFSF4	0	0	0	0	0	0
TNFSF8	0	0	0	0	0	0
TNFSF9	47	48	39	26	38	52
TNIK	229	188	142	159	214	175
TNIP1	126	54	154	41	103	90
TNIP2	300	199	196	161	173	182
TNIP3	0	0	0	0	0	0
TNK1	0	0	0	0	0	0
TNK2	105	48	76	17	81	67
TNKS	8	1	3	26	0	13
TNKS1BP1	30	3	31	14	14	16
TNKS2	77	32	129	62	90	73
TNMD	1	0	0	0	0	0
TNN	0	0	0	0	0	0
TNNC1	4	0	0	0	0	0
TNNC2	0	0	4	13	0	0
TNNI1	0	0	0	0	0	0
TNNI2	0	0	0	0	0	0
TNNI3	35	19	21	5	19	8
TNNI3K	0	0	0	0	0	0
TNNT1	6	8	12	0	1	10
TNNT2	0	0	0	0	0	0
TNNT3	0	0	0	0	0	0
TNP1	0	0	0	0	0	0
TNP2	0	0	0	0	0	0
TNPO1	1021	937	1095	846	1226	843
TNPO2	562	231	428	401	312	312
TNPO3	494	497	467	475	651	524
TNR	0	0	0	0	0	0
TNRC18	191	136	266	135	216	177
TNRC6A	9	7	12	1	3	11
TNRC6B	766	458	753	468	769	562
TNRC6C	651	385	499	319	532	394
TNS1	14	1	3	1	10	0
TNS2	14	22	16	13	11	4
TNS3	24	24	45	39	32	14
TNS4	0	0	0	0	0	0
TNXB	0	0	0	0	0	0
TOB1	348	205	359	152	284	129
TOB2	544	344	453	322	560	304
TOE1	524	422	490	1042	1080	1068
TOGARAM1	129	70	156	117	86	96
TOGARAM2	0	2	0	0	19	0
TOLLIP	132	130	178	112	94	124
TOM1	66	29	32	23	40	39
TOM1L1	159	102	125	97	192	156
TOM1L2	113	46	124	85	63	97
TOMM20	2394	1940	2304	1565	2429	1973
TOMM20L	0	0	5	0	0	1
TOMM22	1496	1125	1209	694	913	921
TOMM34	390	283	380	267	319	336
TOMM40	456	317	451	366	456	276
TOMM40L	353	253	307	198	361	219
TOMM5	1408	1184	1469	791	1032	832
TOMM6	2546	1698	2486	1790	1844	1846
TOMM7	908	773	873	488	507	527
TOMM70	533	355	610	447	552	515
TOMT	0	0	0	0	0	0
TONSL	0	0	0	0	0	0
TOP1	714	645	800	519	733	735
TOP1MT	63	103	89	111	81	47
TOP2A	449	314	502	205	394	282
TOP2B	194	125	124	91	128	103
TOP3A	0	0	2	0	3	10
TOP3B	7	0	0	0	0	4
TOPAZ1	0	0	0	0	0	0
TOPBP1	208	268	301	172	241	231
TOPORS	386	282	289	202	442	390
TOR1A	458	386	544	482	459	381
TOR1AIP1	296	251	235	242	432	241
TOR1AIP2	846	643	809	662	704	627
TOR1B	110	113	122	98	224	111
TOR2A	58	9	36	45	39	26
TOR3A	274	185	176	70	200	125
TOR4A	19	10	28	13	5	18
TOX	0	0	0	0	1	0
TOX2	204	97	156	92	105	150
TOX3	58	29	32	0	24	10
TOX4	169	204	201	215	220	216
TP53	293	115	279	184	116	171
TP53AIP1	0	0	0	0	0	0
TP53BP1	69	78	74	39	97	111
TP53BP2	512	334	459	237	516	289
TP53I11	64	39	49	41	15	31
TP53I13	105	73	128	89	61	51
TP53I3	6	3	4	4	3	7
TP53INP1	30	14	46	17	52	28
TP53INP2	39	17	57	43	87	45
TP53RK	368	314	429	290	485	382
TP53TG3	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0
TP53TG3E	0	0	0	0	0	0
TP53TG3F	0	0	0	0	0	0
TP53TG5	0	0	0	0	0	0
TP63	0	0	0	0	0	0
TP73	163	104	153	130	99	91
TPBG	0	0	0	0	0	0
TPBGL	2	0	0	0	0	0
TPCN1	45	27	54	38	15	16
TPCN2	21	26	46	3	42	32
TPD52	379	411	326	218	440	325
TPD52L1	85	134	149	104	67	34
TPD52L2	303	219	340	304	370	287
TPD52L3	0	0	0	0	0	0
TPGS1	0	1	0	0	2	0
TPGS2	198	175	191	130	134	131
TPH1	1	0	0	0	0	2
TPH2	0	0	0	0	0	0
TPI1	976	484	912	648	449	541
TPK1	0	1	0	0	0	0
TPM1	800	635	753	503	559	426
TPM2	9	0	0	0	0	0
TPM3	479	324	501	353	366	239
TPM4	1421	1264	1737	1240	1384	1415
TPMT	119	48	137	65	76	58
TPO	0	0	1	0	0	2
TPP1	34	36	34	27	14	60
TPP2	160	168	192	156	326	218
TPPP	47	45	47	13	24	29
TPPP2	0	0	0	0	0	0
TPPP3	15	3	8	6	2	10
TPR	50	154	101	67	120	109
TPRA1	262	146	181	244	192	167
TPRG1	0	0	0	0	0	0
TPRG1L	448	279	404	206	229	221
TPRKB	320	330	366	217	322	262
TPRN	129	45	115	104	82	89
TPRX1	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0
TPST1	123	49	80	45	39	67
TPST2	92	61	122	49	52	32
TPT1	3948	4060	3704	2940	4400	4077
TPTE	0	0	0	0	0	0
TPTE2	0	0	0	0	0	0
TPTEP2-CSNK1E	422	291	447	241	273	228
TPX2	538	313	514	267	219	277
TRA2A	582	648	651	687	1283	1039
TRA2B	1736	1365	1913	1545	2336	1875
TRABD	164	93	191	99	119	129
TRABD2A	12	4	18	8	12	9
TRABD2B	30	13	13	0	13	10
TRAC	0	0	0	0	0	3
TRADD	20	49	70	42	32	23
TRAF1	0	7	8	5	0	0
TRAF2	107	60	102	73	97	85
TRAF3	243	270	260	103	157	157
TRAF3IP1	184	210	181	148	206	180
TRAF3IP2	89	37	85	40	77	103
TRAF3IP3	4	0	8	0	0	0
TRAF4	707	483	836	342	420	439
TRAF5	31	69	84	5	56	44
TRAF6	130	83	91	85	92	150
TRAF7	261	215	264	169	236	198
TRAFD1	381	165	344	251	199	193
TRAIP	39	34	63	42	46	45
TRAK1	170	130	133	87	118	129
TRAK2	66	36	54	27	45	41
TRAM1	199	171	214	202	243	172
TRAM1L1	0	2	2	0	21	0
TRAM2	87	95	93	17	86	64
TRANK1	0	0	0	0	0	0
TRAP1	700	536	855	458	649	632
TRAPPC1	141	49	87	146	38	74
TRAPPC10	189	111	222	126	88	113
TRAPPC11	49	33	45	13	37	28
TRAPPC12	4	0	0	0	0	0
TRAPPC13	229	89	97	65	183	148
TRAPPC14	30	14	54	27	21	37
TRAPPC2	53	41	62	91	87	42
TRAPPC2B	81	95	100	116	96	113
TRAPPC2L	172	93	130	162	106	91
TRAPPC3	954	698	877	561	471	411
TRAPPC3L	0	0	3	0	0	0
TRAPPC4	0	0	0	0	0	0
TRAPPC5	156	84	160	192	119	124
TRAPPC6A	18	5	16	17	1	38
TRAPPC6B	65	24	61	51	59	120
TRAPPC8	163	93	95	38	155	93
TRAPPC9	38	49	110	17	40	61
TRARG1	0	0	0	0	0	0
TRAT1	0	0	0	0	0	0
TRBC1	0	0	0	0	0	0
TRBC2	0	0	0	0	0	0
TRDC	0	1	0	0	13	0
TRDMT1	68	26	51	54	73	42
TRDN	0	0	4	0	0	0
TREH	0	0	0	0	0	0
TREM1	0	0	0	0	0	0
TREM2	0	0	0	0	0	0
TREML1	0	0	0	0	0	0
TREML2	0	0	0	0	0	0
TREML4	0	0	0	0	0	0
TRERF1	3	4	12	0	38	9
TREX1	6	0	0	0	0	0
TREX2	9	5	0	0	0	4
TRGC1	0	0	0	0	0	0
TRGC2	0	0	0	0	0	0
TRH	0	0	0	0	0	0
TRHDE	0	0	0	0	0	0
TRHR	0	0	0	0	0	0
TRIAP1	2172	1921	2397	1190	1527	1368
TRIB1	314	273	375	306	318	313
TRIB2	263	183	221	166	195	180
TRIB3	270	123	237	854	839	879
TRIL	0	0	0	0	0	0
TRIM10	0	0	0	0	0	0
TRIM11	1475	680	1373	1219	1310	1212
TRIM13	472	360	385	305	513	329
TRIM14	265	212	226	131	131	190
TRIM15	0	0	0	0	0	0
TRIM16	165	131	112	119	124	165
TRIM17	0	0	0	0	0	0
TRIM2	200	179	188	167	246	196
TRIM21	43	17	44	16	20	34
TRIM22	0	0	0	0	0	0
TRIM23	231	188	219	240	361	225
TRIM24	331	388	367	277	507	414
TRIM25	536	349	293	328	459	321
TRIM26	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0
TRIM28	296	131	314	277	188	217
TRIM29	0	0	0	0	0	0
TRIM3	3	0	0	0	0	0
TRIM31	0	0	0	0	0	0
TRIM32	128	120	141	126	127	167
TRIM33	297	314	281	211	361	309
TRIM34	0	2	0	7	0	0
TRIM35	119	86	94	121	190	204
TRIM36	52	22	46	63	66	52
TRIM37	248	170	272	159	406	260
TRIM38	79	64	82	59	119	52
TRIM39	0	0	0	0	0	0
TRIM39-RPP21	0	0	0	0	0	0
TRIM4	310	242	279	173	480	411
TRIM40	0	0	0	0	0	0
TRIM41	98	95	129	52	80	57
TRIM42	0	0	0	0	0	0
TRIM43	0	0	0	0	0	0
TRIM44	355	374	334	236	366	317
TRIM45	26	21	31	16	33	26
TRIM46	24	0	0	9	3	0
TRIM47	25	0	12	8	2	2
TRIM48	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	2
TRIM49C	0	0	0	0	0	0
TRIM49D1	0	0	0	0	0	0
TRIM49D2	0	0	0	0	0	0
TRIM5	35	7	11	19	52	58
TRIM50	0	0	0	0	0	0
TRIM51	0	0	0	0	0	0
TRIM51GP	0	0	0	0	0	0
TRIM52	71	86	70	60	110	51
TRIM54	0	0	0	0	0	0
TRIM55	0	0	0	0	0	0
TRIM56	322	292	255	207	259	259
TRIM58	8	21	18	4	10	0
TRIM59	103	80	99	123	184	98
TRIM6	15	17	0	26	16	2
TRIM6-TRIM34	0	2	0	7	0	0
TRIM60	0	0	0	0	0	0
TRIM61	9	0	0	0	1	0
TRIM62	32	17	62	16	59	25
TRIM63	0	0	0	0	0	0
TRIM64	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0
TRIM65	427	345	419	307	444	452
TRIM66	19	13	19	37	38	19
TRIM67	0	0	0	0	0	0
TRIM68	10	40	46	61	61	61
TRIM69	0	0	0	0	0	0
TRIM7	7	17	10	14	12	7
TRIM71	11	7	24	11	18	8
TRIM72	0	0	0	0	0	1
TRIM73	0	0	0	0	0	0
TRIM74	0	0	0	0	0	0
TRIM8	263	152	346	309	228	323
TRIM9	131	94	129	105	152	165
TRIML1	0	0	0	0	0	0
TRIML2	0	0	0	0	0	0
TRIO	320	205	248	144	336	231
TRIOBP	746	459	643	483	497	504
TRIP10	61	8	41	50	32	31
TRIP11	65	10	64	30	27	19
TRIP12	331	224	295	249	335	219
TRIP13	515	431	655	411	540	432
TRIP4	139	141	263	151	141	141
TRIP6	599	256	582	314	317	356
TRIQK	69	76	47	54	14	34
TRIR	346	57	244	183	83	79
TRIT1	176	217	200	230	243	251
TRMO	139	114	94	169	235	199
TRMT1	139	45	78	68	84	48
TRMT10A	50	40	56	66	67	31
TRMT10B	71	108	116	28	134	108
TRMT10C	457	380	482	297	418	291
TRMT11	302	235	288	150	395	284
TRMT112	2281	1248	2243	908	1066	1439
TRMT12	84	86	112	63	129	136
TRMT13	104	82	223	114	144	153
TRMT1L	151	177	166	145	236	127
TRMT2A	124	129	162	76	108	111
TRMT2B	28	28	47	7	39	35
TRMT44	20	15	31	28	56	41
TRMT5	928	755	835	751	1105	801
TRMT6	194	112	223	184	261	211
TRMT61A	202	113	243	279	125	158
TRMT61B	90	47	74	90	91	59
TRMT9B	0	0	0	0	0	0
TRMU	64	30	87	179	74	102
TRNAU1AP	225	149	172	180	195	159
TRNP1	82	41	45	12	66	17
TRNT1	157	180	237	187	313	246
TRO	42	40	23	28	38	68
TROAP	372	139	325	162	129	150
TRPA1	0	6	3	7	3	0
TRPC1	16	27	79	16	77	36
TRPC3	14	19	7	11	21	8
TRPC4	8	0	0	0	2	15
TRPC4AP	152	52	144	87	75	139
TRPC5	0	0	0	0	0	0
TRPC5OS	0	0	0	0	0	0
TRPC6	0	0	0	0	0	0
TRPC7	0	0	0	0	0	0
TRPM1	0	0	0	0	0	0
TRPM2	0	0	0	0	0	0
TRPM3	0	0	0	2	1	2
TRPM4	6	2	6	5	12	10
TRPM5	0	0	0	0	0	0
TRPM6	5	1	0	0	0	0
TRPM7	159	135	130	51	247	127
TRPM8	0	0	0	0	0	0
TRPS1	303	215	229	149	243	197
TRPT1	79	27	57	35	78	54
TRPV1	21	6	31	6	3	10
TRPV2	12	14	0	0	0	0
TRPV3	0	6	0	8	5	4
TRPV4	0	0	15	0	0	9
TRPV5	0	0	0	0	0	0
TRPV6	0	0	0	0	0	0
TRRAP	75	94	67	24	102	115
TRUB1	340	249	323	113	362	245
TRUB2	310	164	289	280	379	252
TSACC	20	17	43	26	25	24
TSBP1	0	0	0	0	0	0
TSC1	147	173	157	83	153	136
TSC2	69	28	20	52	31	15
TSC22D1	616	370	477	456	669	585
TSC22D2	260	219	225	191	410	263
TSC22D3	2298	1633	2126	8250	10879	9616
TSC22D4	61	46	101	41	61	92
TSEN15	298	196	316	148	402	226
TSEN2	322	161	169	305	269	314
TSEN34	0	0	0	0	0	0
TSEN54	226	142	212	110	166	105
TSFM	655	422	493	376	770	564
TSG101	142	77	129	135	237	147
TSGA10	11	0	0	0	0	0
TSGA10IP	0	0	0	0	0	0
TSGA13	0	0	0	0	4	0
TSHB	0	0	0	0	0	0
TSHR	0	0	0	0	0	1
TSHZ1	189	169	157	154	224	219
TSHZ2	1	0	18	0	2	0
TSHZ3	73	35	79	34	83	57
TSKS	4	0	0	0	0	0
TSKU	26	37	79	9	23	4
TSLP	40	42	45	114	74	64
TSN	464	439	509	364	626	405
TSNARE1	3	0	5	0	3	3
TSNAX	519	529	588	486	694	531
TSNAX-DISC1	660	655	707	612	854	679
TSNAXIP1	1	0	4	0	3	0
TSPAN1	0	0	0	0	0	0
TSPAN10	6	5	12	0	0	3
TSPAN11	13	3	7	0	0	0
TSPAN12	122	109	105	113	205	146
TSPAN13	71	84	126	20	69	31
TSPAN14	137	51	93	95	102	102
TSPAN15	11	0	15	10	17	9
TSPAN16	0	0	0	0	0	0
TSPAN17	52	20	22	10	5	10
TSPAN18	22	27	28	4	13	9
TSPAN19	1	3	0	0	4	1
TSPAN2	25	4	45	14	29	3
TSPAN3	961	993	1151	711	1052	957
TSPAN31	125	68	144	93	167	84
TSPAN32	0	0	0	0	0	0
TSPAN33	66	51	55	19	24	48
TSPAN4	17	1	0	7	5	13
TSPAN5	338	374	294	241	372	267
TSPAN6	469	398	402	384	456	375
TSPAN7	42	43	6	20	30	3
TSPAN8	0	0	0	0	0	0
TSPAN9	112	62	71	32	39	53
TSPEAR	4	12	18	2	10	4
TSPO	9	5	39	62	18	16
TSPO2	0	0	0	0	0	0
TSPOAP1	0	0	0	0	0	0
TSPY1	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0
TSPYL1	1209	986	1082	791	1519	1312
TSPYL2	50	51	70	59	106	112
TSPYL4	230	169	265	187	323	252
TSPYL5	0	0	0	0	0	0
TSPYL6	0	0	0	0	0	0
TSR1	1472	1192	1302	901	1681	1594
TSR2	604	551	728	602	571	546
TSR3	361	143	355	98	81	89
TSSC4	64	60	108	90	27	56
TSSK1B	0	0	0	0	0	0
TSSK2	0	0	0	0	0	0
TSSK3	0	0	0	0	1	0
TSSK4	0	0	0	0	0	0
TSSK6	75	33	32	30	44	46
TST	544	203	413	395	275	296
TSTD1	0	10	0	0	0	0
TSTD2	55	46	83	73	195	172
TSTD3	37	9	88	8	11	31
TTBK1	0	0	0	0	0	0
TTBK2	82	109	130	66	138	99
TTC1	701	330	639	369	348	360
TTC12	39	18	46	23	22	24
TTC13	126	58	146	72	172	129
TTC14	299	279	261	168	468	351
TTC16	0	0	0	0	0	0
TTC17	398	242	313	246	334	377
TTC19	356	293	394	345	560	413
TTC21A	0	0	1	0	0	2
TTC21B	116	49	71	34	61	51
TTC22	0	0	0	0	0	0
TTC23	98	102	133	41	95	133
TTC23L	1	0	2	0	7	0
TTC24	0	0	0	0	2	0
TTC26	104	24	77	92	101	90
TTC27	137	133	146	153	162	149
TTC28	139	58	127	62	68	81
TTC29	0	3	0	0	0	0
TTC3	490	296	314	226	442	350
TTC30A	52	47	55	53	74	57
TTC30B	120	55	76	57	60	62
TTC31	15	10	39	2	20	16
TTC32	292	169	181	139	271	164
TTC33	88	68	63	33	84	75
TTC34	0	0	0	0	0	0
TTC36	1	0	0	0	0	0
TTC37	206	177	160	61	160	158
TTC38	64	19	53	81	83	26
TTC39A	26	37	30	22	57	51
TTC39B	21	43	32	42	18	40
TTC39C	251	72	122	67	71	113
TTC4	322	244	282	222	321	305
TTC5	146	37	86	96	104	99
TTC6	49	20	14	6	32	21
TTC7A	75	40	56	23	20	49
TTC7B	7	50	43	35	86	58
TTC8	105	62	77	20	119	105
TTC9	65	73	53	5	59	32
TTC9B	9	0	0	0	0	0
TTC9C	295	196	335	207	213	174
TTF1	193	183	266	250	257	273
TTF2	131	69	116	88	133	133
TTI1	243	181	312	169	189	244
TTI2	184	153	172	112	197	138
TTK	228	182	253	230	183	180
TTL	253	238	249	96	171	96
TTLL1	13	6	17	0	4	10
TTLL10	0	0	0	0	0	0
TTLL11	46	46	55	40	57	47
TTLL12	506	202	537	321	243	226
TTLL13P	0	0	0	0	0	3
TTLL2	0	0	0	0	11	6
TTLL3	57	44	108	21	49	41
TTLL4	79	64	114	130	137	50
TTLL5	143	99	189	155	132	185
TTLL6	6	3	4	0	7	4
TTLL7	55	28	35	28	50	32
TTLL9	0	0	0	0	0	0
TTN	0	0	0	0	0	1
TTPA	6	1	0	7	0	7
TTPAL	239	187	328	245	338	217
TTR	0	0	0	0	0	0
TTYH1	0	0	0	0	0	0
TTYH2	6	4	0	8	6	11
TTYH3	108	65	92	66	69	63
TUB	129	88	109	75	92	44
TUBA1A	309	338	268	260	450	411
TUBA1B	8585	6918	8967	6842	7753	7599
TUBA1C	2086	1862	2204	1285	1948	1343
TUBA3C	0	0	0	0	0	0
TUBA3D	0	0	0	0	0	0
